institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I3133035077,Ube Frontier University,education,JP,education,Other
I4210087077,Institut des Maladies Neurodégénératives,facility,FR,research_institute,Other
I90745801,University of New England,education,AU,education,Other
I4210086894,"Research Center for Information Technology Innovation, Academia Sinica",facility,TW,research_institute,Other
I4210101015,Wuhan Municipal Engineering Design & Research Institute,facility,CN,research_institute,Other
I4210147862,Friedrich Miescher Laboratory,nonprofit,DE,nonprofit,Other
I4210131870,"Institute of Psychology, Chinese Academy of Sciences",facility,CN,research_institute,Other
I342702707,National Institute of Food Technology Entrepreneurship and Management,education,IN,education,Other
I4210133377,Centre d'Imagerie BioMedicale,facility,CH,research_institute,Other
I4210161954,Département d'Informatique,facility,FR,research_institute,Other
I2802690428,Shanghai Mental Health Center,healthcare,CN,healthcare,Other
I4210131125,Huanghuai University,education,CN,education,Other
I4210166499,Henan Polytechnic University,education,CN,education,Other
I4210159676,Zaozhuang University,education,CN,education,Other
I67001856,Shanghai Institute of Technology,education,CN,education,Other
I130291710,Visva-Bharati University,education,IN,education,Other
I67080706,Alzahra University,education,IR,education,Other
I4210167317,Qiannan Normal College For Nationalities,education,CN,education,Other
I16656306,Meiji University,education,JP,education,Other
I46080048,Jahangirnagar University,education,BD,education,Other
I12469534,Quaid-i-Azam University,education,PK,education,Other
I185854337,Chicago Institute for Psychoanalysis,nonprofit,US,nonprofit,Other
I167694869,Bu-Ali Sina University,education,IR,education,Other
I181063083,Abdul Wali Khan University Mardan,education,PK,education,Other
I4210123940,Ministry of Education,government,PT,government,Other
I4210122644,FZU ‒ Institute of Physics of the Academy of Sciences of the Czech Republic,facility,CZ,research_institute,Other
I4210137180,Institute of High Energy Physics,facility,CN,research_institute,Other
I33501960,Universidade Federal de Santa Maria,education,BR,education,Other
I4210112678,University of the Coast,education,CO,education,Other
I4210135925,Materials Center Leoben (Austria),company,AT,company,Other
I182712176,Montanuniversität Leoben,education,AT,education,Other
I4210114611,"Czech Academy of Sciences, Institute of Physics of Materials",facility,CZ,research_institute,Other
I196471810,Korea Electrotechnology Research Institute,nonprofit,KR,nonprofit,Other
I4210161173,Korea Railroad Research Institute,facility,KR,research_institute,Other
I4210120266,"Czech Academy of Sciences, Institute of Mathematics",facility,CZ,research_institute,Other
I17120543,National University of Modern Languages,education,PK,education,Other
I4210088086,Capital University of Science and Technology,education,PK,education,Other
I104854061,Universidad Autónoma del Estado de Hidalgo,education,MX,education,Other
I4210085960,Instituto Tecnológico de Culiacán,education,MX,education,Other
I4210090124,Tecnológico Nacional de México,government,MX,government,Other
I4210167350,Universidad de Ecatepec,education,MX,education,Other
I4399598360,Tecnológico de Estudios Superiores de Ecatepec,education,,education,Other
I265627732,National Institute of Technology Manipur,education,IN,education,Other
I131155284,Alagappa University,education,IN,education,Other
I59611059,Institute of Mathematical Sciences,facility,IN,research_institute,Other
I4322298,Towson University,education,US,education,Other
I4210098964,Toulouse Mathematics Institute,,FR,unknown,Other
I35906937,University of Misan,education,IQ,education,Other
I4210146233,Elwood Landscape Design (United Kingdom),company,GB,company,Other
I4210145671,Advanced Imaging Research (United States),company,US,company,Other
I864159182,University of Silesia in Katowice,education,PL,education,Other
I2799905109,Kharkiv Institute of Physics and Technology,facility,UA,research_institute,Other
I4210089019,Max Planck Institute for Physics,facility,DE,research_institute,Other
I4210111875,Max Planck Institute for the Physics of Complex Systems,facility,DE,research_institute,Other
I236232284,Karakoram International University,education,PK,education,Other
I157169809,University of Sciences and Technology Houari Boumediene,education,DZ,education,Other
I4210124601,Department of Mathematical Sciences,government,RU,government,Other
I4210141736,De Beers (South Africa),company,ZA,company,Other
I211433327,Ministry of Natural Resources,government,CN,government,Other
I4210114556,First Institute of Oceanography,facility,CN,research_institute,Other
I4210146364,National Marine Environmental Forecasting Center,government,CN,government,Other
I71437568,Universidade de Pernambuco,education,BR,education,Other
I1299319934,Rijksmuseum,archive,NL,research_institute,Other
I169615421,Middle Tennessee State University,education,US,education,Other
I4210136798,Capgemini (France),company,FR,company,Other
I228616957,Inner Mongolia University of Finance and Economics,education,CN,education,Other
I4210110458,Institute of Electronics,facility,CN,research_institute,Other
I1281400175,Oslo University Hospital,healthcare,NO,healthcare,Other
I4210128481,Oslo Nye Høyskole,education,NO,education,Other
I90727586,Zhejiang University of Finance and Economics,education,CN,education,Other
I183970581,Abasaheb Garware College,education,IN,education,Other
I4210110873,Tilak Maharashtra Vidyapeeth,education,IN,education,Other
I124841900,Xuzhou University of Technology,education,CN,education,Other
I83205935,Malaviya National Institute of Technology Jaipur,education,IN,education,Other
I76777374,Central University of Rajasthan,education,IN,education,Other
I159219196,Rajasthan Technical University,education,IN,education,Other
I4210095110,Macao University of Tourism,education,MO,education,Other
I4210111621,Calvary Health Care Bethlehem,healthcare,AU,healthcare,Other
I2799712879,Geelong Hospital,healthcare,AU,healthcare,Other
I4210097150,National Centre for Nuclear Research,government,PL,government,Other
I4210143371,Center for Free-Electron Laser Science,facility,DE,research_institute,Other
I204490172,Shiraz University of Technology,education,IR,education,Other
I3121641575,Yasouj University,education,IR,education,Other
I4210123005,ARC Centre of Excellence for Mathematical and Statistical Frontiers,facility,AU,research_institute,Other
I4210160030,Zhejiang University of Water Resource and Electric Power,education,CN,education,Other
I91277730,Maulana Azad National Institute of Technology,education,IN,education,Other
I212738717,Dwarkadas J. Sanghvi College of Engineering,education,IN,education,Other
I25205351,"Jaypee University of Engineering and Technology, Guna",education,IN,education,Other
I4210108695,Gheorghe Asachi Technical University of Iași,education,RO,education,Other
I4210141282,Shanxi Provincial Institute of Chemical Industry (China),company,CN,company,Other
I4210120726,Eye Center,healthcare,SA,healthcare,Other
I184834183,Al-Azhar University,education,EG,education,Other
I4210105350,N.N. Krasovskii Institute of Mathematics and Mechanics of the Ural Branch of the Russian Academy of Sciences,facility,RU,research_institute,Other
I4210119369,Ural Branch of the Russian Academy of Sciences,facility,RU,research_institute,Other
I1298154867,Kennedy Krieger Institute,nonprofit,US,nonprofit,Other
I34034455,Ramakrishna Mission Vivekananda Educational and Research Institute,education,IN,education,Other
I1314251682,Institut National de la Recherche Agronomique,facility,MA,research_institute,Other
I4210137075,Centre de Recherche en Nutrition Humaine d'Auvergne,facility,FR,research_institute,Other
I4210138910,Unité Mixte de Recherche sur les Herbivores,facility,FR,research_institute,Other
I4210104097,"Institut Supérieur d’Informatique, de Modélisation et de leurs Applications",education,FR,education,Other
I4210143836,Clermont Université,education,FR,education,Other
I884181516,Universidad Autónoma del Estado de Morelos,education,MX,education,Other
I4210103659,Laboratoire des Sciences de l'Ingénieur pour l'Environnement,facility,FR,research_institute,Other
I78744979,La Rochelle Université,education,FR,education,Other
I4210138565,International Institute of Islamic Thought,nonprofit,US,nonprofit,Other
I4210094239,Image and Pervasive Access Laboratory,facility,SG,research_institute,Other
I102197404,Université Paris-Sud,education,FR,education,Other
I903994226,Xuchang University,education,CN,education,Other
I4210153049,Vidyasirimedhi Institute of Science and Technology,education,TH,education,Other
I123173325,Mazandaran University of Science and Technology,education,IR,education,Other
I84248293,Babol Noshirvani University of Technology,education,IR,education,Other
I4210152533,Lanzhou University of Finance and Economics,education,CN,education,Other
I48076826,Chiang Mai University,education,TH,education,Other
I4210140509,Kyoto Katsura Hospital,healthcare,JP,healthcare,Other
I165745306,Southwest Petroleum University,education,CN,education,Other
I12859529,University of Nairobi,education,KE,education,Other
I4210113402,China National Chemical Corporation (China),company,CN,company,Other
I149851306,National Academy of Sciences of Ukraine,funder,UA,unknown,Other
I1320999837,State Space Agency of Ukraine,government,UA,government,Other
I4210138528,Australian Resources Research Centre,facility,AU,research_institute,Other
I4210130959,Mineral Resources,facility,AU,research_institute,Other
I138164181,Alexandru Ioan Cuza University,education,RO,education,Other
I4210148616,University of Chemical Technology and Metallurgy,education,BG,education,Other
I69181431,Universidad de las Américas Puebla,education,MX,education,Other
I23582244,Ho Chi Minh City University of Science,education,VN,education,Other
I47265099,Ho Chi Minh City University of Technology,education,VN,education,Other
I4210143353,Institut Universitaire des Systèmes Thermiques Industriels,facility,FR,research_institute,Other
I4210143116,Électricité de France (France),company,FR,company,Other
I92614990,Tokyo University of Agriculture and Technology,education,JP,education,Other
I4210154741,New Mexico VA Health Care System,healthcare,US,healthcare,Other
I55022517,Heilongjiang University,education,CN,education,Other
I154833797,Lingnan Normal University,education,CN,education,Other
I4210110925,Jiaozuo University,education,CN,education,Other
I126460647,Universidade Federal do Rio Grande,education,BR,education,Other
I181028852,Universidad Pontificia Bolivariana,education,CO,education,Other
I2802603000,Asia Pacific Center for Theoretical Physics,facility,KR,research_institute,Other
I1340918713,University College London Hospitals NHS Foundation Trust,healthcare,GB,healthcare,Other
I2801618472,PLA Rocket Force University of Engineering,education,CN,education,Other
I4210153325,Institute of Mathematical Statistics,other,US,research_institute,Other
I4101805,Yıldız Technical University,education,TR,education,Other
I70387731,Amasya Üniversitesi,education,TR,education,Other
I4210123126,Silicon Austria Labs (Austria),company,AT,company,Other
I9796191,University College of Applied Science,education,PS,education,Other
I160992636,Toyota Technological Institute at Chicago,education,US,education,Other
I4401726805,Megvii (China),company,,company,Other
I927504317,Nanchang Hangkong University,education,CN,education,Other
I4210091958,Hanoi Open University,education,VN,education,Other
I4210106409,China Institute of Finance and Capital Markets,facility,CN,research_institute,Other
I4210122262,Institut des Sciences Cognitives Marc Jeannerod,facility,FR,research_institute,Other
I4210142635,PATH To Reading,other,US,unknown,Other
I4210135422,Microsoft (Norway),company,NO,company,Microsoft
I4210089607,CyberAgent (Japan),company,JP,company,Other
I2801187875,University College Lahore,education,PK,education,Other
I3019415892,Fraunhofer Institute for Industrial Mathematics,facility,DE,research_institute,Other
I913140155,Offenburg University of Applied Sciences,education,DE,education,Other
I4210100202,Piedmont Cancer Institute,healthcare,US,healthcare,Other
I4390039307,Winship Cancer Institute,healthcare,,healthcare,Other
I98957242,Kitami Institute of Technology,education,JP,education,Other
I2801277386,Emirates Foundation,other,AE,unknown,Other
I16038530,Aberystwyth University,education,GB,education,Other
I4210118911,META Group,company,IT,company,Other
I4388891792,BIO5 Institute,facility,,research_institute,Other
I194210350,École Nationale Supérieure d'Ingénieurs de Caen,education,FR,education,Other
I4210139483,GREYC,facility,FR,research_institute,Other
I98702875,Université de Caen Normandie,education,FR,education,Other
I4210154224,Japan Food Research Laboratories,facility,JP,research_institute,Other
I4210087349,China Resources (China),company,CN,company,Other
I4210104954,Shenzhen Center for Disease Control and Prevention,government,CN,government,Other
I4210166055,Shenzhen Third People’s Hospital,healthcare,CN,healthcare,Other
I4210088164,"Changchun Institute of Optics, Fine Mechanics and Physics",facility,CN,research_institute,Other
I4210093674,Zhoukou Normal University,education,CN,education,Other
I2801926401,Manchester Royal Infirmary,healthcare,GB,healthcare,Other
I4210092852,Manchester University NHS Foundation Trust,healthcare,GB,healthcare,Other
I73613424,National Institute of Advanced Industrial Science and Technology,government,JP,government,Other
I1324989862,Federal Office of Meteorology and Climatology MeteoSwiss,government,CH,government,Other
I62856769,Saudi Aramco (United States),company,US,company,Other
I4210136457,Shibuya (Japan),company,JP,company,Other
I153327471,Bunkyo University,education,JP,education,Other
I143413998,Qingdao University of Science and Technology,education,CN,education,Other
I182707071,Ludong University,education,CN,education,Other
I114539943,Zhejiang Chinese Medical University,education,CN,education,Other
I153355300,Imperial College Healthcare NHS Trust,healthcare,GB,healthcare,Other
I2802742124,John Radcliffe Hospital,healthcare,GB,healthcare,Other
I196551433,Yerevan State University,education,AM,education,Other
I4210091234,ARC Centre of Excellence for Dark Matter Particle Physics,facility,AU,research_institute,Other
I29801172,Thomas Jefferson National Accelerator Facility,facility,US,research_institute,Other
I3132180716,Larbi Ben M'hidi University of Oum El Bouaghi,education,DZ,education,Other
I153687341,Zarqa University,education,JO,education,Other
I97864281,Irbid National University,education,JO,education,Other
I4392738276,State Key Laboratory of Virtual Reality Technology and Systems,facility,,research_institute,Other
I4210152047,PDL BioPharma (United States),company,US,company,Other
I4210093787,Herzliya Medical Center,healthcare,IL,healthcare,Other
I4210107233,Language Science (South Korea),company,KR,company,Other
I105818395,University of Kashan,education,IR,education,Other
I4210109969,Physical Measurement Laboratory,government,US,government,Other
I4210164386,Hebei Science and Technology Department,government,CN,government,Other
I4210104233,China Electronics Corporation (China),company,CN,company,Other
I4210142254,Laboratoire Bordelais de Recherche en Informatique,facility,FR,research_institute,Other
I2883434090,Bariloche Atomic Centre,facility,AR,research_institute,Other
I39553462,National University of San Juan,education,AR,education,Other
I73822459,National University of San Luis,education,AR,education,Other
I192513696,National University of San Marcos,education,PE,education,Other
I4210127738,IMT Mines Alès,education,FR,education,Other
I4402554207,EuroMov Digital Health in Motion,facility,,research_institute,Other
I197191942,St. Francis Xavier University,education,CA,education,Other
I2802394193,Nova Scotia Health Authority,government,CA,government,Other
I177097968,University of Tennessee at Chattanooga,education,US,education,Other
I4210119942,Wuhan Textile University,education,CN,education,Other
I4210123621,Tracasa (Spain),company,ES,company,Other
I175051016,Universidad Publica de Navarra,education,ES,education,Other
I4210155607,Laboratoire d'Informatique en Images et Systèmes d'Information,facility,FR,research_institute,Other
I4210105676,Foundation for the Advancement of Social Theory,other,US,unknown,Other
I4210135175,Hefei Institute of Technology Innovation,facility,CN,research_institute,Other
I4210109911,Woodruff Health Sciences Center,healthcare,US,healthcare,Other
I173632517,MediaTek (China),company,CN,company,Other
I4210143602,Chungnam National University Hospital,healthcare,KR,healthcare,Other
I24407930,Hunan University of Science and Engineering,education,CN,education,Other
I166533956,Institute of Management Technology,education,IN,education,Other
I4210154505,Tomorrows Children’s Fund,nonprofit,US,nonprofit,Other
I4210152903,General Electric (Norway),company,NO,company,Other
I4210151975,Northwest Institute of Nuclear Technology,facility,CN,research_institute,Other
I13134134,Universidad de Cantabria,education,ES,education,Other
I2801754460,General University Hospital of Patras,healthcare,GR,healthcare,Other
I4210128032,Beibu Gulf University,education,CN,education,Other
I4210153248,Guangxi Institute of Oceanography,facility,CN,research_institute,Other
I4405253208,AITHYRA GmbH- Research Institute for Biomedical Artificial Intelligence (Austria),facility,AT,research_institute,Other
I142078773,Shenyang Institute of Automation,facility,CN,research_institute,Other
I15823474,Linyi University,education,CN,education,Other
I4210162314,Regend Therapeutics (China),company,CN,company,Other
I4210145752,Industrial Research Institute of Ishikawa,other,JP,research_institute,Other
I3124704065,University of Kurdistan,education,IR,education,Other
I4210110621,Sony (China),company,CN,company,Other
I31595395,Chengdu University of Technology,education,CN,education,Other
I102345215,Xihua University,education,CN,education,Other
I193114190,Chifeng University,education,CN,education,Other
I4210087087,Henan Tianguan Group (China),company,CN,company,Other
I4210131230,Philips (United States),company,US,company,Other
I4210105385,Shanghai Stock Exchange,other,CN,unknown,Other
I103737770,Bank of Italy,funder,IT,unknown,Other
I4210120496,National Institute of Optics,facility,IT,research_institute,Other
I3130020584,International Graduate School of English,education,KR,education,Other
I4210148180,Institute for Sustainability,nonprofit,GB,nonprofit,Other
I192209268,Shaoxing University,education,CN,education,Other
I177837019,Transport Research Institute,facility,RO,research_institute,Other
I4210104522,Autodesk (United Kingdom),company,GB,company,Other
I1286353243,Autodesk (United States),company,US,company,Other
I164950643,Open University of Israel,education,IL,education,Other
I4210089303,Arq Psychotrauma Expert Group,healthcare,NL,healthcare,Other
I1302611135,Ministry of Public Security of the People's Republic of China,government,CN,government,Other
I219388962,University of Wrocław,education,PL,education,Other
I4210141779,NeuroMetrix (United States),company,US,company,Other
I921716337,Northeast Petroleum University,education,CN,education,Other
I195740183,University of Moratuwa,education,LK,education,Other
I94047373,Xinjiang University of Finance and Economics,education,CN,education,Other
I4210105867,Yili Friendship Hospital,healthcare,CN,healthcare,Other
I83776822,Shandong Institute of Business and Technology,education,CN,education,Other
I4210088115,Ospedale Santa Chiara,healthcare,IT,healthcare,Other
I4210152758,Institute of Atmospheric Physics,facility,CN,research_institute,Other
I4391768180,State Key Laboratory of Numerical Modeling for Atmospheric Sciences and Geophysical Fluid Dynamics,facility,,research_institute,Other
I4210119786,Cineca,other,IT,unknown,Other
I4210120419,Paradigm Pharmaceuticals (United States),company,US,company,Other
I4210107473,SGS (China),company,CN,company,Other
I4210096312,Ålesund Hospital,healthcare,NO,healthcare,Other
I144648426,Norwegian Computing Center,nonprofit,NO,nonprofit,Other
I102398690,National Natural Science Foundation of China,government,CN,government,Other
I1311060795,U.S. National Science Foundation,government,US,government,Other
I2801628138,Frankfurt Institute for Advanced Studies,facility,DE,research_institute,Other
I4210102606,European Centre for Theoretical Studies in Nuclear Physics and Related Areas,facility,IT,research_institute,Other
I36152291,Henan University of Technology,education,CN,education,Other
I4210090867,Fraunhofer Institute for High Frequency Physics and Radar Techniques,facility,DE,research_institute,Other
I188884621,Lodz University of Technology,education,PL,education,Other
I4400009028,Galala University,education,,education,Other
I32619867,Egypt-Japan University of Science and Technology,education,EG,education,Other
I4210107738,CCTEG Shenyang Research Institute,facility,CN,research_institute,Other
I113389987,Handan College,education,CN,education,Other
I4210161087,Hebei University of Architecture,education,CN,education,Other
I4210109870,Vi Technology (United States),company,US,company,Other
I4210123377,AZ Sint-Jan,healthcare,BE,healthcare,Other
I132369690,Tianjin University of Science and Technology,education,CN,education,Other
I14116566,Wuhan Polytechnic University,education,CN,education,Other
I4210092868,Clínica Girona,healthcare,ES,healthcare,Other
I2799530024,ORT Israel,nonprofit,IL,nonprofit,Other
I112260969,Ontario Institute for Cancer Research,funder,CA,unknown,Other
I4210157790,Statistical Research (United States),company,US,company,Other
I4210108209,MRC Centre for Regenerative Medicine,facility,GB,research_institute,Other
I1324252669,NHS Lothian,healthcare,GB,healthcare,Other
I58064216,Bellevue University,education,US,education,Other
I4210110560,Zhuhai Fudan Innovation Research Institute,facility,CN,research_institute,Other
I4210154427,"Analysis, Integration & Design (United States)",company,US,company,Other
I4210096063,Ho Chi Minh City Open University,education,VN,education,Other
I4210129145,Associazione Meteo Professionisti,nonprofit,IT,nonprofit,Other
I4387154995,Mathématiques Appliquées à Paris 5,facility,FR,research_institute,Other
I4210095474,GoPro (United States),company,US,company,Other
I4210145411,Swatch Group (Switzerland),company,CH,company,Other
I4210086194,Institut des Sciences Moléculaires,facility,FR,research_institute,Other
I4210112540,Institute of Biophysics,facility,CN,research_institute,Other
I29078338,Istituto Nazionale di Geofisica e Vulcanologia,facility,IT,research_institute,Other
I4210096524,Endress Hauser Messtechnik (Germany),company,DE,company,Other
I4210100283,"Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie",facility,FR,research_institute,Other
I4210138704,Centre de Recherche en Acquisition et Traitement de l'Image pour la Santé,facility,FR,research_institute,Other
I4210137853,Toyota Motor Corporation (Japan),company,JP,company,Other
I4210120015,Nanchang Institute of Science & Technology,education,CN,education,Other
I44925452,Özyeğin University,education,TR,education,Other
I3130411899,Bhagat Phool Singh Mahila Vishwavidyalaya,education,IN,education,Other
I69050122,Near East University,education,CY,education,Other
I170558118,Sri Venkateswara University,education,IN,education,Other
I1311921367,Advanced Micro Devices (Canada),company,CA,company,Other
I4210120493,Laboratoire de Neurosciences Cognitives,facility,FR,research_institute,Other
I4210161407,Maison des sciences humaines et environnementales Claude Nicolas Ledoux,facility,FR,research_institute,Other
I4387154205,Laboratoire de recherches Intégratives en Neurosciences et psychologie Cognitive,facility,FR,research_institute,Other
I4210089144,Centre National pour la Recherche Scientifique et Technique (CNRST),government,MA,government,Other
I4210110752,Laboratoire de Psychologie Cognitive,facility,FR,research_institute,Other
I5490798,John Deere (Germany),company,DE,company,Other
I4210136859,Xi’an University of Posts and Telecommunications,education,CN,education,Other
I4210165264,Guangxi Academy of Sciences,government,CN,government,Other
I4210151929,Nanning Normal University,education,CN,education,Other
I92864154,University of Buckingham,education,GB,education,Other
I2801138614,Cascades (Canada),company,CA,company,Other
I2799971621,Harry Perkins Institute of Medical Research,healthcare,AU,healthcare,Other
I4210112812,National Supercomputing Center in Shenzhen,facility,CN,research_institute,Other
I78675632,Beijing Information Science & Technology University,education,CN,education,Other
I4210095908,Advanced Energy (United States),company,US,company,Other
I2799293361,Baoji University of Arts and Sciences,education,CN,education,Other
I169019527,Quanzhou Normal University,education,CN,education,Other
I4210144898,Excellence Cluster Universe,education,DE,education,Other
I4391767781,State Key Laboratory of Software Development Environment,facility,,research_institute,Other
I4210096978,White River Technologies (United States),company,US,company,Other
I4210152908,Chengdu Institute of Biology,education,CN,education,Other
I98227222,China National Petroleum Corporation (China),company,CN,company,Other
I21642278,Ningxia University,education,CN,education,Other
I4210090724,State Key Laboratory of Building Safety and Built Environment,facility,CN,research_institute,Other
I4210133882,China Railway Construction Corporation (China),company,CN,company,Other
I75867142,Xiamen University of Technology,education,CN,education,Other
I99434035,University of Wales Trinity Saint David,education,GB,education,Other
I4210122157,Hubei Polytechnic University,education,CN,education,Other
I4210100789,Wuhan College,nonprofit,CN,nonprofit,Other
I4210121573,Wuchang University of Technology,education,CN,education,Other
I31176605,Environmental Protection Administration,government,TW,government,Other
I4210089285,Ji Hua Laboratory,facility,CN,research_institute,Other
I4401726824,Horizon Robotics (China),company,,company,Other
I4210087046,Yinchuan First People's Hospital,healthcare,CN,healthcare,Other
I4210147114,Hebei Academy of Sciences,education,CN,education,Other
I39481719,Institut National de la Recherche Scientifique,education,CA,education,Other
I4210160071,Endress+Hauser (Switzerland),company,CH,company,Other
I1311269955,Apple (Israel),company,IL,company,Apple
I4210128819,Institute of Electrical Engineering,facility,CN,research_institute,Other
I4391012626,King Salman International University,education,,education,Other
I4210135679,Antea Group (France),company,FR,company,Other
I1328914791,Center for Inquiry,nonprofit,US,nonprofit,Other
I4210100505,BST Bio Sensor Technology (Germany),company,DE,company,Other
I4210112475,Shenwu Technology Group Corp (China),company,CN,company,Other
I63354593,Sichuan Normal University,education,CN,education,Other
I4210145825,China Academy Of Machinery Science & Technology (China),company,CN,company,Other
I4210097190,Telefónica (Spain),company,ES,company,Other
I4210094623,Jiuquan Iron & Steel (China),company,CN,company,Other
I4210163796,Pudong New Area People's Hospital,healthcare,CN,healthcare,Other
I4210124900,Inner Mongolia People's Hospital,healthcare,CN,healthcare,Other
I140221134,Anhui Agricultural University,education,CN,education,Other
I2801533059,German Center for Neurodegenerative Diseases,facility,DE,research_institute,Other
I4210137456,Momentum Research,healthcare,US,healthcare,Other
I4210119975,Beijing Institute of Power Machinery (China),company,CN,company,Other
I194716290,China Academy of Space Technology,government,CN,government,Other
I4210122368,Institute for Advanced Engineering,facility,KR,research_institute,Other
I85384741,Heidelberg University,education,US,education,Other
I111277659,Chonnam National University,education,KR,education,Other
I4210148107,Space Engineering University,education,CN,education,Other
I4210100356,Ministry of Education,government,CL,government,Other
I4210162648,Shanghai Center For Bioinformation Technology,facility,CN,research_institute,Other
I109556086,Autoliv (Sweden),company,SE,company,Other
I52207611,Al Baha University,education,SA,education,Other
I88017793,Port Said University,education,EG,education,Other
I4210145263,Changzhou City Planning and Design Institute,facility,CN,research_institute,Other
I136765683,Tianjin University of Technology,education,CN,education,Other
I4210137805,Victoria School of Management,education,CH,education,Other
I83791580,Fujian University of Technology,education,CN,education,Other
I2799978770,X-Fab (Germany),company,DE,company,Other
I4210094181,Copperas Cove Independent School District,education,US,education,Other
I4210089509,Institute for Urban and Regional Research,facility,AT,research_institute,Other
I4210120706,Urban Planning & Design Institute of Shenzhen (China),company,CN,company,Other
I3125079907,Japan Graduate School of Education University,education,JP,education,Other
I179060312,Northeast Electric Power University,education,CN,education,Other
I4210138151,Jilin Electric Power Research Institute (China),company,CN,company,Other
I80605987,NOAA Earth System Research Laboratory,funder,US,research_institute,Other
I88773910,Intuit (United States),company,US,company,Other
I126427551,Damietta University,education,EG,education,Other
I4210135052,Hunan Entry-Exit Inspection and Quarantine Bureau,government,CN,government,Other
I100296615,École Nationale de l’Aviation Civile,education,FR,education,Other
I112991645,Airbus (France),company,FR,company,Other
I193033237,Institut Superieur de l'Aeronautique et de l'Espace (ISAE-SUPAERO),education,FR,education,Other
I2801658355,Office National d'Études et de Recherches Aérospatiales,facility,FR,research_institute,Other
I60559429,Nazarbayev University,education,KZ,education,Other
I165735259,Gunma University,education,JP,education,Other
I258063972,Kiryu University,education,JP,education,Other
I2801461538,Shanghai Theatre Academy,education,CN,education,Other
I22046295,Inner Mongolia Normal University,education,CN,education,Other
I2800664555,RISE Research Institutes of Sweden,other,SE,research_institute,Other
I181903023,Xi'an Shiyou University,education,CN,education,Other
I4210101931,HBIS (China),company,CN,company,Other
I64449678,Putian University,education,CN,education,Other
I4210111151,Fraunhofer Institute for Transportation and Infrastructure Systems,facility,DE,research_institute,Other
I4210095239,Capability Scotland,nonprofit,GB,nonprofit,Other
I151893264,Jiamusi University,education,CN,education,Other
I1293035123,Met Office,government,GB,government,Other
I4210139061,Zero Emissions Resource Organisation,nonprofit,NO,nonprofit,Other
I4210152414,"Institute of Bioorganic Chemistry, Polish Academy of Sciences",facility,PL,research_institute,Other
I4210122052,Virtual Reality Medical Center,healthcare,US,healthcare,Other
I2818286,LG (United States),company,US,company,Other
I100357981,Wannan Medical College,healthcare,CN,healthcare,Other
I61565387,Dalian Minzu University,education,CN,education,Other
I98834328,Wuyi University,education,CN,education,Other
I4210109622,Shenzhen Terahertz Technology Innovation Research Institute,facility,CN,research_institute,Other
I4210088244,Shanghai Micro Satellite Engineering Center,nonprofit,CN,nonprofit,Other
I4210119853,Zhejiang Hospital,healthcare,CN,healthcare,Other
I4210095054,System Dynamics International (United States),company,US,company,Other
I4210127603,Cancer Genomics Centre,nonprofit,NL,nonprofit,Other
I149208984,Von Karman Institute for Fluid Dynamics,nonprofit,BE,nonprofit,Other
I182627622,Université Sorbonne Nouvelle,education,FR,education,Other
I4210151406,Laboratoire de Physique des Plasmas,facility,FR,research_institute,Other
I2801045807,Shenzhen Stock Exchange,other,CN,unknown,Other
I4210098666,Jiangsu Province Special Equipment Safety Supervision and Inspection Institute,other,CN,unknown,Other
I173268674,Texas A&M University System,education,US,education,Other
I923382979,ExxonMobil (United States),company,US,company,Other
I4210161116,Nomura Holdings (Japan),company,JP,company,Other
I4210100168,Korea Institute of Toxicology,facility,KR,research_institute,Other
I4210133661,La Jolla Bioengineering Institute,nonprofit,US,nonprofit,Other
I4210133016,Motion Control (United States),company,US,company,Other
I4210105918,Normandie Université,education,FR,education,Other
I62396329,Université de Rouen Normandie,education,FR,education,Other
I4210108118,"Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes",facility,FR,research_institute,Other
I3133083760,Sanda University,education,CN,education,Other
I72139825,École Nationale Supérieure des Arts et Industries Textiles,education,FR,education,Other
I4210123632,Parsons School of Design,education,US,education,Other
I191972202,Amity University,education,IN,education,Other
I4210162240,Jingning County People's Hospital,healthcare,CN,healthcare,Other
I4210086248,Affiliated Hospital of Southwest Medical University,healthcare,CN,healthcare,Other
I36326968,InterDigital (United States),company,US,company,Other
I4210101403,Cistel Technology (Canada),company,CA,company,Other
I76587968,Bose (United States),company,US,company,Other
I4210132651,Fraunhofer Institute for Mechanics of Materials,facility,DE,research_institute,Other
I4210146298,Energy International (United States),company,US,company,Other
I4210157366,Fraunhofer Institute for Building Physics,facility,DE,research_institute,Other
I4391767778,State Key Laboratory of Turbulence and Complex Systems,facility,,research_institute,Other
I119045251,Huaqiao University,education,CN,education,Other
I4210138078,Second Affiliated Hospital of Nanjing Medical University,healthcare,CN,healthcare,Other
I4210156893,Guangdong Inspection and Quarantine Technology Center (China),company,CN,company,Other
I202126657,Qufu Normal University,education,CN,education,Other
I2802005073,Foundation for Individual Rights in Education,nonprofit,US,nonprofit,Other
I4210109434,Xinyu University,education,CN,education,Other
I70349855,Vietnam Academy of Science and Technology,government,VN,government,Other
I182526193,Thuyloi University,education,VN,education,Other
I4400600977,Posts and Telecommunications Institute of Technology,education,,education,Other
