author_id,publication_year,institution_ids,institution_names,institution_categories
A5090795969,2024,I139264467,Seoul National University,education
A5073376584,2024,I164389053;I4210088923,Fordham University;The Bronx Defenders,education;nonprofit
A5100430970,2024,I157725225;I2250653659,Tencent (China);University of Illinois Urbana-Champaign,company;education;unknown
A5002116815,2024,I12097938,West Virginia University,education
A5052601244,2024,I12097938,West Virginia University,education
A5007104924,2024,I78978612,Yangzhou University,education
A5006966486,2024,I78978612,Yangzhou University,education
A5101509556,2024,I99065089,Tsinghua University,education
A5100431149,2024,I183067930,Shanghai Jiao Tong University,education
A5100609321,2024,I2250653659,Tencent (China),company
A5102864317,2024,I57206974,New York University,education
A5047828204,2024,I57206974,New York University,education
A5053495588,2024,I57206974,New York University,education
A5092535627,2024,I57206974,New York University,education
A5058503259,2024,I57206974,New York University,education
A5034052296,2024,I57206974,New York University,education
A5057184477,2024,I4210086933;I57206974,NYU Langone Health;New York University,education;healthcare
A5104618199,2024,I57206974,New York University,education
A5025932345,2024,I57206974,New York University,education
A5058641127,2024,I57206974,New York University,education
A5087660055,2024,I4210086933;I57206974,NYU Langone Health;New York University,education;healthcare
A5007729956,2024,I57206974,New York University,education
A5007172071,2024,,,unknown
A5007631989,2024,I57206974,New York University,education
A5042245035,2024,I45928872,Alibaba Group (China),company
A5092741836,2024,I45928872,Alibaba Group (China),company
A5007262312,2024,I4210095624;I4210108985,Alibaba Group (United States);Bellevue Hospital Center,company;healthcare
A5090695897,2024,I45928872,Alibaba Group (China),company
A5045364186,2024,I45928872,Alibaba Group (China),company
A5064794276,2024,I45928872,Alibaba Group (China),company
A5011341816,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5090520296,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5102884820,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5100454677,2024,I60922564,Naver (South Korea),company
A5075417206,2024,I60922564,Naver (South Korea),company
A5101629748,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5093882539,2024,I170201317,University of Pittsburgh,education
A5003701310,2024,I155173764,Rochester Institute of Technology,education
A5093882540,2024,I170201317,University of Pittsburgh,education
A5060930143,2024,I170201317,University of Pittsburgh,education
A5102844742,2024,I78988378,Renmin University of China,education
A5023086553,2024,I2250653659,Tencent (China),company
A5007444423,2024,I197347611,Korea University,education
A5111160365,2024,I197347611,Korea University,education
A5020746366,2024,I35928602,Kyung Hee University,education
A5076917278,2024,I197347611,Korea University,education
A5052413299,2024,I139759216;I4392021250,Beijing University of Posts and Telecommunications;State Key Laboratory of Networking and Switching Technology,education;research_institute
A5100400250,2024,I139759216;I4392021250,Beijing University of Posts and Telecommunications;State Key Laboratory of Networking and Switching Technology,education;research_institute
A5100622109,2024,I139759216;I4210155350;I4392021250,Beijing University of Posts and Telecommunications;Purple Mountain Laboratories;State Key Laboratory of Networking and Switching Technology,education;research_institute
A5087767046,2024,I139759216;I4392021250,Beijing University of Posts and Telecommunications;State Key Laboratory of Networking and Switching Technology,education;research_institute
A5087036174,2024,,,unknown
A5015105117,2024,I186143895,Lehigh University,education;unknown
A5100324815,2024,,,unknown
A5090038362,2024,,,unknown
A5113205690,2024,,,unknown
A5011693067,2024,,,unknown
A5073209088,2024,I181369854;I4210088053;I4210149747,Comprehensive Cancer Center Erlangen;Friedrich-Alexander-Universität Erlangen-Nürnberg;Universitätsklinikum Erlangen,education;healthcare;unknown
A5082822089,2024,I16285277;I267592682,William & Mary;Williams (United States),company;education;unknown
A5100396612,2024,,,unknown
A5086921718,2024,,,unknown
A5015845559,2024,,,unknown
A5100386676,2024,,,unknown
A5101674028,2024,,,unknown
A5100746182,2024,,,unknown
A5041470575,2024,,,unknown
A5032046813,2024,I4210155268,Salesforce (United States),company;unknown
A5005843046,2024,I1304085615;I135310074;I4210127875,Nvidia (United Kingdom);Nvidia (United States);University of Wisconsin–Madison,company;education;unknown
A5107893340,2024,I1290206253;I4210105678;I4210164937,Microsoft (Finland);Microsoft (United States);Microsoft Research (United Kingdom),company;unknown
A5009547049,2024,I4210113480;I74973139,Carnegie Mellon University;Mohamed bin Zayed University of Artificial Intelligence,education;unknown
A5091135797,2024,,,unknown
A5082274282,2024,,,unknown
A5102111681,2024,,,unknown
A5100701038,2024,,,unknown
A5100356952,2024,,,unknown
A5051534896,2024,,,unknown
A5089977648,2024,I107606265,Broad Institute,nonprofit;unknown
A5086052373,2024,I107606265;I136199984;I2801851002;I4210134579;I4210157861;I4210164862,Artificial Intelligence in Medicine (Canada);Broad Institute;Dana-Farber/Harvard Cancer Center;Harvard Stem Cell Institute;Harvard University;Harvard University Press,company;education;healthcare;nonprofit;research_institute;unknown
A5023846029,2024,,,unknown
A5001987532,2024,I114027177;I1333535994,University of North Carolina Health Care;University of North Carolina at Chapel Hill,education;healthcare;unknown
A5062247330,2024,,,unknown
A5100414707,2024,,,unknown
A5018459086,2024,,,unknown
A5019539533,2024,,,unknown
A5066282713,2024,,,unknown
A5055620251,2024,,,unknown
A5101897622,2024,,,unknown
A5101799706,2024,,,unknown
A5073201681,2024,I16733864,National Taiwan University,education;unknown
A5044983445,2024,,,unknown
A5042819803,2024,,,unknown
A5004014878,2024,I4210128801,Helmholtz Center for Information Security,research_institute;unknown
A5009102659,2024,I170897317,Duke University,education;unknown
A5050344371,2024,,,unknown
A5051448391,2024,,,unknown
A5056643573,2024,I4210155268,Salesforce (United States),company;unknown
A5078337825,2024,,,unknown
A5052278550,2024,,,unknown
A5016425387,2024,,,unknown
A5058379057,2024,,,unknown
A5039076312,2024,,,unknown
A5043327734,2024,,,unknown
A5000755750,2024,,,unknown
A5100411462,2024,,,unknown
A5070178604,2024,I4210101778,Samsung (United States),company;unknown
A5043788836,2024,,,unknown
A5100351114,2024,,,unknown
A5071220716,2024,I166337079,Queen Mary University of London,education
A5092081777,2024,I205274468,Trinity College Dublin,education
A5111146687,2024,I52099693,University of York,education
A5093136064,2024,I205274468,Trinity College Dublin,education
A5037787650,2024,I205274468,Trinity College Dublin,education
A5069111983,2024,I205274468,Trinity College Dublin,education
A5066398751,2024,I150209017;I4210139617,Scripps Institution of Oceanography;VIR Biotechnology (United States),company;research_institute
A5083212922,2024,I4210114444,Meta (United States),company
A5021962955,2024,I4210114444;I4210124598;I4390039274;I97018004,Arc Research Institute;Meta (United States);Palo Alto Institute;Stanford University,company;education;nonprofit
A5055371276,2024,I145311948,Johns Hopkins University,education
A5070446713,2024,I4210105015;I4210127121;I97018004,Protein Metrics (United States);Stanford Health Care;Stanford University,company;education;healthcare
A5027652600,2024,I4210108778;I4210162051,Fresenius (Germany);University Hospital Carl Gustav Carus,company;healthcare
A5031274531,2024,I154130895,University of Auckland,education
A5038410086,2024,I192891849,University of Wah,education
A5091305250,2024,I192891849;I28022161,King Saud University;University of Wah,education
A5044499619,2024,I192891849,University of Wah,education
A5072011650,2024,I28022161,King Saud University,education
A5080125683,2024,I129975664,Albert Einstein College of Medicine,education
A5041789974,2024,I189731429,Wellesley College,education
A5017302403,2024,I129975664,Albert Einstein College of Medicine,education
A5056430531,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5102661658,2024,I4210123185,Zhejiang Lab,research_institute
A5100735736,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5100642689,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5100393436,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5100721565,2024,I4210123185,Zhejiang Lab,research_institute
A5076061804,2024,I4210123185,Zhejiang Lab,research_institute
A5060311326,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5028381556,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5060799967,2024,I200769079,Hong Kong University of Science and Technology,education
A5087779837,2024,I4210091341,Novartis (China),company
A5079048867,2024,I4210108520,Huahai Pharmaceutical (China),company
A5037546695,2024,I168879160;I4210123185,Zhejiang Lab;Zhejiang University of Science and Technology,education;research_institute
A5031948547,2024,I4210123185;I76130692,Zhejiang Lab;Zhejiang University,education;research_institute
A5065291839,2024,I45683168,Polytechnique Montréal,education
A5079607563,2024,I45683168,Polytechnique Montréal,education
A5076505896,2024,I45683168,Polytechnique Montréal,education
A5071052367,2024,I45683168,Polytechnique Montréal,education
A5005514400,2024,I45683168,Polytechnique Montréal,education
A5100572538,2024,I126520041,University of Science and Technology of China,education
A5060550824,2024,I126520041,University of Science and Technology of China,education
A5100704211,2024,I126520041,University of Science and Technology of China,education
A5031774490,2024,I19820366;I4210094879,Chinese Academy of Sciences;Shandong Institute of Automation,government;research_institute
A5039883116,2024,I2250653659;I4210132948,Shanghai Chengtou (China);Tencent (China),company
A5101323125,2024,I2250653659;I4210132948,Shanghai Chengtou (China);Tencent (China),company
A5113232007,2024,I4210110242,Digital Science (United States),company
A5104090363,2024,I4210110242,Digital Science (United States),company
A5101449014,2024,I4210110242,Digital Science (United States),company
A5045573429,2024,I4210110242,Digital Science (United States),company
A5103959586,2024,I4210110242,Digital Science (United States),company
A5092566344,2024,I4210110242,Digital Science (United States),company
A5017381991,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5055162890,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5043841241,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5003301809,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5111964102,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5030737597,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5104028079,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5024825418,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5075155615,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5055324021,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5012766384,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5049630465,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5104167929,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5068119737,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5001059701,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5054106473,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5089931723,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5024834436,2024,I3018075036,Sanofi (France),company
A5081544816,2024,I4210086728,Metal Matrix Cast Composites (United States),company
A5065673127,2024,I3018075036,Sanofi (France),company
A5010048143,2024,I4210110242,Digital Science (United States),company
A5100736899,2024,I219193219,Purdue University West Lafayette,education
A5100677409,2024,I40347166,University of Chicago,education
A5066122907,2024,I1311688040,Amazon (United States),company
A5100335772,2024,I1311688040,Amazon (United States),company
A5033363828,2024,I1311688040,Amazon (United States),company
A5112645688,2024,I1311688040;I201448701;I3143470655,Amazon (United States);Institute for Health Metrics and Evaluation;University of Washington,company;education;research_institute
A5077893632,2024,I1311688040,Amazon (United States),company
A5091599934,2024,I1311688040;I97018004,Amazon (United States);Stanford University,company;education
A5066791662,2024,I183067930,Shanghai Jiao Tong University,education
A5066205926,2024,I183067930,Shanghai Jiao Tong University,education
A5061558275,2024,I4210126065,Shanghai Electric (China),company
A5101081574,2024,I4210126065,Shanghai Electric (China),company;unknown
A5037267035,2024,I4210126065,Shanghai Electric (China),company
A5100455502,2024,I66946132,"University of Maryland, College Park",education
A5037162168,2024,I66946132,"University of Maryland, College Park",education
A5100728766,2024,I183067930,Shanghai Jiao Tong University,education
A5064810450,2024,I183067930,Shanghai Jiao Tong University,education
A5080866991,2024,I1174212,University of Southern California,education
A5031648019,2024,I76130692,Zhejiang University,education
A5078544994,2024,I183067930,Shanghai Jiao Tong University,education
A5064101065,2024,I183067930,Shanghai Jiao Tong University,education
A5070837391,2024,I183067930,Shanghai Jiao Tong University,education
A5043529733,2024,,,unknown
A5026362859,2024,I4210127875,Nvidia (United States),company
A5029928585,2024,I4210127875,Nvidia (United States),company
A5091696446,2024,I172675005,Nanyang Technological University,education
A5048823891,2024,I172675005,Nanyang Technological University,education
A5005607114,2024,I172675005,Nanyang Technological University,education
A5082594835,2024,,,unknown
A5078949160,2024,,,unknown
A5101457713,2024,,,unknown
A5058283271,2024,I32971472;I4210117499,Yale New Haven Health System;Yale University,education;healthcare
A5076470405,2024,I32971472;I4210117499,Yale New Haven Health System;Yale University,education;healthcare
A5048603487,2024,I32971472;I4210117499,Yale New Haven Health System;Yale University,education;healthcare
A5051423898,2024,I32971472;I4210117499,Yale New Haven Health System;Yale University,education;healthcare
A5078013267,2024,I32971472;I4210117499,Yale New Haven Health System;Yale University,education;healthcare
A5025952434,2024,I32971472;I4210117499,Yale New Haven Health System;Yale University,education;healthcare
A5103540466,2024,,,unknown
A5101449519,2024,,,unknown
A5024117197,2024,,,unknown
A5100695700,2024,,,unknown
A5044457381,2024,I16391192;I98704320,Icahn School of Medicine at Mount Sinai;Tel Aviv University,education
A5079561272,2024,I124227911;I2800586481,Assuta Medical Center;Ben-Gurion University of the Negev,education;healthcare
A5074984657,2024,I98704320,Icahn School of Medicine at Mount Sinai,education
A5101342795,2024,,,unknown
A5114128381,2024,,,unknown
A5101882004,2024,I20231570;I4210128818,Institute of Software;Peking University,education;research_institute;unknown
A5113247438,2024,,,unknown
A5101306645,2024,,,unknown
A5101306646,2024,,,unknown
A5101713373,2024,,,unknown
A5100725903,2024,,,unknown
A5114585424,2024,,,unknown
A5111131969,2024,,,unknown
A5091713549,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5086954690,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5084108623,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5079969497,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5061326990,2024,I97018004,Stanford University,education
A5084194339,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5090773076,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5082251203,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5004738173,2024,I901861585,Vanderbilt University Medical Center,healthcare
A5023323170,2024,I55732556,Arizona State University,education
A5111295716,2024,I159948400,Jinan University,education
A5100704826,2024,I159948400,Jinan University,education
A5083305062,2024,I4210122543,Guangdong Polytechnic Normal University,education
A5109724215,2024,I159948400;I4210164332,Jinan University;Shenzhen Second People's Hospital,education;healthcare
A5048514009,2024,I125839683,Beijing Institute of Technology,education
A5003484932,2024,I25757504,China University of Mining and Technology,education
A5108878628,2024,I99065089,Tsinghua University,education
A5031538881,2024,I4210146077,China National Institute of Standardization,research_institute
A5031592704,2024,I99065089,Tsinghua University,education
A5042218238,2024,I125839683,Beijing Institute of Technology,education
A5099179577,2024,I1325899441;I2802654988,Princess Margaret Cancer Centre;University Health Network,healthcare
A5064718704,2024,I1325899441;I185261750;I2802654988,Princess Margaret Cancer Centre;University Health Network;University of Toronto,education;healthcare
A5040792544,2024,I1325899441;I185261750;I2802654988,Princess Margaret Cancer Centre;University Health Network;University of Toronto,education;healthcare
A5093760836,2024,I1325899441;I2802654988,Princess Margaret Cancer Centre;University Health Network,healthcare
A5104330468,2024,I1325899441;I185261750;I2802654988,Princess Margaret Cancer Centre;University Health Network;University of Toronto,education;healthcare
A5018076810,2024,I1325899441;I185261750;I2802654988,Princess Margaret Cancer Centre;University Health Network;University of Toronto,education;healthcare
A5073514348,2024,I185261750;I4210127509,University of Toronto;Vector Institute,education;research_institute
A5087178283,2024,I1325899441;I185261750;I2802654988;I4210147079,Institute for Clinical Evaluative Sciences;Princess Margaret Cancer Centre;University Health Network;University of Toronto,education;healthcare;nonprofit
A5100326218,2024,I51556381,University of Virginia,education
A5046224692,2024,I51556381,University of Virginia,education
A5097767807,2024,I51556381,University of Virginia,education
A5100418485,2024,I51556381,University of Virginia,education
A5069767327,2024,,,unknown
A5100733700,2024,,,unknown
A5102702850,2024,I90610280,South China University of Technology,education
A5037101589,2024,I4210156785;I90610280,Secretaria Municipal de Cultura;South China University of Technology,education;government
A5101873754,2024,I4210089783;I4210098034;I90610280,Key Laboratory of Guangdong Province;Shanghai Medical Information Center;South China University of Technology,education;research_institute;unknown
A5080674767,2024,I4210098034;I90610280,Key Laboratory of Guangdong Province;South China University of Technology,education;research_institute
A5095376985,2024,I60158472,Concordia University,education
A5026999307,2024,I154425047,University of Alberta,education
A5020218671,2024,I60158472,Concordia University,education
A5069372430,2024,I60158472,Concordia University,education
A5100664833,2024,I46247651,University of Manitoba,education
A5053369574,2024,I3125347698;I8204097,Babeș-Bolyai University;Ludwig-Maximilians-Universität München,education
A5027657808,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5108900325,2024,I8204097,Ludwig-Maximilians-Universität München,education
A5007966023,2024,I78577930,Columbia University,education
A5069585864,2024,I4210114444,Meta (United States),company
A5093932120,2024,I4210114444,Meta (United States),company
A5007865683,2024,I4210114444,Meta (United States),company
A5093022070,2024,I4210114444,Meta (United States),company
A5000019783,2024,I4210111288;I4210114444;I45129253,Meta (United Kingdom);Meta (United States);University College London,company;education
A5093895514,2024,I4210114444,Meta (United States),company
A5082910693,2024,I4210114444,Meta (United States),company
A5003509810,2024,I4210114444,Meta (United States),company
A5047988314,2024,I4210114444,Meta (United States),company
A5114047730,2024,,,unknown
A5073605360,2024,,,unknown
A5092998429,2024,,,unknown
A5032858379,2024,I82880672,Beihang University,education;unknown
A5074508950,2024,,,unknown
A5088154305,2024,,,unknown
A5073687083,2024,I82880672,Beihang University,education;unknown
A5003879443,2024,,,unknown
A5111050760,2024,,,unknown
A5100726984,2024,,,unknown
A5114910781,2024,,,unknown
A5101589393,2024,,,unknown
A5087818121,2024,I4210122302;I4391012619,ShangHai JiAi Genetics & IVF Institute;Shanghai Artificial Intelligence Laboratory,healthcare;research_institute;unknown
A5100755854,2024,,,unknown
A5083410012,2024,,,unknown
A5100606551,2024,,,unknown
A5102972867,2024,I82880672,Beihang University,education;unknown
A5045807606,2024,I152815399,Singapore University of Technology and Design,education
A5015792635,2024,I5681781,The University of Adelaide,education
A5083874423,2024,I57093077,Swinburne University of Technology,education
A5021218347,2024,I78757542,University of Newcastle Australia,education
A5076576641,2024,I57093077,Swinburne University of Technology,education
A5100666554,2024,I57093077,Swinburne University of Technology,education
A5011062485,2024,I1341030882,Educational Testing Service,nonprofit
A5026254988,2024,I4210164166,Finnish Medical Society Duodecim,nonprofit
A5085816136,2024,I1293309919,National Board of Medical Examiners,nonprofit
A5112762522,2024,I4210142479,Campo Arqueologico de Mertola,nonprofit
A5034746997,2024,I103531236,Boston College,education
A5114015211,2024,I126307644,University of Iowa,education
A5113123602,2024,I57206974,New York University,education
A5106265247,2024,I120250893,New York University Abu Dhabi,education
A5005190949,2024,I120250893,New York University Abu Dhabi,education;unknown
A5101812130,2024,,,unknown
A5025503796,2024,,,unknown
A5100454179,2024,,,unknown
A5100645230,2024,,,unknown
A5101399147,2024,I165932596,National University of Singapore,education
A5101603009,2024,I177725633;I4210113369;I889458895,Chinese University of Hong Kong;Microsoft Research Asia (China);University of Hong Kong,company;education
A5102901156,2024,I177725633;I4210113369;I889458895,Chinese University of Hong Kong;Microsoft Research Asia (China);University of Hong Kong,company;education
A5006300825,2024,I4210113369;I4210164937,Microsoft Research (United Kingdom);Microsoft Research Asia (China),company
A5077600835,2024,I223822909;I2802164966,Heidelberg University;University Hospital Heidelberg,education;healthcare
A5073274232,2024,I4210147126,Liquidia Technologies (United States),company
A5026994321,2024,I181326427,Donghua University,education
A5038938122,2024,I181326427,Donghua University,education
A5043548798,2024,I154130895,University of Auckland,education
A5055761984,2024,I107639228,University of Notre Dame,education
A5101697214,2024,I4210089985,Amazon (Germany),company
A5100784336,2024,I19820366;I4210089985;I4210100255;I4210108629;I4210112150;I4210165038,Amazon (Germany);Beijing Academy of Artificial Intelligence;Chinese Academy of Sciences;Computer Network Information Center;Institute of Automation;University of Chinese Academy of Sciences,company;education;government;research_institute;unknown
A5076722448,2024,I4210089985,Amazon (Germany),company;unknown
A5052715307,2024,I4210089985,Amazon (Germany),company
A5101693947,2024,I4210089985,Amazon (Germany),company
A5024059541,2024,I4210089985,Amazon (Germany),company
A5035602268,2024,I205783295,Cornell University,education
A5020815501,2024,I205783295,Cornell University,education
A5047810054,2024,I78577930,Columbia University,education
A5081802677,2024,I27837315,University of Michigan,education
A5040687034,2024,I530967;I84524832,Alexandria University;Toronto Metropolitan University,education
A5098664384,2024,I530967,Toronto Metropolitan University,education
A5018607973,2024,I125749732,Western University,education
A5079953122,2024,I530967,Toronto Metropolitan University,education
A5051997286,2024,I76130692,Zhejiang University,education
A5100345062,2024,I76130692,Zhejiang University,education
A5029128305,2024,I76130692,Zhejiang University,education
A5102215967,2024,I76130692,Zhejiang University,education
A5023045386,2024,I76130692,Zhejiang University,education
A5102018239,2024,I76130692,Zhejiang University,education
A5103068530,2024,,,unknown
A5007367450,2024,,,unknown
A5041448669,2024,,,unknown
A5029117071,2024,,,unknown
A5100438454,2024,,,unknown
A5100443769,2024,,,unknown
A5047916298,2024,,,unknown
A5025130883,2024,,,unknown
A5042018181,2024,I1290206253,Microsoft (United States),company;unknown
A5051745436,2024,,,unknown
A5064097032,2024,I154526488;I2800921988;I3018718406;I4210131356,Centre Hospitalier Universitaire de Lille;Centre Oscar Lambret;Inserm;Institut Pasteur de Lille,government;healthcare;research_institute;unknown
A5104296060,2024,I154526488;I2800921988;I3018718406;I4210131356,Centre Hospitalier Universitaire de Lille;Centre Oscar Lambret;Inserm;Institut Pasteur de Lille,government;healthcare;research_institute;unknown
A5096909787,2024,I154526488;I2800921988;I3018718406,Centre Hospitalier Universitaire de Lille;Inserm;Institut Pasteur de Lille,government;research_institute;unknown
A5097138122,2024,I154526488;I2800921988;I3018718406,Centre Hospitalier Universitaire de Lille;Inserm;Institut Pasteur de Lille,government;research_institute;unknown
A5096909788,2024,I154526488;I2800921988;I3018718406;I4210131356,Centre Hospitalier Universitaire de Lille;Centre Oscar Lambret;Inserm;Institut Pasteur de Lille,government;healthcare;research_institute;unknown
A5007302818,2024,I154526488;I2800921988;I3018718406;I84218800,"Centre Hospitalier Universitaire de Lille;Inserm;Institut Pasteur de Lille;University of California, Davis",education;government;research_institute;unknown
A5033321689,2024,I154526488;I2800921988;I3018718406,Centre Hospitalier Universitaire de Lille;Inserm;Institut Pasteur de Lille,government;research_institute;unknown
A5049614623,2024,I154526488;I2279609970;I2800921988;I3018718406;I4210098046;I4210131356,Centre Hospitalier Universitaire de Lille;Centre Oscar Lambret;Centre de Recherche Jean Pierre Aubert;Inserm;Institut Pasteur de Lille;Université de Lille,education;government;healthcare;research_institute;unknown
A5054369982,2024,I154526488;I2279609970;I2800921988;I3018718406;I4210098046;I4210131356,Centre Hospitalier Universitaire de Lille;Centre Oscar Lambret;Centre de Recherche Jean Pierre Aubert;Inserm;Institut Pasteur de Lille;Université de Lille,education;government;healthcare;research_institute;unknown
A5089993420,2024,I154526488;I2800921988;I3018718406,Centre Hospitalier Universitaire de Lille;Inserm;Institut Pasteur de Lille,government;research_institute;unknown
A5071178113,2024,I201448701,University of Washington,education
A5070063054,2024,I63966007,Massachusetts Institute of Technology,education
A5009604048,2024,I2799503643;I78577930,Columbia University;Columbia University Irving Medical Center,education;healthcare
A5067851621,2024,I1299303238;I4210109390,National Center for Biotechnology Information;National Institutes of Health,government;research_institute
A5100619435,2024,I27357992,Dalian University of Technology,education
A5019605874,2024,I27357992,Dalian University of Technology,education
A5082564890,2024,I27357992,Dalian University of Technology,education
A5067966140,2024,I27357992,Dalian University of Technology,education
A5057983414,2024,I27357992,Dalian University of Technology,education
A5008961920,2024,I27357992,Dalian University of Technology,education
A5101270189,2024,I27357992,Dalian University of Technology,education
A5043253416,2024,I27357992,Dalian University of Technology,education
A5102790928,2024,I27357992,Dalian University of Technology,education
A5020350246,2024,I27357992,Dalian University of Technology,education
A5011669334,2024,I27357992,Dalian University of Technology,education
A5000155122,2024,I27357992,Dalian University of Technology,education
A5100348629,2024,I27357992,Dalian University of Technology,education
A5100579767,2024,I27357992,Dalian University of Technology,education
A5112011463,2024,I27357992,Dalian University of Technology,education
A5100400518,2024,I27357992,Dalian University of Technology,education
A5051597671,2024,I27357992,Dalian University of Technology,education
A5100370452,2024,I27357992;I37461747,Dalian University of Technology;Wuhan University,education
A5102795296,2024,I27357992,Dalian University of Technology,education
A5023931221,2024,I27357992,Dalian University of Technology,education
A5037281312,2024,I157582758;I4210097409;I4210146998,MOH Holdings;SingHealth;SingHealth Duke-NUS Academic Medical Centre,healthcare
A5104229811,2024,I165932596,National University of Singapore,education
A5020699158,2024,I157582758;I2251586001;I4210097409,SingHealth;SingHealth Duke-NUS Academic Medical Centre;Singapore General Hospital,healthcare
A5032590005,2024,I157582758;I2251586001;I4210097409;I4210126319,Duke-NUS Medical School;SingHealth;SingHealth Duke-NUS Academic Medical Centre;Singapore General Hospital,education;healthcare
A5081414468,2024,I180670191,"University of California, San Francisco",education
A5021693730,2024,I154099455,Shandong University,education
A5060027879,2024,I82880672,Beihang University,education
A5010943851,2024,I154099455,Shandong University,education
A5051403641,2024,I168719708,City University of Hong Kong,education
A5100405693,2024,I20231570,Peking University,education
A5030830752,2024,I168719708,City University of Hong Kong,education
A5007268696,2024,I168719708,City University of Hong Kong,education
A5085738488,2024,I168719708,City University of Hong Kong,education
A5070504151,2024,I4210167034;I69737025,Millennium Institute for Integrative Biology;University of Chile,education;unknown
A5041224976,2024,I63966007;I889458895,Massachusetts Institute of Technology;University of Hong Kong,education
A5043363677,2024,I99065089,Tsinghua University,education
A5100354377,2024,I76130692;I889458895,University of Hong Kong;Zhejiang University,education
A5003236313,2024,I889458895,University of Hong Kong,education
A5034122282,2024,I56590836,Monash University,education
A5081449581,2024,I56590836,Monash University,education
A5089518593,2024,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education
A5083142988,2024,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education
A5051702877,2024,I1291425158,Google (United States),company
A5087718561,2024,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education
A5100350539,2024,I40347166,University of Chicago,education
A5003455316,2024,I40347166,University of Chicago,education
A5004850046,2024,I40347166,University of Chicago,education
A5022254723,2024,I40347166,University of Chicago,education
A5101513128,2024,I40347166,University of Chicago,education
A5103250112,2024,I1743320;I97018004,Palo Alto University;Stanford University,education
A5036272233,2024,I40347166,University of Chicago,education
A5058454592,2024,I4210116924,"Chinese University of Hong Kong, Shenzhen",education
A5061448314,2024,I1290206253;I58610484,Microsoft (United States);Seattle University,company;education
A5031071237,2024,I1290206253;I58610484,Microsoft (United States);Seattle University,company;education
A5001371942,2024,I40347166,University of Chicago,education
A5080833704,2024,I40347166,University of Chicago,education
A5063151917,2024,I40347166,University of Chicago,education
A5030482460,2024,,,unknown
A5010129552,2024,,,unknown
A5093547721,2024,,,unknown
A5069877491,2024,,,unknown
A5115076654,2024,,,unknown
A5073050611,2024,,,unknown
A5056246621,2024,I4210107260,Apple (United Kingdom),company;unknown
A5050499655,2024,I4210107260,Apple (United Kingdom),company;unknown
A5052322444,2024,I84392919,Temple University,education
A5039590096,2024,I84392919,Temple University,education
A5109731561,2024,I84392919,Temple University,education
A5060042554,2024,I84392919,Temple University,education
A5101750692,2024,I84392919,Temple University,education
A5038386528,2024,I177725633;I84392919,Chinese University of Hong Kong;Temple University,education;unknown
A5091361471,2024,I887064364,University of Amsterdam,education
A5025945757,2024,I4210101898,GESIS - Leibniz-Institute for the Social Sciences,research_institute
A5104247238,2024,,,unknown
A5100351519,2024,,,unknown
A5073065834,2024,,,unknown
A5010152327,2024,,,unknown
A5102620393,2024,,,unknown
A5100320436,2024,,,unknown
A5100589193,2024,,,unknown
A5074103823,2024,I129604602;I172675005,Nanyang Technological University;The University of Sydney,education;unknown
A5019877925,2024,I14243506,Hong Kong Polytechnic University,education
