id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5031474424,A5031474424,Qingling Xia,Chongqing University of Technology,I50632499,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,2007
A5031475851,A5031475851,Jianxi Luo,City University of Hong Kong,I168719708,education,education,Other,2,2025,0.0002754694458472981,6.0,2.142736878181866e-06,1.3199737086668696e-40,3
A5031480753,A5031480753,Kumar Shridhar,,,,unknown,Other,1,2025,0.00036729259446306413,8.0,0.0,9.484988751746069e-11,13
A5031483377,A5031483377,Enyuan Zhao,University of Chinese Academy of Sciences,I4210165038,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,2.934495611354168e-18,467
A5031489518,A5031489518,Dieter Fox,,,,unknown,Other,1,2025,0.0018364629723153208,40.0,0.0,4.364354580128643e-06,94
A5031489667,A5031489667,Kevin Clark,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2025,0.0015609935264680225,34.0,0.0,0.10233463720708007,228
A5031491817,A5031491817,Yanjie Fan,Shanghai Jiao Tong University,I183067930,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,2.3355911249302385e-21,372
A5031491881,A5031491881,Angjoo Kanazawa,"University of California, Berkeley",I95457486,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,4.664629907270654e-08,257
A5031518571,A5031518571,Shakiba Kalantari,Cornell University,I205783295,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,551
A5031520161,A5031520161,Zheng O’Neill,Walker (United States),I4210164117,company,company,Other,1,2025,0.0002754694458472981,6.0,0.0,2.366904472790702e-46,472
A5031530430,A5031530430,Almaida Vebibina,State University of Semarang,I148158369,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,1731
A5031540261,A5031540261,I. Can Dikmen,,,,unknown,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,1695
A5031565943,A5031565943,Haohan Wang,University of Illinois Urbana-Champaign,I157725225,education,education,Other,1,2025,0.0007804967632340112,17.0,0.0,1.475528703320601e-19,193
A5031567351,A5031567351,Yael Vinker,Massachusetts Institute of Technology,I63966007,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1668
A5031572202,A5031572202,Marina Litvak,Karlsruhe Institute of Technology,I102335020,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,2008
A5031575876,A5031575876,Danush Kumar Venkatesh,Heidelberg University,I223822909,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,452
A5031584100,A5031584100,James M. Dolezal,Geisinger Neuroscience Institute,I4210160773,healthcare,healthcare,Other,1,2025,0.0010559662090813093,23.0,0.0,6.18179973308168e-19,411
A5031584313,A5031584313,Wouter Boomsma,University of Copenhagen,I124055696,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,2009
A5031596501,A5031596501,Rita Borgo,King's College London,I183935753,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,2010
A5031597824,A5031597824,Longwei Xu,Shandong University of Science and Technology,I80143920,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,560
A5031600582,A5031600582,Michael Färber,Center for Scalable Data Analytics and Artificial Intelligence,I4401726909,education,education,Other,1,2025,0.0010100546347734263,22.0,0.0,9.434070575682432e-20,249
A5031601451,A5031601451,Miad Faezipour,Purdue University West Lafayette,I219193219,education,education,Other,2,2025,0.0002295578715394151,5.0,0.0,1.3265363081285335e-58,835
A5031602758,A5031602758,Sanaz Saki Norouzi,Kansas State University,I189590672,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.673926256194428e-46,716
A5031605441,A5031605441,Redi Rahmani,University of Pennsylvania,I79576946,education,education,Other,1,2025,0.0007804967632340112,17.0,0.0,1.4769367303521547e-25,128
A5031612945,A5031612945,Adam Tart,,,,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2011
A5031618906,A5031618906,Yanli Ren,Shanghai University,I113940042,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,3.389953602047151e-48,370
A5031626209,A5031626209,Alexander T. Pearson,University of Chicago,I40347166,education,education,Other,1,2025,0.0010559662090813093,23.0,0.0,6.18179973308168e-19,411
A5031626457,A5031626457,Dawei Xiang,,,,unknown,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,501
A5031631953,A5031631953,Wooyong Jung,Korea Electric Power Corporation (South Korea),I198972184,company,company,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2012
A5031640365,A5031640365,Yunfan Liu,University of Chinese Academy of Sciences,I4210165038,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,1.627888370970264e-40,1187
A5031652616,A5031652616,Frederick M. Howard,University of Chicago,I40347166,education,education,Other,1,2025,0.0010559662090813093,23.0,0.0,6.18179973308168e-19,411
A5031653904,A5031653904,Andrea Acquaviva,University of Bologna,I9360294,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,602
A5031653957,A5031653957,Jia Zhu,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.946269310621641e-45,1034
A5031659601,A5031659601,Muqing Zhang,Dalian Minzu University,I61565387,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,8.656888901018852e-57,2013
A5031664101,A5031664101,Mohsin Murtaza,RMIT University,I82951845,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,2014
A5031677311,A5031677311,David Marshall,George Mason University,I162714631,education,education,Other,1,2025,0.0004591157430788302,10.0,0.0,6.921695501762142e-20,193
A5031680955,A5031680955,Darren Turnbull,Central Queensland University,I74899385,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,695
A5031684580,A5031684580,Zhuoxia Chen,China Mobile (China),I180662265,company,company,Other,1,2025,0.00041320416877094717,9.0,0.0,2.3355911249302385e-21,372
A5031692244,A5031692244,Disheng Liu,Shanghai Jiao Tong University,I183067930,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,3.4389997516527176e-16,120
A5031693421,A5031693421,Dawei Dai,Chongqing University of Posts and Telecommunications,I10535382,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,1208
A5031705919,A5031705919,Sarah Perrin,,,,unknown,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,1492
A5031711509,A5031711509,Cheng Ding,Georgia Institute of Technology,I130701444,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,1260
A5031714104,A5031714104,Luyl-Da Quach,FPT University,I109689652,education,education,Other,2,2025,9.182314861576603e-05,4.0,0.0,4.845396826730547e-55,2015
A5031715686,A5031715686,Samuel J. Gershman,Harvard University,I136199984,education,education,Other,1,2025,0.0007804967632340112,17.0,0.0,2.854415187000488e-07,142
A5031717623,A5031717623,Kayhan Batmanghelich,,,,unknown,Other,1,2025,0.00036729259446306413,8.0,0.0,7.246414914976049e-40,2016
A5031718186,A5031718186,Liangbo Ning,Hong Kong Polytechnic University,I14243506,education,education,Other,1,2025,0.0004591157430788302,10.0,0.0,7.129696420520641e-14,216
A5031723050,A5031723050,Lan Xu,ShanghaiTech University,I30809798,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,1527
A5031723846,A5031723846,Chengrui Huang,University of Electronic Science and Technology of China,I150229711,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,7.797971340316484e-54,262
A5031727113,A5031727113,Matías Mendieta,University of Central Florida,I106165777,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2017
A5031729841,A5031729841,Shivakumar Raman,University of Oklahoma,I8692664,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,933
A5031731960,A5031731960,Aditi Raghunathan,,,,unknown,Other,1,2025,0.0003213810201551811,7.0,0.0,2.651843520596079e-16,43
A5031747364,A5031747364,Kimia Zamiri Azar,University of Central Florida,I106165777,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,1592
A5031753209,A5031753209,Prathwini Prathwini,Nitte University,I1333540553,education,education,Other,2,2025,0.0003213810201551811,7.0,0.0,1.3740784486890265e-45,277
A5031765917,A5031765917,Wenju Xu,Amazon (United States),I1311688040,company,company,Amazon,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2018
A5031769250,A5031769250,Ravi B. Parikh,Emory University,I150468666,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,480
A5031770301,A5031770301,Q Zhang,,,,unknown,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2019
A5031774490,A5031774490,Dianbo Sui,Harbin Institute of Technology,I204983213,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,184
A5031785449,A5031785449,Xiaowo Xu,University of Electronic Science and Technology of China,I150229711,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,1791
A5031785945,A5031785945,Zhili Liu,,,,unknown,Other,1,2025,0.00041320416877094717,9.0,0.0,1.5072565228956162e-11,77
A5031790154,A5031790154,Yang Liu,University of Southampton,I43439940,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2020
A5031794710,A5031794710,Yimeng Wang,William & Mary,I16285277,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,2.108081823716668e-17,41
A5031798370,A5031798370,Nonita Sharma,Indira Gandhi Delhi Technical University for Women,I4210143260,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,1104
A5031807627,A5031807627,Pablo Lapunzina,Hospital Universitario La Paz,I2800562746,healthcare,healthcare,Other,1,2025,0.0012855240806207244,28.0,0.0,1.4028557267851934e-14,290
A5031819375,A5031819375,Xinyu Yang,Cornell University,I205783295,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,1170
A5031833695,A5031833695,Wenjie Liao,,,,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2021
A5031837222,A5031837222,Hendrik H. Heenen,Fritz Haber Institute of the Max Planck Society,I2800875726,facility,research_institute,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2022
A5031837487,A5031837487,Longqi Liu,Genedata (Switzerland),I2799341698,company,company,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2023
A5031841032,A5031841032,Zhichun Liu,Huazhong University of Science and Technology,I47720641,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,518
A5031843089,A5031843089,Jan Kulveit,Charles University,I21250087,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,152
A5031847181,A5031847181,Eran Hirsch,Bar-Ilan University,I13955877,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,8.850579025681077e-11,13
A5031861128,A5031861128,Guo‐Bo Li,Sichuan University,I24185976,education,education,Other,2,2025,0.0005050273173867132,11.0,0.0,9.44312921919761e-44,215
A5031863111,A5031863111,Victoria L. Lowell,Purdue University West Lafayette,I219193219,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,1867
A5031865097,A5031865097,Ning Cao,Hohai University,I163340411,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,2024
A5031865414,A5031865414,Andrew Olson,University of Minnesota Medical Center,I4210135252,healthcare,healthcare,Other,2,2025,0.0007804967632340112,34.0,0.0,0.012424373530907844,228
A5031878516,A5031878516,Christopher Summerfield,,,,unknown,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,717
A5031898433,A5031898433,Min-Bin Lin,Bucharest University of Economic Studies,I88491126,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,2025
A5031911989,A5031911989,Yanyan Zhao,Harbin Institute of Technology,I204983213,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,2.725749531999927e-17,41
A5031917772,A5031917772,Mohammad‐Reza Nazem‐Zadeh,,,,unknown,Other,1,2025,0.0007804967632340112,17.0,0.0,4.4583502283415e-09,31
A5031919834,A5031919834,Andriy Fedorov,,,,unknown,Other,1,2025,0.0003213810201551811,7.0,0.0,2.9649300802404894e-07,136
A5031927335,A5031927335,Muhammad Imran,University of Florida,I33213144,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,5.015666087565413e-46,725
A5031929045,A5031929045,Solomon Sunday Oyelere,Luleå University of Technology,I190632392,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,2026
A5031930371,A5031930371,Zoe Kotti,Athens University of Economics and Business,I73142707,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,4.360019797623183e-44,621
A5031934089,A5031934089,Jay Zhangjie Wu,,,,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2027
A5031934469,A5031934469,Qishu Wang,Seoul National University,I139264467,education,education,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2028
A5031935416,A5031935416,Pablo A. Parrilo,,,,unknown,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2029
A5031940626,A5031940626,Edgar Meij,,,,unknown,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,1316
A5031946092,A5031946092,Mustaqeem Khan,United Arab Emirates University,I201726411,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,865
A5031952600,A5031952600,Rampi Ramprasad,Georgia Institute of Technology,I130701444,education,education,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,2030
A5031961072,A5031961072,Jovan Stojkovic,University of Illinois Urbana-Champaign,I157725225,education,education,Other,2,2025,0.0003213810201551811,11.0,0.0,4.651773943915924e-37,2031
A5031967983,A5031967983,Marianela Fernández Trinidad,Universidad Complutense de Madrid,I121748325,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,1891
A5031980199,A5031980199,Tang Wei,Sichuan University,I24185976,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,1.3788053647702856e-38,2032
A5031992776,A5031992776,Wei‐Yao Wang,National Yang Ming Chiao Tung University,I148366613,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2033
A5032010578,A5032010578,Yi‐Fei Deng,Anhui University,I143868143,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,1988
A5032010699,A5032010699,Yu Cheng,,,,unknown,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,2034
A5032013734,A5032013734,Runyu Ding,,,,unknown,Other,1,2025,0.0018364629723153208,40.0,0.0,4.364354580128643e-06,94
A5032016061,A5032016061,Toby E. Stuart,"University of California, Berkeley",I95457486,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,1170
A5032058128,A5032058128,Noah Ziems,University of Notre Dame,I107639228,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,4.858891875071478e-15,20
A5032058238,A5032058238,Mohan Harish Maturi,University of the Cumberlands,I276309446,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,1476
A5032062995,A5032062995,Kihyun You,,,,unknown,Other,1,2025,0.0010100546347734263,22.0,0.0,2.3108424885881156e-18,375
A5032070185,A5032070185,Dawei Yang,Chinese University of Hong Kong,I177725633,education,education,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2035
A5032079635,A5032079635,Chengkuan Chen,Broad Institute,I107606265,nonprofit,nonprofit,Other,1,2025,0.0011937009320049585,26.0,0.0,0.0001156495804024937,49
A5032083229,A5032083229,Francesca Odone,University of Genoa,I83816512,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2036
A5032086683,A5032086683,Keyan Ding,Zhejiang University,I76130692,education,education,Other,1,2025,0.0007345851889261283,16.0,0.0,2.4308185286779185e-14,250
A5032089787,A5032089787,Zhi‐Cheng Jing,Carnegie Mellon University,I74973139,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2037
A5032095821,A5032095821,Alessio Burrello,University of Bologna,I9360294,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,602
A5032099283,A5032099283,Zhiqiang Zhang,,,,unknown,Other,1,2025,0.0004591157430788302,10.0,0.0,5.267491914708518e-13,250
A5032103653,A5032103653,William F. Godoy,Oak Ridge National Laboratory,I1289243028,facility,research_institute,Other,1,2025,0.0002754694458472981,6.0,0.0,2.823252884336704e-37,1195
A5032104899,A5032104899,Jun Shen,Harvard University,I136199984,education,education,Other,1,2025,0.0008264083375418943,18.0,0.0,9.988891602273978e-12,149
A5032105186,A5032105186,David Gennert,Insilicos (United States),I4210118119,company,company,Other,2,2025,0.0017446398236995546,41.0,0.0,3.3775331985861637e-15,1133
A5032108833,A5032108833,Jiayi Zhou,Peking University,I20231570,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,4.838582281993004e-22,194
A5032112089,A5032112089,Aslinur Keles,Sağlık Bilimleri Üniversitesi,I4210128276,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2038
A5032114852,A5032114852,Andrew M. Stuart,Amazon (Germany),I4210089985,company,company,Amazon,1,2025,0.0002295578715394151,5.0,0.0,1.7165700200773353e-50,109
A5032116461,A5032116461,Zongxu Pan,Chinese Academy of Sciences,I19820366,government,government,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2039
A5032120131,A5032120131,Dhaivat Shah,University of Florida,I33213144,education,education,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2040
A5032133163,A5032133163,Yujia Zhou,Tsinghua University,I99065089,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,1832
A5032148497,A5032148497,Zvonimir Boban,University of Split,I92251255,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1132
A5032183209,A5032183209,Gangyong Jia,Hangzhou Dianzi University,I50760025,education,education,Other,1,2025,0.0005509388916945961,12.0,0.0,4.774377920210772e-33,1940
A5032187620,A5032187620,Yanjie Fu,Arizona State University,I55732556,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,6.266630751046688e-45,2041
A5032192439,A5032192439,Αλέξανδρος Γκίλλας,Industrial Systems Institute,I4210135709,nonprofit,nonprofit,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2042
A5032199191,A5032199191,Nikki Nathanielsz,University of Toronto,I185261750,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,4.364345468665178e-39,405
A5032210048,A5032210048,Filippo Sciarrone,Mercatorum University,I4210132817,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,1349
A5032213685,A5032213685,Zhaorun Chen,,,,unknown,Other,1,2025,0.0004591157430788302,10.0,0.0,6.819168692183865e-37,1630
A5032226587,A5032226587,Sunyang Fu,The University of Texas Health Science Center at Houston,I919571938,education,education,Other,1,2025,0.0006886736146182453,15.0,0.0,1.8542157921418026e-08,5
A5032234550,A5032234550,Kai Zheng,,,,unknown,Other,1,2025,0.0005050273173867132,11.0,0.0,1.3495460918205214e-14,26
A5032240853,A5032240853,Shu‐Hsia Chen,Houston Methodist,I1295876152,healthcare,healthcare,Other,1,2025,0.0008723199118497773,19.0,0.0,9.183325392689843e-08,38
A5032241410,A5032241410,Qingyao Xu,Fudan University,I24943067,education,education,Other,1,2025,0.00036729259446306413,8.0,0.0,1.6397291639515525e-41,2043
A5032243366,A5032243366,Georges Kaddoum,École de Technologie Supérieure,I9736820,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,644
A5032253510,A5032253510,Matthew McKnight Croken,Icahn School of Medicine at Mount Sinai,I98704320,education,education,Other,1,2025,0.0011018777833891923,24.0,0.0,1.5546834534954654e-15,973
A5032261912,A5032261912,Takahide Yoshida,Tokyo University of the Arts,I165953009,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2044
A5032262344,A5032262344,Xieyuanli Chen,National University of Defense Technology,I170215575,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,917
A5032266841,A5032266841,Fabian Bamberg,University of Freiburg,I161046081,education,education,Other,1,2025,0.00041320416877094717,9.0,0.0,4.364345468665178e-39,1079
A5032285247,A5032285247,Mingshu Zhai,Tsinghua University,I99065089,education,education,Other,1,2025,0.0005050273173867132,11.0,0.0,6.863176397288944e-35,115
A5032290906,A5032290906,Rohit Arora,Harvard University,I136199984,education,education,Other,2,2025,0.0012855240806207244,40.0,0.0,7.422678414693407e-07,763
A5032300086,A5032300086,Muhammad Irfan,,,,unknown,Other,1,2025,0.0005968504660024792,13.0,0.0,9.29139561224821e-25,197
A5032307060,A5032307060,Xuhao Tang,Peng Cheng Laboratory,I4210136793,facility,research_institute,Other,1,2025,0.0002754694458472981,6.0,0.0,6.266630751046688e-45,607
A5032307158,A5032307158,Wei Wang,Baidu (China),I98301712,company,company,Other,1,2025,0.0006886736146182453,15.0,0.0,2.8410167896224444e-25,624
A5032307394,A5032307394,Peter Ch’en,Albert Einstein College of Medicine,I129975664,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,688
A5032314861,A5032314861,Yaochu Jin,Westlake University,I3133055985,education,education,Other,2,2025,0.0002754694458472981,6.0,0.0,2.5542014394485846e-54,1279
A5032325271,A5032325271,Ashish Kundu,Cisco Systems (United States),I135428043,company,company,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,2045
A5032328513,A5032328513,Jinming Che,Peking University,I20231570,education,education,Other,2,2025,0.0005050273173867132,13.0,0.0,3.4885553216388957e-25,1073
A5032362514,A5032362514,Lianglun Cheng,Guangdong University of Technology,I139024713,education,education,Other,2,2025,0.00036729259446306413,9.0,0.0,1.7221777252753673e-32,124
A5032368306,A5032368306,Precious Cramer,,,,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2046
A5032381570,A5032381570,Aleksander Hołyński,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,562
A5032383728,A5032383728,Jing Zhang,Renmin University of China,I78988378,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,3.0472499613717567e-46,641
A5032389940,A5032389940,John Atkinson,Empowerment Program,I4210140129,nonprofit,nonprofit,Other,1,2025,4.591157430788302e-05,1.0,0.0,3.931052925279319e-76,2047
A5032392313,A5032392313,Erik Weber,Institute of Philosophy,I4210088627,facility,research_institute,Other,1,2025,0.0010100546347734263,22.0,0.0,9.434070575682432e-20,249
A5032403089,A5032403089,Junyin Zhang,Sun Yat-sen University,I157773358,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,750
A5032405950,A5032405950,Zengchang Qin,Beihang University,I82880672,education,education,Other,1,2025,0.0002295578715394151,5.0,0.0,1.0530909505372536e-42,897
A5032406357,A5032406357,Martin Kynčl,Charles University,I21250087,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,2048
A5032418646,A5032418646,Haimin Hu,,,,unknown,Other,2,2025,0.0002754694458472981,9.0,2.0662105611039423e-06,1.625261996537796e-07,142
A5032446974,A5032446974,Zengqun Zhao,Queen Mary University of London,I166337079,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,1.051302859153829e-58,1999
A5032450795,A5032450795,Mike Heilemann,Goethe University Frankfurt,I114090438,education,education,Other,1,2025,0.0003213810201551811,7.0,0.0,3.189249024165931e-44,1551
A5032451496,A5032451496,Ranjay Krishna,,,,unknown,Other,4,2025,0.0014691703778522565,32.0,0.0013029370745687302,1.656680097901611e-07,13
A5032453175,A5032453175,Pusheng Xu,Hong Kong Polytechnic University,I14243506,education,education,Other,1,2025,0.0006427620403103622,14.0,0.0,4.0001807166561964e-09,31
A5032456819,A5032456819,Marie Oestreich,German Center for Neurodegenerative Diseases,I2801533059,facility,research_institute,Other,1,2025,0.0002295578715394151,5.0,0.0,7.619656458334121e-51,650
A5032459002,A5032459002,Yani Wang,Beijing Institute of Technology,I125839683,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,8.629171424789042e-15,216
A5032464233,A5032464233,Gergely Klár,,,,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2049
A5032465991,A5032465991,Yu-Yang Qian,,,,unknown,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,2050
A5032466147,A5032466147,Seid Korić,University of Illinois Urbana-Champaign,I157725225,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1018
A5032473193,A5032473193,Hui Wei,,,,unknown,Other,1,2025,0.0002295578715394151,5.0,0.0,1.621024844775011e-08,771
A5032487338,A5032487338,Deniz Esin Tekcan Şanlı,Gaziantep University,I59738393,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2051
A5032491456,A5032491456,Jens Sjölund,Uppsala University,I123387679,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,293
A5032491679,A5032491679,Ruchika Verma,Icahn School of Medicine at Mount Sinai,I98704320,education,education,Other,1,2025,0.0007345851889261283,16.0,0.0,8.151392330368173e-16,973
A5032491991,A5032491991,Rangeet Pan,IBM (United States),I1341412227,company,company,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1398
A5032512067,A5032512067,Maryam Safi,Steinbeis Foundation,I2803021693,other,unknown,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,1688
A5032514248,A5032514248,Dezhi Ran,Peking University,I20231570,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2052
A5032517681,A5032517681,Savaş Özdemir,University of Florida,I33213144,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,7.844964801142898e-46,725
A5032525271,A5032525271,Elias Aboujaoude,Cedars-Sinai Medical Center,I1282927834,healthcare,healthcare,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,126
A5032529074,A5032529074,Wanneng Yang,Huazhong Agricultural University,I204823248,education,education,Other,1,2025,0.0002754694458472981,6.0,0.0,2.692249106484815e-47,665
A5032529996,A5032529996,Sreenatha G. Anavatti,University of Canberra,I188329596,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1599
A5032538237,A5032538237,Mingxu Zhou,,,,unknown,Other,1,2025,0.0,0.0,0.0,4.364345468665175e-92,2053
A5032548139,A5032548139,Kai Ye,,,,unknown,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1799
A5032549075,A5032549075,Rahim Tafazolli,University of Surrey,I28290843,education,education,Other,1,2025,0.00018364629723153207,4.0,0.0,4.845396826730548e-55,1918
A5032554701,A5032554701,Qiyuan Chen,University of Hong Kong,I889458895,education,education,Other,2,2025,0.0002754694458472981,10.0,0.0,8.0392490860626e-13,188
A5032562681,A5032562681,Hao Chen,Hong Kong University of Science and Technology,I200769079,education,education,Other,1,2025,9.182314861576603e-05,2.0,0.0,8.459518039776312e-67,654
A5032581422,A5032581422,Jikang Chen,Hangzhou Normal University,I163151501,education,education,Other,1,2025,0.00013773472292364904,3.0,0.0,3.540777697892328e-60,2054
