id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5034533902,A5034533902,Saima Malik-Moraleda,Harvard University,I136199984,education,education,Other,1,2022,0.00010780342814901514,7.0,0.0,1.5999738496609546e-11,246
A5034534999,A5034534999,Valentin Liévin,Technical University of Denmark,I96673099,education,education,Other,3,2022;2023;2024,0.00013860440762016233,12.0,0.0,1.0441279816403175e-16,72
A5034535830,A5034535830,Yutaro Fuse,Chiba University,I159385669,education,education,Other,1,2025,7.700244867786796e-05,5.0,0.0,7.722276375749067e-23,2505
A5034535852,A5034535852,Chenhan Yuan,University of Manchester,I28407311,education,education,Other,2,2024,0.00047741518180278135,34.0,0.0,4.0277922380740655e-08,374
A5034549509,A5034549509,Daijun Ding,Shenzhen University,I180726961,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,9.980986948425111e-13,147
A5034550765,A5034550765,Daniyar Turmukhambetov,,,,unknown,Other,1,2023,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,811
A5034551256,A5034551256,Jiancheng Huang,Chinese Academy of Sciences,I19820366,government,government,Other,2,2024;2025,0.00010780342814901514,14.0,0.0,1.3248570516424e-08,62
A5034558144,A5034558144,Yinshi Li,Xi'an Jiaotong University,I87445476,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,4994
A5034560329,A5034560329,Amjad Joma,Shaqra University,I206935292,education,education,Other,1,2025,0.00013860440762016233,9.0,0.0,8.788951197074269e-21,2513
A5034560865,A5034560865,Zhuoran Shen,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2022,0.00020020636656245669,13.0,0.0,4.0562088087248546e-07,14
A5034564945,A5034564945,Adrita Barua,Kansas State University,I189590672,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,9.51171643952357e-26,1574
A5034568168,A5034568168,Max Kreminski,Santa Clara University,I16269868,education,education,Other,3,2022;2024,6.160195894229437e-05,4.0,2.1715359371196438e-05,4.522410106747158e-12,485
A5034569772,A5034569772,Bruno Beomonte Zobel,Università Campus Bio-Medico,I155125353,education,education,Other,1,2023,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,4995
A5034572444,A5034572444,Cormac McCarthy,University College Dublin,I100930933,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,3866
A5034576793,A5034576793,Michael E. Zapadka,Wake Forest University,I47251452,education,education,Other,2,2023,0.00010780342814901514,14.0,0.0,1.444414659439728e-10,34
A5034581482,A5034581482,Bosheng Song,Hunan University,I16609230,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,6.226434242531856e-16,66
A5034581708,A5034581708,Zhang Wei-ning,Shijiazhuang Tiedao University,I90090648,education,education,Other,1,2023,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,4996
A5034583043,A5034583043,Akeiylah Dewitt,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2024,0.00044661420233163416,29.0,0.0,0.0001633471158282335,14
A5034584642,A5034584642,Weijia Wu,,,,unknown,Other,1,2025,0.00012320391788458874,8.0,0.0,9.060648565719384e-10,1661
A5034585627,A5034585627,Γεώργιος Γεωργακίλας,University of Thessaly,I145722265,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,4997
A5034585885,A5034585885,Yachen Kang,Westlake University,I3133055985,education,education,Other,1,2024,6.160195894229437e-05,4.0,0.0,1.0183265285420425e-10,462
A5034586348,A5034586348,Yuanfeng Ji,University of Hong Kong,I889458895,education,unknown,Other,2,2022;2023,0.0003850122433893398,26.0,0.0,3.203111067219076e-08,255
A5034586871,A5034586871,Yuzhen Huang,,,,unknown,Other,1,2023,0.0001848058768268831,12.0,0.0,1.7643512684418992e-07,178
A5034587442,A5034587442,Mohamed Roushdy,Future University in Egypt,I186217134,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,9.004441963870901e-29,4247
A5034589785,A5034589785,Christopher M. Goodwin,Stockholm University,I161593684,education,education,Other,1,2022,0.00026180832550475107,17.0,0.0,4.424349308995895e-19,2049
A5034591807,A5034591807,R. Shreya,,,,unknown,Other,1,2022,7.700244867786796e-05,5.0,0.0,3.426005671834173e-27,2763
A5034592218,A5034592218,Jade Humphrey,University of Canterbury,I185492890,education,education,Other,1,2023,0.0006930220381008116,45.0,0.0,3.741967055959711e-12,879
A5034597859,A5034597859,Annakaisa Kultima,Aalto University,I9927081,education,education,Other,1,2023,4.620146920672077e-05,3.0,0.0,1.085648357716406e-12,186
A5034599537,A5034599537,Mengchao He,Alibaba Group (China),I45928872,company,company,Other,1,2023,6.160195894229437e-05,4.0,0.0,1.4582407208654684e-11,462
A5034606659,A5034606659,Guilin Qi,Southeast University,I76569877,education,unknown,Other,4,2023;2025,0.00027720881524032466,22.0,0.0003114208688727499,1.2801177391571538e-08,62
A5034608664,A5034608664,Marcelo Corrales Compagnucci,University of Copenhagen,I124055696,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,5.632245548666817e-10,95
A5034608867,A5034608867,Mary Barker,Southampton General Hospital,I2801388914,healthcare,healthcare,Other,1,2025,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,3811
A5034610780,A5034610780,Shupeng Gao,Northwestern Polytechnical University,I17145004,education,education,Other,2,2022,0.00012320391788458874,9.0,0.0,7.15297236160974e-11,189
A5034611488,A5034611488,Lean Wang,,,,unknown,Other,1,2025,0.0,0.0,0.0,2.024029421174194e-40,4998
A5034614141,A5034614141,Liang Tian,Tencent (China),I2250653659,company,unknown,Other,2,2023;2024,0.00016940538709130952,15.0,5.752325904838967e-08,7.264138287546146e-08,200
A5034614246,A5034614246,Zhongzhi Yu,Georgia Institute of Technology,I130701444,education,education,Other,3,2023;2024,0.00023100734603360388,18.0,0.0,1.3291924246444227e-22,1148
A5034618143,A5034618143,Zeb Kurth‐Nelson,,,,unknown,Other,1,2025,0.00010780342814901514,7.0,0.0,2.6767478340198595e-07,21
A5034619858,A5034619858,Lexin Zhou,University of Cambridge,I241749,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,2.677189925136315e-25,1570
A5034621007,A5034621007,Smera Jayadeva,The Alan Turing Institute,I4210128584,facility,research_institute,Other,1,2024,0.00016940538709130952,11.0,0.0,2.1526954093317752e-09,21
A5034622258,A5034622258,Edward Choi,Seoul National University,I139264467,education,education,Other,2,2022;2023,0.00010780342814901514,7.0,0.0,6.145067610331926e-28,2477
A5034622956,A5034622956,Élodie Attié,Capgemini (France),I4210136798,company,company,Other,1,2022,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,3805
A5034623242,A5034623242,Nikolaos Vasiloglou,,,,unknown,Other,2,2023;2024,7.700244867786796e-05,10.0,0.0,1.023039656527642e-22,554
A5034624092,A5034624092,Stefano Cattaneo,Vita-Salute San Raffaele University,I154387261,healthcare,healthcare,Other,1,2022,0.00032341028444704545,21.0,0.0,1.3409185386039109e-17,2701
A5034624275,A5034624275,Valentina Pyatkin,,,,unknown,Other,3,2023;2024;2025,0.00029260930497589826,32.0,0.0,1.0611350854465566e-06,1665
A5034624628,A5034624628,Chenshuang Zhang,,,,unknown,Other,6,2023,0.00043121371259606056,55.0,1.3689745860486327e-07,3.123319665935286e-08,139
A5034628750,A5034628750,C. Sommariva,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,1,2022,0.00046201469206720775,30.0,0.0,9.209637278446475e-07,21
A5034629361,A5034629361,Evan M. Russek,Princeton University,I20089843,education,unknown,Other,3,2024;2025,0.0006622210586296644,118.0,0.0,2.9372757596532623e-05,85
A5034631987,A5034631987,Haowei Shen,,,,unknown,Other,1,2025,0.00012320391788458874,8.0,0.0,2.191719493796103e-06,93
A5034636278,A5034636278,Zeeshan Hayder,Commonwealth Scientific and Industrial Research Organisation,I1292875679,government,government,Other,1,2023,6.160195894229437e-05,4.0,0.0,1.8451424225613438e-10,1195
A5034636537,A5034636537,Netta Ofer,University of Colorado Boulder,I188538660,education,education,Other,1,2022,7.700244867786796e-05,5.0,0.0,3.426005671834173e-27,1649
A5034639750,A5034639750,Maris‐Johanna Tahk,University of Tartu,I56085075,education,education,Other,1,2022,0.00015400489735573593,10.0,0.0,1.0230396565276422e-22,4570
A5034639850,A5034639850,Neil Toronto,Microsoft (United States),I1290206253,education,education,Other,1,2023,9.240293841344155e-05,6.0,0.0,1.88247600025329e-09,66
A5034642813,A5034642813,Hajira Jabeen,,,,unknown,Other,1,2023,0.00021560685629803028,14.0,0.0,6.657639477262994e-10,34
A5034644722,A5034644722,David Eyers,University of Otago,I80281795,education,education,Other,1,2023,0.00016940538709130952,11.0,0.0,2.1277100276967147e-07,56
A5034644987,A5034644987,Alessandro Berti,Fraunhofer Institute for Applied Information Technology,I4210110507,facility,research_institute,Other,3,2024;2025,4.620146920672077e-05,7.0,0.0,1.9814702689668578e-25,3666
A5034647965,A5034647965,Chaojie Fan,Central South University,I139660479,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,3.1745354901435825e-12,200
A5034649936,A5034649936,Ana Clara Teixeira,,,,unknown,Other,1,2023,6.160195894229437e-05,4.0,0.0,1.7285665157028702e-23,450
A5034651048,A5034651048,Trisna Gelar,Bandung Institute of Technology,I134635517,education,education,Other,1,2022,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,3613
A5034652076,A5034652076,Khairul Shafiq Ibrahim,Universiti Teknologi MARA,I82724352,education,education,Other,1,2022,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,2593
A5034654432,A5034654432,Gleb Danilov,Burdenko Neurosurgery Institute,I4210122729,healthcare,healthcare,Other,1,2022,0.00013860440762016233,9.0,0.0,2.0240294211741967e-23,4058
A5034654931,A5034654931,Feng Tian,Hunan Normal University,I173759888,education,education,Other,1,2025,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,4172
A5034657358,A5034657358,Andreas Holzinger,BOKU University,I92869138,education,education,Other,4,2022;2024,0.00035421126391819264,27.0,0.0004124340702468854,1.1962902270609646e-09,216
A5034659013,A5034659013,Amirata Ghorbani,,,,unknown,Other,1,2022,0.0005390171407450757,35.0,0.0,7.468167661638818e-06,22
A5034668123,A5034668123,Zhongfeng Tian,,,,unknown,Other,1,2025,1.5400489735573592e-05,1.0,0.0,4.471068809550322e-30,3412
A5034668928,A5034668928,Tommaso Di Noia,Polytechnic University of Bari,I68618741,education,education,Other,1,2025,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,2126
A5034670898,A5034670898,Yingzhi Sun,Xidian University,I149594827,education,education,Other,2,2022;2024,0.00013860440762016233,14.0,0.0,4.3542336440400215e-13,70
A5034671481,A5034671481,Caterina Rizzo,University of Pisa,I108290504,education,education,Other,2,2023,9.240293841344155e-05,12.0,0.0,1.7508696326221448e-21,2847
A5034673863,A5034673863,Tao Lin,Sichuan University,I24185976,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,3.426005671834173e-27,3596
A5034675932,A5034675932,Jian Ma,,,,unknown,Other,1,2025,3.0800979471147184e-05,2.0,0.0,8.509999607568276e-14,12
A5034679430,A5034679430,Thomas Brunschwiler,IBM Research - Zurich,I4210126328,facility,unknown,Other,2,2023;2024,0.00046201469206720775,30.0,0.0,2.1975959464159537e-09,124
A5034680150,A5034680150,Wendy E. Mackay,Centre National de la Recherche Scientifique,I1294671590,government,government,Other,1,2024,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,4999
A5034681195,A5034681195,Daniel Bodemer,University of Duisburg-Essen,I62318514,education,education,Other,1,2022,1.5400489735573592e-05,1.0,0.0,2.6529358429214393e-35,1814
A5034683556,A5034683556,Fiona Chen,"University of California, San Francisco",I180670191,education,education,Other,1,2025,0.00012320391788458874,8.0,0.0,1.4241627176614419e-07,4
A5034685391,A5034685391,Ali A. Ghorbani,University of New Brunswick,I106938459,education,education,Other,1,2023,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,5000
A5034685615,A5034685615,Julham Hukom,,,,unknown,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,5001
A5034687114,A5034687114,Chenguang Zhu,Microsoft (United States),I1290206253,company,company,Microsoft,2,2022;2023,0.00012320391788458874,8.0,1.4405605487774262e-05,4.242293285807402e-09,93
A5034688782,A5034688782,Wibe A. de Jong,Lawrence Berkeley National Laboratory,I148283060,facility,research_institute,Other,2,2023,0.0,0.0,0.0,2.024029421174194e-40,5002
A5034693789,A5034693789,Xiangjun Xu,Shanghai Tenth People's Hospital,I4210132741,healthcare,healthcare,Other,1,2024,0.00016940538709130952,11.0,0.0,4.490534154186483e-22,3252
A5034694262,A5034694262,Minqing Zhang,Chinese University of Hong Kong,I177725633,education,unknown,Other,2,2023;2024,0.0008932284046632683,76.0,0.0,3.55641252132764e-08,95
A5034697297,A5034697297,Yingxuan Shi,University of Colorado Denver,I921990950,education,education,Other,1,2025,4.620146920672077e-05,3.0,0.0,1.1722898033172672e-13,204
A5034701757,A5034701757,Bruno Castro da Silva,University of Massachusetts Amherst,I24603500,education,education,Other,2,2024;2025,0.00010780342814901514,14.0,0.0,1.1539184194691118e-08,1665
A5034703281,A5034703281,Sendhil Mullainathan,,,,unknown,Other,1,2025,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,3425
A5034704499,A5034704499,Assad A. Oberai,University of Southern California,I1174212,education,education,Other,1,2024,0.00010780342814901514,7.0,0.0,4.557709073493508e-25,588
A5034714100,A5034714100,Jerry Jenkins,HudsonAlpha Institute for Biotechnology,I4210145894,nonprofit,nonprofit,Other,1,2022,0.000754623997043106,49.0,0.0,1.5442118996995492e-11,136
A5034714426,A5034714426,George Adamopoulos,,,,unknown,Other,1,2023,0.00021560685629803028,14.0,0.0,2.507824728218974e-09,56
A5034715033,A5034715033,Richard W. Joseph,,,,unknown,Other,1,2022,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,5003
A5034718093,A5034718093,Yucheng Zhu,,,,unknown,Other,1,2025,0.00041581322286048697,27.0,0.0,1.094342580794633e-13,1165
A5034720523,A5034720523,Fabian Zills,University of Stuttgart,I100066346,education,education,Other,1,2025,0.0,0.0,0.0,2.024029421174194e-40,5004
A5034721319,A5034721319,Clayton Cohn,Vanderbilt University,I200719446,education,education,Other,2,2023;2024,9.240293841344155e-05,6.0,0.0,6.397484781779404e-29,5005
A5034724697,A5034724697,Meriem Ghrib,Airbus (France),I112991645,company,company,Other,1,2025,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,522
A5034726901,A5034726901,Randi M. Williams,Massachusetts Institute of Technology,I63966007,education,education,Other,1,2024,6.160195894229437e-05,4.0,0.0,3.1627641358627846e-08,14
A5034728614,A5034728614,Matti Nelimarkka,University of Helsinki,I133731052,education,education,Other,1,2025,0.00012320391788458874,8.0,0.0,3.375510642239298e-24,899
A5034729427,A5034729427,Vedant Misra,,,,unknown,Other,1,2022,0.00012320391788458874,8.0,0.0,7.035925097246091e-05,14
A5034732247,A5034732247,Rajendra Singh,SKiN Health,I4210087212,healthcare,healthcare,Other,1,2024,4.620146920672077e-05,3.0,0.0,1.5248230952043473e-09,132
A5034734584,A5034734584,Xinyue Hao,Cardiff University,I79510175,education,education,Other,1,2024,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,5006
A5034734880,A5034734880,Zitong Xu,,,,unknown,Other,1,2025,0.0,0.0,0.0,2.024029421174194e-40,5007
A5034737032,A5034737032,Xun Yang,University of Science and Technology of China,I126520041,education,education,Other,1,2024,0.00012320391788458874,8.0,0.0,1.1692963987762764e-09,216
A5034741309,A5034741309,Ali Katooziani,University of Florida,I33213144,education,education,Other,1,2025,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,1451
A5034746997,A5034746997,Matthias von Davier,Boston College,I103531236,education,education,Other,2,2023;2024,9.240293841344155e-05,6.0,5.133654697682373e-08,3.981983876846151e-27,2315
A5034747371,A5034747371,Peixuan Zhang,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,1,2023,7.700244867786796e-05,5.0,0.0,2.443798993013531e-12,116
A5034748006,A5034748006,Yanfeng Gu,Harbin Institute of Technology,I204983213,education,education,Other,2,2024,3.0800979471147184e-05,4.0,0.0,1.54421189969955e-28,5008
A5034750883,A5034750883,Sina Kazemian,Tehran University of Medical Sciences,I70640408,education,education,Other,1,2024,0.00012320391788458874,8.0,0.0,3.375510642239298e-24,4905
A5034751153,A5034751153,Felix Juefei-Xu,New York University,I57206974,education,education,Other,2,2024;2025,0.00021560685629803028,14.0,1.0053407116294647e-05,4.864037187865798e-08,8
A5034751774,A5034751774,Stella K. Kang,New York University,I57206974,education,education,Other,1,2024,0.00016940538709130952,11.0,0.0,5.696816514650499e-08,326
A5034753463,A5034753463,Jincheng Ji,Nanjing University of Science and Technology,I36399199,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,5009
A5034756201,A5034756201,M Saiful Bari,Nanyang Technological University,I172675005,education,education,Other,2,2023,7.700244867786796e-05,10.0,0.0,9.299418971080305e-08,1665
A5034756209,A5034756209,Xiangyu Zhang,,,,unknown,Other,1,2024,9.240293841344155e-05,6.0,0.0,1.2680874979342482e-11,77
A5034757748,A5034757748,Xiangyang He,,,,unknown,Other,1,2025,0.00013860440762016233,9.0,0.0,5.711119538290665e-10,139
A5034761093,A5034761093,Jinshu Lin,Hundsun (China),I4210119021,company,company,Other,1,2024,0.00010780342814901514,7.0,0.0,1.1898718982256526e-11,71
A5034761384,A5034761384,Samuel J. Fountain,University of Minnesota System,I2800403580,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,1.0805882807959815e-15,1195
A5034762378,A5034762378,Jieming Li,Bristol-Myers Squibb (Germany),I157075465,company,company,Other,1,2025,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,3110
A5034762665,A5034762665,Geoffrey Wood,Western University,I125749732,education,education,Other,1,2023,0.00032341028444704545,21.0,0.0,1.451795044736332e-17,285
A5034764475,A5034764475,Mustafa Safdari,Google DeepMind (United Kingdom),I4210090411,company,company,Other,3,2022;2023;2025,0.00023100734603360388,23.0,3.802788353750521e-05,6.100596997299924e-06,14
A5034766193,A5034766193,Youxi Wu,Hebei University of Technology,I184843921,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,1.6213591636954681e-09,374
A5034774039,A5034774039,Xin He,Hong Kong Baptist University,I141568987,education,education,Other,1,2025,0.00016940538709130952,11.0,0.0,4.490534154186483e-22,1409
A5034777586,A5034777586,King‐Yeung Lam,The Ohio State University,I52357470,education,education,Other,1,2022,1.5400489735573592e-05,1.0,0.0,5.554361777880435e-34,1712
A5034778772,A5034778772,Zhongxiang Wei,Tongji University,I116953780,education,education,Other,1,2025,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,5010
A5034779671,A5034779671,Tianzhe Zhao,Xi'an Jiaotong University,I87445476,education,education,Other,1,2025,7.700244867786796e-05,5.0,0.0,1.204979608136125e-07,1020
A5034781978,A5034781978,Siting Liang,German Research Centre for Artificial Intelligence,I33256026,funder,unknown,Other,1,2022,0.00010780342814901514,7.0,0.0,8.163084446573818e-11,182
A5034783220,A5034783220,Kayte Spector‐Bagdady,University of Michigan,I27837315,education,education,Other,1,2023,0.0,0.0,0.0,2.024029421174194e-40,5011
A5034785941,A5034785941,Panpan Guo,Zhejiang University,I76130692,education,education,Other,1,2022,9.240293841344155e-05,6.0,0.0,1.3953691286711545e-24,1147
A5034788095,A5034788095,H. Eric Tseng,Ford Motor Company (United States),I1292974536,company,company,Other,1,2024,0.00013860440762016233,9.0,0.0,1.1042983152819468e-19,766
A5034789908,A5034789908,Ting Zhong,University of Electronic Science and Technology of China,I150229711,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,1.45666057795698e-11,519
A5034792331,A5034792331,Yoko Tomioka,University of Tokyo Hospital,I4210109338,healthcare,healthcare,Other,1,2024,0.00021560685629803028,14.0,0.0,1.9941977643373966e-20,517
A5034794395,A5034794395,Leila Hashemi-Beni,North Carolina Agricultural and Technical State University,I35777872,education,education,Other,1,2024,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,5012
A5034797797,A5034797797,Nils Strodthoff,Carl von Ossietzky Universität Oldenburg,I129877168,education,unknown,Other,2,2022;2023,1.5400489735573592e-05,2.0,0.0,2.613834893672311e-32,5013
A5034798985,A5034798985,Tatyana Tsukanova,Burdenko Neurosurgery Institute,I4210122729,healthcare,healthcare,Other,1,2022,0.00013860440762016233,9.0,0.0,2.0240294211741967e-23,4058
A5034800447,A5034800447,Zhiyuan Niu,,,,unknown,Other,1,2023,0.0001848058768268831,12.0,0.0,1.7508696326221448e-21,2860
A5034802082,A5034802082,Michael Voight,Belmont University,I47500176,education,education,Other,3,2023,0.00021560685629803028,33.0,0.0,5.251684193865572e-09,102
A5034804093,A5034804093,Shaoran Ren,"China University of Petroleum, East China",I4210162190,education,education,Other,1,2022,0.00013860440762016233,9.0,0.0,2.0240294211741967e-23,3489
A5034805091,A5034805091,Jianpeng Xu,Walmart (United States),I1330693074,company,company,Other,1,2023,0.00015400489735573593,10.0,0.0,2.6802460045600198e-20,323
A5034805517,A5034805517,Chenyang Lu,Washington University in St. Louis,I204465549,education,education,Other,1,2025,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,5014
A5034806935,A5034806935,Yuli Deng,Arizona State University,I55732556,education,education,Other,1,2024,6.160195894229437e-05,4.0,0.0,5.298927317190247e-08,56
A5034809549,A5034809549,Angela Miguel,,,,unknown,Other,1,2025,0.00016940538709130952,11.0,0.0,7.572153176908805e-18,358
A5034812925,A5034812925,Congcong Zhu,University of Science and Technology of China,I126520041,education,education,Other,1,2024,7.700244867786796e-05,5.0,0.0,2.5861000424015284e-09,87
A5034813040,A5034813040,Andrew Banda,University of Central Florida,I106165777,education,education,Other,1,2023,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,5015
A5034818486,A5034818486,Pradeep K. Atrey,Albany State University,I113508548,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,2347
A5034820064,A5034820064,Xiaoting Yin,Baidu (China),I98301712,company,company,Other,1,2022,0.00010780342814901514,7.0,0.0,7.260554153001774e-10,519
A5034821544,A5034821544,Saverio Citraro,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",I4210160382,facility,research_institute,Other,1,2022,0.0,0.0,0.0,2.024029421174194e-40,5016
A5034823602,A5034823602,Mike Thelwall,University of Sheffield,I91136226,education,education,Other,1,2025,7.700244867786796e-05,5.0,0.0,3.426005671834173e-27,5017
A5034823980,A5034823980,Jing Ma,Hong Kong Baptist University,I141568987,education,education,Other,1,2022,7.700244867786796e-05,5.0,0.0,1.423655516634326e-11,344
A5034826937,A5034826937,Shuohang Wang,Microsoft (United States),I1290206253,company,unknown,Other,6,2022;2023,0.0003850122433893398,44.0,0.0001690310492407143,3.0477249749608507e-07,104
A5034827226,A5034827226,Abudukelimu Abulizi,Xinjiang University of Finance and Economics,I94047373,education,education,Other,1,2024,9.240293841344155e-05,6.0,0.0,8.934098566764171e-13,8
A5034828760,A5034828760,Zongjian Li,Peking University,I20231570,education,education,Other,1,2025,0.00012320391788458874,8.0,0.0,3.787322972395922e-10,189
A5034833341,A5034833341,Ari Robicsek,Providence College,I196272386,education,education,Other,1,2024,0.00041581322286048697,27.0,0.0,6.387504666621992e-08,104
A5034834168,A5034834168,Mariusz Pleszczyński,Silesian University of Technology,I119004910,education,education,Other,1,2023,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,2402
A5034837951,A5034837951,Kohei Yatabe,Tokyo University of Agriculture and Technology,I92614990,education,education,Other,1,2022,6.160195894229437e-05,4.0,0.0,2.6145872632595338e-28,906
A5034840403,A5034840403,Rui Zhao,Stomatological Hospital of Chongqing Medical University,I4210128042,healthcare,healthcare,Other,1,2024,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,185
A5034840625,A5034840625,Wei Yuan,Tohoku University,I201537933,education,education,Other,1,2024,0.00010780342814901514,7.0,0.0,1.47123904633186e-13,454
A5034843469,A5034843469,Hamdi Chtourou,University of Sfax,I142899784,education,education,Other,1,2023,0.00047741518180278135,31.0,0.0,7.830084566134839e-15,133
A5034843693,A5034843693,Feifeng Jiang,University of Hong Kong,I889458895,education,education,Other,1,2025,3.0800979471147184e-05,2.0,0.0,2.613834893672311e-32,477
A5034844392,A5034844392,P. Tissot,Texas A&M University – Corpus Christi,I96749437,education,education,Other,1,2022,0.0001848058768268831,12.0,0.0,1.7508696326221448e-21,2002
A5034847496,A5034847496,Yanyan Lou,Jacksonville College,I2801572250,education,education,Other,1,2024,0.00032341028444704545,21.0,0.0,1.2732494005589915e-07,374
A5034848638,A5034848638,Brent Townshend,,,,unknown,Other,1,2023,0.00029260930497589826,19.0,0.0,2.6788497046004898e-18,609
A5034849830,A5034849830,Marco Fumero,Autodesk (United States),I1286353243,company,company,Other,1,2022,9.240293841344155e-05,6.0,0.0,3.1374750404354278e-12,1665
A5034851221,A5034851221,Sarah P. Church,Montana State University,I23732399,education,education,Other,1,2025,0.00012320391788458874,8.0,0.0,3.375510642239298e-24,4923
A5034853402,A5034853402,Hao Yu,Southern University of Science and Technology,I3045169105,education,education,Other,1,2025,9.240293841344155e-05,6.0,0.0,4.708510045729821e-26,5018
A5034853815,A5034853815,Deepak Gupta,Maharaja Engineering College,I2799452066,education,education,Other,2,2023;2024,0.00015400489735573593,10.0,4.3430718742392875e-05,2.5682570438877907e-09,93
A5034858125,A5034858125,Xiang Lorraine Li,,,,unknown,Other,1,2022,7.700244867786796e-05,5.0,0.0,8.13261830672635e-08,14
A5034858614,A5034858614,Nicholas Gavin,Icahn School of Medicine at Mount Sinai,I98704320,education,education,Other,1,2025,0.00015400489735573593,10.0,0.0,1.1239620434971044e-08,56
A5034859644,A5034859644,Yejin Park,Korea Advanced Institute of Science and Technology,I157485424,education,education,Other,1,2022,3.0800979471147184e-05,2.0,0.0,7.091478755956745e-08,87
A5034860067,A5034860067,Ziqiang Che,Shihezi University,I102208913,education,education,Other,2,2022,0.00013860440762016233,12.0,0.0,9.50796490405915e-23,3495
A5034862340,A5034862340,Gassan Massarweh,McGill University,I5023651,education,education,Other,1,2022,0.00030800979471147185,20.0,0.0,6.0805775479268715e-18,1232
A5034866301,A5034866301,Rosa Palladino,University of Milano-Bicocca,I66752286,education,education,Other,1,2022,4.620146920672077e-05,3.0,0.0,3.477256068033989e-30,5019
A5034871000,A5034871000,Nicholas King,,,,unknown,Other,2,2023,0.00026180832550475107,21.0,0.0,2.5971553103706604e-07,104
A5034871663,A5034871663,Yixiang Jin,Samsung (South Korea),I2250650973,company,company,Other,1,2025,0.0001848058768268831,12.0,0.0,4.057317794401849e-12,116
A5034872348,A5034872348,Sven G. Meuth,Düsseldorf University Hospital,I4210089242,healthcare,healthcare,Other,2,2024;2025,0.00015400489735573593,12.0,0.0,2.962580600127121e-22,3240
A5034875950,A5034875950,Carlos Roberto Fonseca,,,,unknown,Other,1,2024,0.0006776215483652381,44.0,0.0,9.28595164287331e-09,484
A5034876904,A5034876904,Ling Wang,Lanzhou University,I76214153,education,education,Other,1,2024,0.00012320391788458874,8.0,0.0,3.375510642239298e-24,951
A5034877995,A5034877995,Zachary Charles,,,,unknown,Other,1,2023,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,1566
A5034878736,A5034878736,Quangong Ma,PLA Information Engineering University,I169689159,education,education,Other,1,2025,6.160195894229437e-05,4.0,0.0,1.54421189969955e-28,5020
