id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5027452600,A5027452600,George Zografos,International Hellenic University,I183898223,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,1026
A5027453000,A5027453000,Lewei Yao,Huawei Technologies (Sweden),I4210159102,company,company,Other,2,2023,0.0008594018563080096,17.0,7.354457893497801e-05,1.1396344486505315e-05,19
A5027454515,A5027454515,Karan Singhal,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,5,2023,0.004125128910278447,141.0,0.0005958593271849704,0.0003684032179802773,148
A5027455585,A5027455585,Vidushi Vashishth,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,674
A5027458841,A5027458841,Bunlong Lay,Universität Hamburg,I159176309,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.6076218848914965e-23,478
A5027476226,A5027476226,Mengjie Qian,University of Cambridge,I241749,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,4.189818334069912e-25,713
A5027481493,A5027481493,Wele Gedara Chaminda Bandara,Johns Hopkins University,I145311948,education,education,Other,2,2023,0.00022917382834880258,6.0,0.0,1.205315867604445e-21,23
A5027499088,A5027499088,Ping Xiao,The University of Melbourne,I165779595,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1132
A5027505093,A5027505093,Fuxiao Liu,,,,unknown,Other,2,2023,0.000630228027959207,12.0,3.882579494019168e-05,2.8756331917806616e-09,14
A5027505910,A5027505910,J. M. Chen,Zhejiang University,I76130692,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,212
A5027525633,A5027525633,Mufti Mahmud,Nottingham Trent University,I52590639,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,5.737185840439336e-12,190
A5027533517,A5027533517,Liangming Pan,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,1.2924119965258816e-11,136
A5027540915,A5027540915,Chengjiang Long,META Health,I4210128585,other,unknown,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1190
A5027548526,A5027548526,Ashay Patel,,,,unknown,Other,1,2023,0.0013177495130056148,23.0,0.0,5.931077319371793e-13,78
A5027553821,A5027553821,Pegah Alizadeh,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,394
A5027556646,A5027556646,Nurulhuda Ahmad,,,,unknown,Other,1,2023,0.0018333906267904206,32.0,0.0,7.478289992503616e-12,63
A5027567526,A5027567526,Bryan G. Victor,Wayne State University,I185443292,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,128
A5027570038,A5027570038,Simon Wong,Hong Kong University of Science and Technology,I200769079,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.0136037407003174e-11,494
A5027591062,A5027591062,Daiki Miyake,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,803
A5027596907,A5027596907,Scott Yih,,,,unknown,Other,1,2023,0.0005729345708720064,10.0,0.0,1.2534598504546918e-09,0
A5027609590,A5027609590,Liang Wu,,,,unknown,Other,1,2023,0.000630228027959207,11.0,0.0,6.61066716435206e-19,387
A5027631897,A5027631897,Meredith Corley,,,,unknown,Other,1,2023,0.0010885756846568122,19.0,0.0,9.101045934494622e-16,191
A5027637975,A5027637975,Zhao Ji,University of Science and Technology of China,I126520041,education,education,Other,1,2023,0.0004010541996104045,7.0,0.0,3.1616851033254575e-22,453
A5027644473,A5027644473,Adel Ouannas,Larbi Ben M'hidi University of Oum El Bouaghi,I3132180716,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,617
A5027652600,A5027652600,Jan‐Niklas Eckardt,Fresenius (Germany),I4210108778,company,company,Other,1,2023,0.000630228027959207,11.0,0.0,4.396208545842137e-13,38
A5027654396,A5027654396,Wei Liu,Southwest Jiaotong University,I4800084,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,1.5244054953923437e-11,299
A5027666712,A5027666712,Hossein Farahani,University of British Columbia,I141945490,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,1191
A5027668332,A5027668332,Taro Shimono,Osaka Metropolitan University,I4387152983,education,education,Other,1,2023,0.0005156411137848059,9.0,0.0,6.626034765668986e-20,198
A5027677066,A5027677066,Gábor Prószéky,ELTE Research Centre for Linguistics,I2802350943,facility,research_institute,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1192
A5027711113,A5027711113,Adish Singla,Max Planck Institute for Software Systems,I4210121786,facility,research_institute,Other,3,2023,0.0004010541996104045,14.0,0.0,1.0795317188973441e-15,122
A5027712833,A5027712833,Akshita Bhagia,Allen Institute,I4210140341,nonprofit,nonprofit,Other,1,2023,0.00022917382834880258,4.0,0.0,4.816589228427407e-09,3
A5027728339,A5027728339,Minglun Han,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,1193
A5027728617,A5027728617,Jason A. Vander Heiden,,,,unknown,Other,1,2023,0.0007448149421336084,13.0,0.0,1.4820266954938712e-18,330
A5027729448,A5027729448,Amir Pouran Ben Veyseh,University of Oregon,I181233156,education,education,Other,2,2023,0.0007448149421336084,14.0,3.49493406733549e-05,4.645491615189405e-12,247
A5027735250,A5027735250,Lin Zheng,Chinese Academy of Sciences,I19820366,government,government,Other,1,2023,0.0002864672854360032,5.0,0.0,3.297288544191085e-21,1194
A5027760899,A5027760899,Yeming Wen,,,,unknown,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,1195
A5027763497,A5027763497,Chung‐Cheng Chiu,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,2,2023,0.001145869141744013,32.0,0.0,1.059498227500952e-09,85
A5027763635,A5027763635,Stefan Voß,Universität Hamburg,I159176309,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,1196
A5027765968,A5027765968,Cyril Brom,Charles University,I21250087,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,687
A5027768127,A5027768127,Dakai Jin,Alibaba Group (United States),I4210095624,company,company,Other,1,2023,0.00045834765669760516,8.0,0.0,1.6119493778832628e-07,464
A5027772072,A5027772072,Seong‐Lyun Kim,Yonsei University,I193775966,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,3.6716388223965093e-26,1069
A5027796698,A5027796698,Jingwen Chen,Sun Yat-sen University,I157773358,education,education,Other,2,2023,0.0002864672854360032,7.0,0.0,1.7471288722634433e-21,1197
A5027803815,A5027803815,Luis A. Martínez‐Tossas,National Laboratory of the Rockies,I1297288678,facility,research_institute,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,250
A5027804169,A5027804169,Zangwei Zheng,,,,unknown,Other,2,2023,0.00045834765669760516,9.0,3.7609961225629446e-06,1.678094120048929e-07,19
A5027824796,A5027824796,Giuseppe Meccariello,Ospedale G.B. Morgagni - L.Pierantoni,I4210125092,healthcare,healthcare,Other,1,2023,0.000802108399220809,14.0,0.0,1.3411312953986402e-17,488
A5027846091,A5027846091,Jos A. Bosch,University of Amsterdam,I887064364,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,607
A5027846238,A5027846238,Philip J. Luthert,University College London,I45129253,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,1198
A5027850521,A5027850521,Edward Curry,Ollscoil na Gaillimhe – University of Galway,I188760350,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,789
A5027851405,A5027851405,Xiaowei Hu,ShangHai JiAi Genetics & IVF Institute,I4210122302,healthcare,healthcare,Other,1,2023,0.000630228027959207,11.0,0.0,3.136926587242214e-07,19
A5027855773,A5027855773,Jack Beuth,Carnegie Mellon University,I74973139,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,1.3822289729636765e-24,235
A5027859418,A5027859418,Dhruv Kumar,University of Minnesota System,I2800403580,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1199
A5027861933,A5027861933,Yinghai Lu,,,,unknown,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,1200
A5027881296,A5027881296,Hanwen Chang,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,1201
A5027887650,A5027887650,William J. Mack,University of Southern California,I1174212,education,education,Other,1,2023,0.0006875214850464077,12.0,0.0,1.5719927343101913e-18,108
A5027894657,A5027894657,Lawrence McAfee,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,1.0473256498342648e-07,24
A5027907258,A5027907258,Jihong Park,Deakin University,I149704539,education,education,Other,2,2023,0.0002864672854360032,6.0,0.0,6.190899513278593e-26,1069
A5027911708,A5027911708,Lukas Zbinden,University of Bern,I118564535,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,1202
A5027914365,A5027914365,Mia Kamayani Sulaeman,Universitas Muhammadiyah Prof Dr Hamka,I4210113907,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1203
A5027914496,A5027914496,Adalikwu Mfon-Ette Theresa,FCT College of Education,I4210086517,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1204
A5027915931,A5027915931,Benno Stein,Bauhaus-Universität Weimar,I51441396,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,8.66502903341978e-15,637
A5027935660,A5027935660,Sebastian Ziegelmayer,TUM Klinikum,I2802619606,healthcare,healthcare,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,693
A5027942208,A5027942208,Anthony Tumber,Mansfield University,I131579929,education,education,Other,1,2023,0.0010885756846568122,19.0,0.0,9.101045934494622e-16,422
A5027945392,A5027945392,Dominique Denis-Lalonde,University of Calgary,I168635309,education,education,Other,1,2023,0.0005156411137848059,9.0,0.0,3.471773504064428e-21,929
A5027982696,A5027982696,Chao Guo,Chinese Academy of Sciences,I19820366,government,government,Other,1,2023,0.00017188037126160193,3.0,0.0,3.3308888603152275e-18,146
A5027984865,A5027984865,Shuji Awano,Kyushu Dental University,I200314755,education,education,Other,1,2023,0.0004010541996104045,7.0,0.0,6.254191143687736e-23,432
A5027984896,A5027984896,Tyler Reese,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,1,2023,0.0018333906267904206,32.0,0.0,7.478289992503616e-12,569
A5028001282,A5028001282,Bradley Green,,,,unknown,Other,1,2023,0.0017188037126160192,30.0,0.0,8.177517006983621e-05,148
A5028012849,A5028012849,Edward Xuejun Li,City University of New York,I174216632,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1205
A5028016065,A5028016065,Zhaoxiang Zhang,,,,unknown,Other,1,2023,0.000802108399220809,14.0,0.0,1.6366145828892126e-07,76
A5028027697,A5028027697,Lequan Lin,The University of Sydney,I129604602,education,education,Other,2,2023,0.0004010541996104045,8.0,0.0,1.8414388792246752e-24,636
A5028035125,A5028035125,Fadi Boutros,Fraunhofer Institute for Computer Graphics Research,I3019423309,facility,research_institute,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1206
A5028035527,A5028035527,Kaitao Song,,,,unknown,Other,1,2023,0.00045834765669760516,8.0,0.0,2.033102290777737e-09,36
A5028048806,A5028048806,Shubh Maheshwari,Indian Institute of Technology Hyderabad,I65181880,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1207
A5028051805,A5028051805,Philippe Schwaller,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,4,2023,0.00017188037126160193,6.0,0.0,5.6534831828837264e-24,35
A5028053426,A5028053426,Paul Grundmann,,,,unknown,Other,1,2023,0.0004010541996104045,7.0,0.0,7.758111107750934e-13,38
A5028076059,A5028076059,Mamatha Balachandra,Manipal Academy of Higher Education,I164861460,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1208
A5028103486,A5028103486,Xiangyong Cao,,,,unknown,Other,1,2023,0.00011458691417440129,2.0,0.0,2.893748084742906e-13,123
A5028110202,A5028110202,Yingchaojie Feng,Zhejiang University,I76130692,education,education,Other,2,2023,0.00045834765669760516,14.0,0.0,1.7300849121847524e-18,158
A5028114802,A5028114802,Ece Kamar,,,,unknown,Other,1,2023,0.0007448149421336084,13.0,0.0,1.1806544776482074e-09,1
A5028118007,A5028118007,Shang Lu,Shenzhen Institute of Information Technology,I158809036,education,education,Other,1,2023,0.0004010541996104045,7.0,0.0,6.254191143687736e-23,1032
A5028125399,A5028125399,Ed H.,,,,unknown,Other,2,2023,0.0007448149421336084,13.0,0.00016273206402441572,5.512553125520171e-06,148
A5028125767,A5028125767,Nan Xu,,,,unknown,Other,1,2023,0.0005156411137848059,9.0,0.0,3.471773504064428e-21,1209
A5028132068,A5028132068,Su‐Yen Chen,National Tsing Hua University,I25846049,education,education,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,1210
A5028132575,A5028132575,Anthony S. Hartshorn,,,,unknown,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,1211
A5028144841,A5028144841,Robert Mahari,,,,unknown,Other,1,2023,0.0007448149421336084,13.0,0.0,1.020856953996574e-14,60
A5028174137,A5028174137,Scott Sanner,University of Toronto,I185261750,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,1212
A5028178741,A5028178741,Ewa Dominowska,,,,unknown,Other,2,2023,0.0024636186547496277,57.0,0.0,0.00014730889416724613,148
A5028182071,A5028182071,Renjie Pi,,,,unknown,Other,1,2023,0.00045834765669760516,8.0,0.0,1.0794742781705522e-09,133
A5028191653,A5028191653,Matthew Cotter,Icahn School of Medicine at Mount Sinai,I98704320,education,education,Other,1,2023,0.0005156411137848059,9.0,0.0,3.471773504064428e-21,955
A5028204089,A5028204089,Arie Wahyu Prananta,Trunojoyo University,I3132710747,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1213
A5028211998,A5028211998,Bill Dally,,,,unknown,Other,1,2023,0.0016615102555288187,29.0,0.0,1.1490401499481215e-09,24
A5028217893,A5028217893,Ang Cao,University of Michigan,I27837315,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,2.494371749555475e-11,15
A5028235866,A5028235866,Yanning Zhang,Northwestern Polytechnical University,I17145004,education,education,Other,2,2023,0.0005156411137848059,14.0,0.0,2.3976143177577645e-11,123
A5028239106,A5028239106,Alexandre Drouin,,,,unknown,Other,3,2023,0.0020052709980520225,45.0,0.0006771861434715974,2.1175751601579923e-07,15
A5028242209,A5028242209,Enrica Macorano,University of Bari Aldo Moro,I5561750,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,364
A5028258340,A5028258340,Xuguang Duan,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,1.426018180543844e-22,572
A5028262474,A5028262474,Dimitri Coelho Mollo,,,,unknown,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,1214
A5028269821,A5028269821,Pengming Wang,Google DeepMind (United Kingdom),I4210090411,company,company,Google / Google DeepMind / DeepMind,1,2023,0.000630228027959207,11.0,0.0,4.475681731625897e-07,74
A5028272399,A5028272399,Peng Gao,,,,unknown,Other,1,2023,0.0005156411137848059,9.0,0.0,2.207863677082058e-07,41
A5028277225,A5028277225,Jason Fries,Stanford University,I97018004,education,education,Other,6,2023,0.0009166953133952103,39.0,5.640086436840563e-05,4.477123205224854e-06,1
A5028286699,A5028286699,Hyun Joon Jung,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,1.1541359390853568e-11,133
A5028305960,A5028305960,Avni P. Finn,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,1,2023,0.0018333906267904206,32.0,0.0,7.478289992503616e-12,569
A5028313230,A5028313230,Nokyung Park,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,4.89092220304928e-10,30
A5028325441,A5028325441,Sarath Sreedharan,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,317
A5028333907,A5028333907,Jianhua Jiang,Jilin University of Finance and Economics,I179324530,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,1215
A5028345035,A5028345035,Olga Kardymon,National Research University Higher School of Economics,I118501908,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,1216
A5028358700,A5028358700,Andrew Ma,,,,unknown,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,950
A5028370193,A5028370193,Noa García,The University of Osaka,I98285908,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,5.056078698963112e-19,459
A5028391851,A5028391851,Jon Whittle,,,,unknown,Other,2,2023,0.00034376074252320387,6.0,0.0,1.3146622853568144e-21,480
A5028418159,A5028418159,Vishnu Sashank Dorbala,"University of Maryland, College Park",I66946132,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.3474933739589775e-13,18
A5028437800,A5028437800,Xulong Zhang,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,6.860693599308165e-12,113
A5028460960,A5028460960,Evis Sala,Università Cattolica del Sacro Cuore,I103320735,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,389
A5028468431,A5028468431,Haodong Duan,,,,unknown,Other,1,2023,0.0010885756846568122,19.0,0.0,1.678527881229086e-07,41
A5028485636,A5028485636,Naveed Saif,University of Science and Technology Bannu,I4210154218,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,838
A5028486493,A5028486493,Lei Bai,,,,unknown,Other,1,2023,0.000630228027959207,11.0,0.0,3.0381720249508802e-09,76
A5028486593,A5028486593,Geoffrey Cideron,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,1,2023,0.0010312822275696117,18.0,0.0,8.895782754697426e-15,153
A5028500121,A5028500121,Rongyu Cao,,,,unknown,Other,1,2023,0.0008594018563080096,15.0,0.0,1.7199533179023767e-08,49
A5028501158,A5028501158,Alexander Robey,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.8553645219488115e-24,40
A5028502615,A5028502615,Carmelo Gonzales,Intel (United States),I1343180700,company,company,Other,1,2023,0.0002864672854360032,5.0,0.0,3.920603367549595e-11,74
A5028510513,A5028510513,Ulrich Keller,German Cancer Research Center,I17937529,facility,research_institute,Other,1,2023,0.0006875214850464077,12.0,0.0,3.9041970224458837e-19,435
A5028512078,A5028512078,Shiqi Cao,University of Electronic Science and Technology of China,I150229711,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,1.1737849293639561e-23,56
A5028518690,A5028518690,Amr Hagag,,,,unknown,Other,1,2023,0.0008594018563080096,15.0,0.0,1.7322940873305445e-13,398
A5028522433,A5028522433,Rafael Rafailov,Harvard University,I136199984,education,education,Other,5,2023,0.0012031625988312136,29.0,0.0004814987429021844,8.358958265873507e-06,144
A5028537543,A5028537543,Wei Qiu,University of Washington,I201448701,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,6.194457159476534e-25,1217
A5028545634,A5028545634,Iori Yanokura,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,5.653483182883726e-24,1218
A5028548820,A5028548820,Christophe Tribes,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,597
A5028562219,A5028562219,Zheng Yuan,,,,unknown,Other,2,2023,0.00034376074252320387,9.0,0.0,1.92630681403437e-08,49
A5028570509,A5028570509,Yang Tang,East China University of Science and Technology,I143593769,education,education,Other,1,2023,0.00034376074252320387,6.0,0.0,6.6569789415431336e-12,113
A5028571485,A5028571485,Lluís Giménez Mateu,Universitat Politècnica de Catalunya,I9617848,education,education,Other,1,2023,0.00011458691417440129,2.0,0.0,1.345036188641884e-30,1219
A5028574842,A5028574842,Yaonai Wei,,,,unknown,Other,1,2023,0.0028073793972728314,49.0,0.0,0.03705931328168635,92
A5028576247,A5028576247,Julian Löchner,University of Cape Town,I157614274,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,1183
A5028584175,A5028584175,W. Lewis Johnson,Alelo (United States),I4210159553,company,company,Other,1,2023,0.0,0.0,0.0,3.4717735040644275e-39,1220
A5028588421,A5028588421,Jonathan Tremblay,Nvidia (United States),I4210127875,company,company,NVIDIA,2,2023,0.00045834765669760516,16.0,0.0,7.818694605376114e-17,665
A5028589479,A5028589479,Jörg Pohle,Alexander von Humboldt Institute for Internet and Society,I4210118181,other,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,167
A5028604823,A5028604823,Zhirui Zhang,Tencent (China),I2250653659,company,company,Other,2,2023,0.00034376074252320387,12.0,0.0,7.205166813298143e-07,13
A5028607263,A5028607263,Zhengxiang Shi,,,,unknown,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,1221
A5028613002,A5028613002,Oncel Tuzel,,,,unknown,Other,1,2023,0.00045834765669760516,8.0,0.0,1.1467147746572797e-11,133
A5028613913,A5028613913,Nikita Smetanin,The Metropolitan Opera (United States),I4210112286,company,company,Other,1,2023,0.000802108399220809,14.0,0.0,7.270382092362298e-11,0
A5028616681,A5028616681,Dara Bracken‐Clarke,National Institutes of Health,I1299303238,government,government,Other,2,2023,0.0007448149421336084,14.0,5.424402134147191e-05,7.925323354144924e-09,74
A5028616855,A5028616855,Shreyaan Pradhan,Vellore Institute of Technology University,I876193797,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,1222
A5028618964,A5028618964,Benjamin Clavié,,,,unknown,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,501
A5028621401,A5028621401,Anıl Osman Tur,University of Trento,I193223587,education,education,Other,2,2023,0.00017188037126160193,6.0,0.0,5.6534831828837264e-24,1223
A5028631317,A5028631317,Felix Agbavor,Drexel University,I72816309,education,education,Other,1,2023,0.00045834765669760516,8.0,0.0,6.077604072943975e-13,494
A5028638312,A5028638312,Se June Joo,,,,unknown,Other,1,2023,0.00034376074252320387,6.0,0.0,2.278916143641763e-10,3
A5028640123,A5028640123,Shaoyan Sun,,,,unknown,Other,1,2023,0.0009166953133952103,16.0,0.0,1.0799384952690474e-10,166
A5028641918,A5028641918,Jevan Cevik,Peninsula Health,I4210120624,healthcare,healthcare,Other,1,2023,0.00034376074252320387,6.0,0.0,9.003665113428604e-22,20
A5028641941,A5028641941,Zhenchang Xing,Data61,I42894916,other,unknown,Other,3,2023,0.000630228027959207,15.0,0.0,4.240598880662021e-21,480
A5028643592,A5028643592,Xiatian Zhu,,,,unknown,Other,2,2023,0.00034376074252320387,6.0,0.0,5.0979994335949715e-27,602
A5028648992,A5028648992,Claudia Shi,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,2.230550733322575e-15,9
A5028655194,A5028655194,Zheng Gong,,,,unknown,Other,1,2023,0.0006875214850464077,12.0,0.0,3.9041970224458837e-19,813
A5028659802,A5028659802,Mohi Reza,,,,unknown,Other,1,2023,0.0004010541996104045,7.0,0.0,7.837079118424115e-23,903
A5028674614,A5028674614,Yongqi Zhou,Lenovo (China),I4210156165,company,company,Other,1,2023,0.00045834765669760516,8.0,0.0,5.210945779263349e-22,329
A5028681799,A5028681799,Vicky Zayats,,,,unknown,Other,1,2023,0.001604216798441618,28.0,0.0,5.708051743229776e-09,85
A5028690179,A5028690179,David W. Zhang,University of Amsterdam,I887064364,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,4.0808729145288245e-26,716
A5028695671,A5028695671,Jason Bennett Thatcher,Temple University,I84392919,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1224
A5028697710,A5028697710,Md Abdullah Al Mamun,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,1225
A5028706339,A5028706339,Zohar Elyoseph,The Max Stern Yezreel Valley College,I116660002,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,1226
A5028723221,A5028723221,Su‐In Lee,University of Washington,I201448701,education,education,Other,3,2023,0.00034376074252320387,13.0,0.0,4.4570498818490096e-11,1
A5028727353,A5028727353,Paweł Niszczota,Poznań University of Economics and Business,I12379730,education,education,Other,2,2023,0.0,0.0,0.0,3.4717735040644275e-39,1227
A5028729111,A5028729111,Junbum Cha,Kao Corporation (Japan),I207623266,company,company,Other,1,2023,0.00011458691417440129,2.0,0.0,2.3821988598136295e-21,592
A5028750260,A5028750260,Bhargav S. Gulavani,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,390
A5028759029,A5028759029,Yin Lee,,,,unknown,Other,1,2023,0.0002864672854360032,5.0,0.0,3.40469274670189e-10,299
A5028759136,A5028759136,George Gui,Columbia University,I78577930,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,1124
A5028772381,A5028772381,Pamela Mishkin,,,,unknown,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,947
A5028772801,A5028772801,Amit Sheth,University of South Carolina,I155781252,education,education,Other,3,2023,0.0005156411137848059,14.0,0.0,5.913755771101243e-20,822
A5028776297,A5028776297,Mohammed Khalil,Perimeter Institute,I183974707,facility,research_institute,Other,1,2023,0.0013177495130056148,23.0,0.0,2.4230017911869673e-14,193
A5028789964,A5028789964,Yuriy Brun,University of Massachusetts Amherst,I24603500,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1228
A5028791605,A5028791605,Μαρία Παππά,CMR University,I4210104573,education,education,Other,1,2023,0.0002864672854360032,5.0,0.0,3.52593166635338e-25,1229
A5028823648,A5028823648,Hiroki Sakaji,The University of Tokyo,I74801974,education,education,Other,4,2023,0.00022917382834880258,9.0,0.0,1.0748019727453307e-22,205
A5028834865,A5028834865,Danfei Xu,Nvidia (United States),I4210127875,company,company,NVIDIA,2,2023,0.00045834765669760516,16.0,0.0,7.818694605376114e-17,665
A5028836340,A5028836340,Sadao Kurohashi,Kyoto University,I22299242,education,education,Other,3,2023,0.0007448149421336084,18.0,2.4830009768983622e-06,1.6805879398022607e-19,762
A5028836596,A5028836596,Jinjiang Li,Shandong Institute of Business and Technology,I83776822,education,education,Other,1,2023,0.00017188037126160193,3.0,0.0,2.3857845854521663e-28,1230
A5028846088,A5028846088,Omar Wagih,Ontario Genomics,I2802127592,nonprofit,nonprofit,Other,2,2023,0.0026354990260112295,90.0,0.0,0.0005279905726788654,284
A5028847238,A5028847238,Nenglun Chen,,,,unknown,Other,1,2023,0.0004010541996104045,7.0,0.0,9.699016944743005e-08,41
A5028850718,A5028850718,Peter Lee,Microsoft (United States),I1290206253,company,company,Microsoft,1,2023,0.00011458691417440129,2.0,0.0,1.4613574865256883e-11,1
A5028854703,A5028854703,Jiaqi Liu,Tongji University,I116953780,education,education,Other,1,2023,0.00022917382834880258,4.0,0.0,1.32437648928239e-26,1231
A5028858025,A5028858025,Lambert Schomaker,University of Groningen,I169381384,education,education,Other,1,2023,5.7293457087200645e-05,1.0,0.0,9.101045934494653e-34,1232
A5028858668,A5028858668,Prajjwal Bhargava,,,,unknown,Other,2,2023,0.0010885756846568122,19.0,0.0,4.765542182669799e-08,0
A5028863551,A5028863551,Franck Dernoncourt,Adobe Systems (United States),I1306409833,company,company,Other,4,2023,0.0010312822275696117,26.0,0.00088198902516124,3.6435792432088134e-10,247
