work_id,publication_year,author_id,author_name,institution_id,institution_name,institution_type,simplified_institution_category,target_firm_label,affiliation_source
W4398144060,2024,A5057755516,Joerg J Meerpohl,I161046081,University of Freiburg,education,education,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I110736937,Délégation Paris 5,government,government,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I154526488,Inserm,government,government,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I204730241,Université Paris Cité,education,education,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I39804081,Sorbonne Université,education,education,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I4210091279,Université Sorbonne Paris Nord,education,education,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I4210091437,Sorbonne Paris Cité,other,unknown,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I4210097159,Assistance Publique – Hôpitaux de Paris,healthcare,healthcare,Other,structured_openalex
W4398144060,2024,A5050180409,Philippe Ravaud,I4387154308,Centre de Recherche Épidémiologie et Statistique,facility,research_institute,Other,structured_openalex
W4402424618,2024,A5018686746,André Brown,I41156924,Victoria University of Wellington,education,education,Other,structured_openalex
W4402190386,2024,A5046096658,Nolan Hayden,I1310019138,Michigan Department of Health and Human Services,government,government,Other,structured_openalex
W4402190386,2024,A5046096658,Nolan Hayden,I154057602,Henry Ford Health System,nonprofit,nonprofit,Other,structured_openalex
W4402190386,2024,A5057920121,Spencer Gilbert,I1310019138,Michigan Department of Health and Human Services,government,government,Other,structured_openalex
W4402190386,2024,A5057920121,Spencer Gilbert,I154057602,Henry Ford Health System,nonprofit,nonprofit,Other,structured_openalex
W4402190386,2024,A5075209009,Laila Poisson,I1310019138,Michigan Department of Health and Human Services,government,government,Other,structured_openalex
W4402190386,2024,A5075209009,Laila Poisson,I154057602,Henry Ford Health System,nonprofit,nonprofit,Other,structured_openalex
W4402190386,2024,A5063491312,Brent Griffith,I1310019138,Michigan Department of Health and Human Services,government,government,Other,structured_openalex
W4402190386,2024,A5063491312,Brent Griffith,I154057602,Henry Ford Health System,nonprofit,nonprofit,Other,structured_openalex
W4402190386,2024,A5071052871,Chad Klochko,I1310019138,Michigan Department of Health and Human Services,government,government,Other,structured_openalex
W4402190386,2024,A5071052871,Chad Klochko,I154057602,Henry Ford Health System,nonprofit,nonprofit,Other,structured_openalex
W4390498569,2024,A5101516021,Chaobo Zhang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4390498569,2024,A5101516021,Chaobo Zhang,I83019370,Eindhoven University of Technology,education,education,Other,structured_openalex
W4390498569,2024,A5100623136,Jian Zhang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4390498569,2024,A5115565883,Yang Zhao,I4210092870,Jiaxing University,education,education,Other,structured_openalex
W4390498569,2024,A5115565883,Yang Zhao,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4390498569,2024,A5059195660,Jie Lu,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4400493343,2024,A5103286483,Yue Wang,I4210158318,Second Affiliated Hospital of Zhejiang University,healthcare,healthcare,Other,structured_openalex
W4400493343,2024,A5003226543,Tianfan Fu,I165799507,Rensselaer Polytechnic Institute,education,education,Other,structured_openalex
W4400493343,2024,A5100498608,Yinlong Xu,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4400493343,2024,A5113283976,Zihan Ma,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4400493343,2024,A5101880727,Hongxia Xu,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4400493343,2024,A5102727729,Bang Du,I146620803,Wenzhou University,education,education,Other,structured_openalex
W4400493343,2024,A5102727729,Bang Du,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4400493343,2024,A5046890926,Yingzhou Lu,I97018004,Stanford University,education,education,Other,structured_openalex
W4400493343,2024,A5087225784,Honghao Gao,I141962983,Shanghai University of Engineering Science,education,education,Other,structured_openalex
W4400493343,2024,A5071068569,Jian Wu,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4400493343,2024,A5023258354,Jintai Chen,I157725225,University of Illinois Urbana-Champaign,education,education,Other,structured_openalex
W4391069701,2024,A5044569746,Brendin R. Beaulieu‐Jones,I113979032,Twitter (United States),company,company,Other,structured_openalex
W4391069701,2024,A5044569746,Brendin R. Beaulieu‐Jones,I1316535847,Beth Israel Deaconess Medical Center,healthcare,healthcare,Other,structured_openalex
W4391069701,2024,A5044569746,Brendin R. Beaulieu‐Jones,I136199984,Harvard University,education,education,Other,structured_openalex
W4391069701,2024,A5000831058,Margaret T. Berrigan,I1316535847,Beth Israel Deaconess Medical Center,healthcare,healthcare,Other,structured_openalex
W4391069701,2024,A5002917273,Sahaj Shah,I75747061,Geisinger Commonwealth School of Medicine,education,education,Other,structured_openalex
W4391069701,2024,A5026395633,Jayson S. Marwaha,I4210131804,National Taiwan University Hospital,healthcare,healthcare,Other,structured_openalex
W4391069701,2024,A5102938064,Shuo-Lun Lai,I4210131804,National Taiwan University Hospital,healthcare,healthcare,Other,structured_openalex
W4391069701,2024,A5042842059,Gabriel A. Brat,I1316535847,Beth Israel Deaconess Medical Center,healthcare,healthcare,Other,structured_openalex
W4391069701,2024,A5042842059,Gabriel A. Brat,I136199984,Harvard University,education,education,Other,structured_openalex
W4403656932,2024,A5054052171,Miftachul Huda,I143923087,Sultan Idris Education University,education,education,Other,structured_openalex
W4403656932,2024,A5106216553,Moh Abdul Rohim,I143923087,Sultan Idris Education University,education,education,Other,structured_openalex
W4403656932,2024,A5090721866,Azman Ismail,I4210103989,"National Academy of Arts, Culture and Heritage",education,education,Other,structured_openalex
W4403656932,2024,A5078084841,Maragustam Siregar,I181085462,Sunan Kalijaga State Islamic University Yogyakarta,education,education,Other,structured_openalex
W4405613539,2024,A5072747890,Zhenze Yang,I4391768151,Toyota Research Institute,facility,research_institute,Other,structured_openalex
W4405613539,2024,A5072747890,Zhenze Yang,I63966007,Massachusetts Institute of Technology,education,education,Other,structured_openalex
W4405613539,2024,A5072747890,Zhenze Yang,I917207718,Toyota Industries (United States),company,company,Other,structured_openalex
W4405613539,2024,A5021883317,Weike Ye,I4391768151,Toyota Research Institute,facility,research_institute,Other,structured_openalex
W4405613539,2024,A5021883317,Weike Ye,I917207718,Toyota Industries (United States),company,company,Other,structured_openalex
W4405613539,2024,A5056319646,X. L. Lei,I4391768151,Toyota Research Institute,facility,research_institute,Other,structured_openalex
W4405613539,2024,A5056319646,X. L. Lei,I917207718,Toyota Industries (United States),company,company,Other,structured_openalex
W4405613539,2024,A5092098140,Daniel Schweigert,I4391768151,Toyota Research Institute,facility,research_institute,Other,structured_openalex
W4405613539,2024,A5092098140,Daniel Schweigert,I917207718,Toyota Industries (United States),company,company,Other,structured_openalex
W4405613539,2024,A5042043446,Ha-Kyung Kwon,I4391768151,Toyota Research Institute,facility,research_institute,Other,structured_openalex
W4405613539,2024,A5042043446,Ha-Kyung Kwon,I917207718,Toyota Industries (United States),company,company,Other,structured_openalex
W4405613539,2024,A5076876475,Arash Khajeh,I4391768151,Toyota Research Institute,facility,research_institute,Other,structured_openalex
W4405613539,2024,A5076876475,Arash Khajeh,I917207718,Toyota Industries (United States),company,company,Other,structured_openalex
W4399206078,2024,A5101124467,Guoxing Yang,I139759216,Beijing University of Posts and Telecommunications,education,education,Other,structured_openalex
W4399206078,2024,A5100321217,Xiaohong Liu,I4210147892,CRUK Lung Cancer Centre of Excellence,facility,research_institute,Other,structured_openalex
W4399206078,2024,A5100321217,Xiaohong Liu,I45129253,University College London,education,education,Other,structured_openalex
W4399206078,2024,A5000609872,Jian‐Yu Shi,I139759216,Beijing University of Posts and Telecommunications,education,education,Other,structured_openalex
W4399206078,2024,A5100707447,Zan Wang,I139759216,Beijing University of Posts and Telecommunications,education,education,Other,structured_openalex
W4399206078,2024,A5100458577,Guangyu Wang,I139759216,Beijing University of Posts and Telecommunications,education,education,Other,structured_openalex
W4393235577,2024,A5072305339,Tamim M. Al-Hasan,I60342839,Qatar University,education,education,Other,structured_openalex
W4393235577,2024,A5030455437,Aya Nabil Sayed,I60342839,Qatar University,education,education,Other,structured_openalex
W4393235577,2024,A5041045029,Fayçal Bensaali,I60342839,Qatar University,education,education,Other,structured_openalex
W4393235577,2024,A5037331113,Yassine Himeur,I132806614,University of Dubai,education,education,Other,structured_openalex
W4393235577,2024,A5056484904,Iraklis Varlamis,I32762134,Harokopio University of Athens,education,education,Other,structured_openalex
W4393235577,2024,A5004201714,George Dimitrakopoulos,I32762134,Harokopio University of Athens,education,education,Other,structured_openalex
W4399142101,2024,A5061558768,Tom Driessen,I98358874,Delft University of Technology,education,education,Other,structured_openalex
W4399142101,2024,A5010003168,Dimitra Dodou,I98358874,Delft University of Technology,education,education,Other,structured_openalex
W4399142101,2024,A5068886540,Pavlo Bazilinskyy,I83019370,Eindhoven University of Technology,education,education,Other,structured_openalex
W4399142101,2024,A5037003206,Joost de Winter,I98358874,Delft University of Technology,education,education,Other,structured_openalex
W4402520832,2024,A5064012892,Manuel Ayala-Chauvín,I4210127378,Universidad Indoamérica,education,education,Other,structured_openalex
W4402520832,2024,A5031066676,Fátima Avilés-Castillo,I4210127378,Universidad Indoamérica,education,education,Other,structured_openalex
W4393063345,2024,A5113134285,Yiming Li,I919571938,The University of Texas Health Science Center at Houston,education,education,Other,structured_openalex
W4393063345,2024,A5104594518,Jianfu Li,I4210146710,Mayo Clinic in Florida,healthcare,healthcare,Other,structured_openalex
W4393063345,2024,A5083672597,Jianping He,I919571938,The University of Texas Health Science Center at Houston,education,education,Other,structured_openalex
W4393063345,2024,A5076058129,Cui Tao,I4210146710,Mayo Clinic in Florida,healthcare,healthcare,Other,structured_openalex
W4399285823,2024,A5024454231,Timothy R. McIntosh,I196829312,La Trobe University,education,education,Other,structured_openalex
W4399285823,2024,A5100392689,Tong Liu,I51158804,Massey University,education,education,Other,structured_openalex
W4399285823,2024,A5037915797,Teo Sušnjak,I51158804,Massey University,education,education,Other,structured_openalex
W4399285823,2024,A5053757316,Malka N. Halgamuge,I82951845,RMIT University,education,education,Other,structured_openalex
W4403878225,2024,A5016273925,Anna Kharko,I123387679,Uppsala University,education,education,Other,structured_openalex
W4403878225,2024,A5016273925,Anna Kharko,I1342360035,Uppsala University Hospital,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5016273925,Anna Kharko,I897542642,University of Plymouth,education,education,Other,structured_openalex
W4403878225,2024,A5028480620,Brian McMillan,I2799725268,Manchester Academic Health Science Centre,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5028480620,Brian McMillan,I28407311,University of Manchester,education,education,Other,structured_openalex
W4403878225,2024,A5073812061,Josefin Hagström,I123387679,Uppsala University,education,education,Other,structured_openalex
W4403878225,2024,A5073812061,Josefin Hagström,I1342360035,Uppsala University Hospital,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5012739366,Irene Muli,I123387679,Uppsala University,education,education,Other,structured_openalex
W4403878225,2024,A5012739366,Irene Muli,I1342360035,Uppsala University Hospital,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5077293023,Gail Davidge,I2799725268,Manchester Academic Health Science Centre,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5077293023,Gail Davidge,I28407311,University of Manchester,education,education,Other,structured_openalex
W4403878225,2024,A5080445565,Maria Hägglund,I123387679,Uppsala University,education,education,Other,structured_openalex
W4403878225,2024,A5080445565,Maria Hägglund,I1342360035,Uppsala University Hospital,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5090414480,Charlotte Blease,I123387679,Uppsala University,education,education,Other,structured_openalex
W4403878225,2024,A5090414480,Charlotte Blease,I1316535847,Beth Israel Deaconess Medical Center,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5090414480,Charlotte Blease,I1342360035,Uppsala University Hospital,healthcare,healthcare,Other,structured_openalex
W4403878225,2024,A5090414480,Charlotte Blease,I136199984,Harvard University,education,education,Other,structured_openalex
W4391262681,2024,A5103257906,Roya Zandi,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5109677792,Joseph D. Fahey,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5028519630,Michael Drakopoulos,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5081014584,John M. Bryan,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5091947916,Siyuan Dong,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5091051156,Paul J. Bryar,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5056421753,Ann E. Bidwell,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5111333872,R. Chris Bowen,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5041468092,Jeremy A. Lavine,I111979921,Northwestern University,education,education,Other,structured_openalex
W4391262681,2024,A5007429769,Rukhsana G. Mirza,I111979921,Northwestern University,education,education,Other,structured_openalex
W4400337461,2024,A5102809685,Mithila Sivakumar,I192455969,York University,education,education,Other,structured_openalex
W4400337461,2024,A5069795565,Alvine Boaye Belle,I192455969,York University,education,education,Other,structured_openalex
W4400337461,2024,A5093264958,Jinjun Shan,I192455969,York University,education,education,Other,structured_openalex
W4400337461,2024,A5093264959,Kimya Khakzad Shahandashti,I192455969,York University,education,education,Other,structured_openalex
W4392162962,2024,A5040712361,Yifang Xu,I881766915,Nanjing University,education,education,Other,structured_openalex
W4392162962,2024,A5021416936,Yunzhuo Sun,I4210165606,Hubei Normal University,education,education,Other,structured_openalex
W4392162962,2024,A5104249063,Zien Xie,I881766915,Nanjing University,education,education,Other,structured_openalex
W4392162962,2024,A5113373662,Benxiang Zhai,I881766915,Nanjing University,education,education,Other,structured_openalex
W4392162962,2024,A5046137144,Sidan Du,I881766915,Nanjing University,education,education,Other,structured_openalex
W4396897829,2024,A5101541728,Cheng Ju,I108688024,Qingdao University,education,education,Other,structured_openalex
W4393215948,2024,A5020125009,Jung-Hyun Lee,I1281027232,Lincoln Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5020125009,Jung-Hyun Lee,I1326872476,Maimonides Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5020125009,Jung-Hyun Lee,I181697535,SUNY Downstate Health Sciences University,education,education,Other,structured_openalex
W4393215948,2024,A5020125009,Jung-Hyun Lee,I32971472,Yale University,education,education,Other,structured_openalex
W4393215948,2024,A5020125009,Jung-Hyun Lee,I4210117211,Kings County Hospital Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5055318595,Eunhee Choi,I1281027232,Lincoln Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5055318595,Eunhee Choi,I1326872476,Maimonides Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5055318595,Eunhee Choi,I181697535,SUNY Downstate Health Sciences University,education,education,Other,structured_openalex
W4393215948,2024,A5055318595,Eunhee Choi,I32971472,Yale University,education,education,Other,structured_openalex
W4393215948,2024,A5055318595,Eunhee Choi,I4210117211,Kings County Hospital Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5025235631,Robert A. McDougal,I1281027232,Lincoln Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5025235631,Robert A. McDougal,I1326872476,Maimonides Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5025235631,Robert A. McDougal,I181697535,SUNY Downstate Health Sciences University,education,education,Other,structured_openalex
W4393215948,2024,A5025235631,Robert A. McDougal,I32971472,Yale University,education,education,Other,structured_openalex
W4393215948,2024,A5025235631,Robert A. McDougal,I4210117211,Kings County Hospital Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5082122443,William W. Lytton,I1281027232,Lincoln Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5082122443,William W. Lytton,I1326872476,Maimonides Medical Center,healthcare,healthcare,Other,structured_openalex
W4393215948,2024,A5082122443,William W. Lytton,I181697535,SUNY Downstate Health Sciences University,education,education,Other,structured_openalex
W4393215948,2024,A5082122443,William W. Lytton,I32971472,Yale University,education,education,Other,structured_openalex
W4393215948,2024,A5082122443,William W. Lytton,I4210117211,Kings County Hospital Center,healthcare,healthcare,Other,structured_openalex
W4399478575,2024,A5102966585,Nan Zhang,I4210144384,Third Affiliated Hospital of Zhengzhou University,healthcare,healthcare,Other,structured_openalex
W4399478575,2024,A5057584329,Zaijie Sun,I4210113795,Hubei University of Arts and Science,education,education,Other,structured_openalex
W4399478575,2024,A5057584329,Zaijie Sun,I4210119234,Xiangyang Central Hospital,healthcare,healthcare,Other,structured_openalex
W4399478575,2024,A5103254138,Yuchen Xie,I139660479,Central South University,education,education,Other,structured_openalex
W4399478575,2024,A5023183867,Haiyang Wu,I4210156804,First Affiliated Hospital of Zhengzhou University,healthcare,healthcare,Other,structured_openalex
W4399478575,2024,A5023183867,Haiyang Wu,I5740404,Tianjin Medical University,education,education,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I183519381,Capital Medical University,education,education,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I4210126517,Wangjing Hospital of China Academy of Chinese Medical Sciences,healthcare,healthcare,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I20231570,Peking University,education,education,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I200296433,Chinese Academy of Medical Sciences & Peking Union Medical College,education,education,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I2802957242,Beijing Jishuitan Hospital,healthcare,healthcare,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I75951250,Freie Universität Berlin,education,education,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I39343248,Humboldt-Universität zu Berlin,education,education,Other,structured_openalex
W4399478575,2024,A5039127351,Cheng Li,I7877124,Charité - Universitätsmedizin Berlin,funder,unknown,Other,structured_openalex
W4402917209,2024,A5101259976,Hao Lu,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5101259976,Hao Lu,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5104257055,Xuesong Niu,I4210100255,Beijing Academy of Artificial Intelligence,other,unknown,Other,structured_openalex
W4402917209,2024,A5104257055,Xuesong Niu,I4392738278,Beijing Institute for General Artificial Intelligence,government,government,Other,structured_openalex
W4402917209,2024,A5101717547,Jiyao Wang,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5101717547,Jiyao Wang,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5100330965,Yin Wang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4402917209,2024,A5036921959,Qingyong Hu,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5036921959,Qingyong Hu,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5101916962,Jiaqi Tang,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5101916962,Jiaqi Tang,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5100451832,Yuting Zhang,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5100451832,Yuting Zhang,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5101316448,Kaishen Yuan,I4396570619,Great Bay University,education,education,Other,structured_openalex
W4402917209,2024,A5101814209,Bin Huang,I82880672,Beihang University,education,education,Other,structured_openalex
W4402917209,2024,A5062522283,Zitong Yu,I4396570619,Great Bay University,education,education,Other,structured_openalex
W4402917209,2024,A5033765089,Dengbo He,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5033765089,Dengbo He,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5055284175,Shuiguang Deng,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4402917209,2024,A5100353596,Hao Chen,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5100353596,Hao Chen,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5101938761,Ying-Cong Chen,I200769079,Hong Kong University of Science and Technology,education,education,Other,structured_openalex
W4402917209,2024,A5101938761,Ying-Cong Chen,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4402917209,2024,A5050297728,Shiguang Shan,I19820366,Chinese Academy of Sciences,government,government,Other,structured_openalex
W4402917209,2024,A5050297728,Shiguang Shan,I4210090176,Institute of Computing Technology,facility,research_institute,Other,structured_openalex
W4392541953,2024,A5045016647,Gizem Boztaş Demi̇r,I4210128276,Sağlık Bilimleri Üniversitesi,education,education,Other,structured_openalex
W4392541953,2024,A5045016647,Gizem Boztaş Demi̇r,I872922937,University of Health Sciences Antigua,education,education,Other,structured_openalex
W4392541953,2024,A5094087657,Yağızalp Sükut,I4210128276,Sağlık Bilimleri Üniversitesi,education,education,Other,structured_openalex
W4392541953,2024,A5094087657,Yağızalp Sükut,I872922937,University of Health Sciences Antigua,education,education,Other,structured_openalex
W4392541953,2024,A5009709092,Gökhan Serhat Duran,I4210128276,Sağlık Bilimleri Üniversitesi,education,education,Other,structured_openalex
W4392541953,2024,A5009709092,Gökhan Serhat Duran,I872922937,University of Health Sciences Antigua,education,education,Other,structured_openalex
W4392541953,2024,A5011905828,Kübra Gülnur Topsakal,I4210128276,Sağlık Bilimleri Üniversitesi,education,education,Other,structured_openalex
W4392541953,2024,A5011905828,Kübra Gülnur Topsakal,I872922937,University of Health Sciences Antigua,education,education,Other,structured_openalex
W4392541953,2024,A5087209873,Serkan Görgülü,I4210128276,Sağlık Bilimleri Üniversitesi,education,education,Other,structured_openalex
W4392541953,2024,A5087209873,Serkan Görgülü,I872922937,University of Health Sciences Antigua,education,education,Other,structured_openalex
W4393343394,2024,A5065678168,Eric J. Alfaro Martínez,I63966007,Massachusetts Institute of Technology,education,education,Other,structured_openalex
W4401974384,2024,A5069453957,Angelica Lermann Henestrosa,I4210136238,Leibniz-Institut für Wissensmedien,facility,research_institute,Other,structured_openalex
W4401974384,2024,A5030143958,Joachim Kimmerle,I4210136238,Leibniz-Institut für Wissensmedien,facility,research_institute,Other,structured_openalex
W4401974384,2024,A5030143958,Joachim Kimmerle,I8087733,University of Tübingen,education,education,Other,structured_openalex
W4400009090,2024,A5040754771,Sakib Shahriar,I79817857,University of Guelph,education,education,Other,structured_openalex
W4400009090,2024,A5017599308,Brady Lund,I123534392,University of North Texas,education,education,Other,structured_openalex
W4400009090,2024,A5020459930,Nishith Reddy Mannuru,I123534392,University of North Texas,education,education,Other,structured_openalex
W4400009090,2024,A5082222384,Muhammad Arshad,I173911158,Iowa State University,education,education,Other,structured_openalex
W4400009090,2024,A5035177276,Kadhim Hayawi,I91044093,Zayed University,education,education,Other,structured_openalex
W4400009090,2024,A5048569434,Ravi Varma Kumar Bevara,I123534392,University of North Texas,education,education,Other,structured_openalex
W4400009090,2024,A5093660475,Aashrith Mannuru,I162577319,The University of Texas at Dallas,education,education,Other,structured_openalex
W4400009090,2024,A5099475044,Laiba Batool,I201384688,National University of Computer and Emerging Sciences,education,education,Other,structured_openalex
W4394762705,2024,A5059658413,Jinwen Xu,I19700959,Florida International University,education,education,Other,structured_openalex
W4394762705,2024,A5064166714,Ran Tao,I2613432,University of South Florida,education,education,Other,structured_openalex
W4396827139,2024,A5088337044,Dasom Choi,I157485424,Korea Advanced Institute of Science and Technology,education,education,Other,structured_openalex
W4396827139,2024,A5008639484,Sunok Lee,I157485424,Korea Advanced Institute of Science and Technology,education,education,Other,structured_openalex
W4396827139,2024,A5008639484,Sunok Lee,I9927081,Aalto University,education,education,Other,structured_openalex
W4396827139,2024,A5058457312,Sung-In Kim,I2802835388,Seoul National University Hospital,healthcare,healthcare,Other,structured_openalex
W4396827139,2024,A5102922496,Kyungah Lee,I9323808,Daegu University,education,education,Other,structured_openalex
W4396827139,2024,A5109500670,Hee Jeong Yoo,I2803058125,Seoul National University Bundang Hospital,healthcare,healthcare,Other,structured_openalex
W4396827139,2024,A5065093989,Sangsu Lee,I157485424,Korea Advanced Institute of Science and Technology,education,education,Other,structured_openalex
W4396827139,2024,A5065093989,Sangsu Lee,I9927081,Aalto University,education,education,Other,structured_openalex
W4396827139,2024,A5025649906,Hwajung Hong,I157485424,Korea Advanced Institute of Science and Technology,education,education,Other,structured_openalex
W4405016591,2024,A5101848725,Jike Wang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5100641957,Hao Luo,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5035442855,Rui Qin,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5101919658,Mingyang Wang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5113282700,Xiaozhe Wan,I2250955327,Huawei Technologies (China),company,company,Other,structured_openalex
W4405016591,2024,A5104346083,Meijing Fang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5114060810,Odin Zhang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5100287262,Qiaolin Gou,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5087576648,Qun Su,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5066323913,Chao Shen,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5109765746,Ziyi You,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5019425843,Liwei Liu,I2250955327,Huawei Technologies (China),company,company,Other,structured_openalex
W4405016591,2024,A5008663435,Chang‐Yu Hsieh,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5028525523,Tingjun Hou,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4405016591,2024,A5100624617,Yu Kang,I76130692,Zhejiang University,education,education,Other,structured_openalex
W4392984569,2024,A5100754215,Xiaolan Chen,I14243506,Hong Kong Polytechnic University,education,education,Other,structured_openalex
W4392984569,2024,A5115393951,Weiyi Zhang,I14243506,Hong Kong Polytechnic University,education,education,Other,structured_openalex
W4392984569,2024,A5101746011,Ziwei Zhao,I14243506,Hong Kong Polytechnic University,education,education,Other,structured_openalex
W4392984569,2024,A5115393940,Pusheng Xu,I157773358,Sun Yat-sen University,education,education,Other,structured_openalex
W4392984569,2024,A5021782904,Yingfeng Zheng,I157773358,Sun Yat-sen University,education,education,Other,structured_openalex
W4392984569,2024,A5027501723,Danli Shi,I14243506,Hong Kong Polytechnic University,education,education,Other,structured_openalex
W4392984569,2024,A5015914756,Mingguang He,I14243506,Hong Kong Polytechnic University,education,education,Other,structured_openalex
W4404633323,2024,A5100205509,Raluca Alexandra Fulgu,I66752286,University of Milano-Bicocca,education,education,Other,structured_openalex
W4404633323,2024,A5068651250,Valerio Capraro,I66752286,University of Milano-Bicocca,education,education,Other,structured_openalex
W4391227797,2024,A5024317740,Ayfer SAYIN,I4210123976,Gazi Hastanesi,healthcare,healthcare,Other,structured_openalex
W4391227797,2024,A5024317740,Ayfer SAYIN,I95634034,Gazi University,education,education,Other,structured_openalex
W4391227797,2024,A5004674429,Mark J. Gierl,I154425047,University of Alberta,education,education,Other,structured_openalex
W4408699823,2024,A5110461503,Bingzhang Wang,I201448701,University of Washington,education,education,Other,structured_openalex
W4408699823,2024,A5108927424,Zhiyu Cai,I95457486,"University of California, Berkeley",education,education,Other,structured_openalex
W4408699823,2024,A5060554364,Muhammad Monjurul Karim,I201448701,University of Washington,education,education,Other,structured_openalex
