source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I4210090411,I82497590,Google DeepMind (United Kingdom),Auburn University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I42934936,Google DeepMind (United Kingdom),Dublin City University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I98259816,Google DeepMind (United Kingdom),"Birkbeck, University of London",company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I4210119109,Google DeepMind (United Kingdom),Indiana University Bloomington,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I4403386549,Google DeepMind (United Kingdom),Munich Center for Machine Learning,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I592451,Google DeepMind (United Kingdom),Indiana University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I62916508,Google DeepMind (United Kingdom),Technical University of Munich,company,education,Google / Google DeepMind / DeepMind,Other,2.0
I4210090411,I66752286,Google DeepMind (United Kingdom),University of Milano-Bicocca,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I8087733,Google DeepMind (United Kingdom),University of Tübingen,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I78577930,Google DeepMind (United Kingdom),Columbia University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090411,I60053951,Google DeepMind (United Kingdom),Universitat Politècnica de València,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210090737,I4210090971,Advanced Mechanical Technology (United States),Southeast University,company,education,Other,Other,1.0
I4210090737,I76569877,Advanced Mechanical Technology (United States),Southeast University,company,education,Other,Other,1.0
I4210090737,I99065089,Advanced Mechanical Technology (United States),Tsinghua University,company,education,Other,Other,1.0
I4210090971,I51629411,Southeast University,Siemens (China),education,company,Other,Other,1.0
I4210090971,I4210093057,Southeast University,Faculty (United Kingdom),education,company,Other,Other,1.0
I4210090971,I4210119272,Southeast University,AET (United States),education,company,Other,Other,1.0
I4210090971,I4390039265,Southeast University,PRG S&Tech (South Korea),education,company,Other,Other,1.0
I4210091137,I86519309,NetEase (China),The University of Texas at Austin,company,education,Other,Other,1.0
I4210091137,I76130692,NetEase (China),Zhejiang University,company,education,Other,Other,1.0
I4210091156,I881766915,SAIC-GM (China),Nanjing University,company,education,Other,Other,1.0
I4210091156,I4210092944,SAIC-GM (China),Dalian University,company,education,Other,Other,1.0
I4210091156,I99065089,SAIC-GM (China),Tsinghua University,company,education,Other,Other,1.0
I4210091240,I4210110242,Maldives National University,Digital Science (United States),education,company,Other,Other,1.0
I4210091341,I76130692,Novartis (China),Zhejiang University,company,education,Other,Other,1.0
I4210091585,I57093077,Quantum (Australia),Swinburne University of Technology,company,education,Other,Other,1.0
I4210091604,I57206974,Health Innovations (United States),New York University,company,education,Other,Other,1.0
I4210091812,I4432739,Bristol-Myers Squibb (United States),University of Bergen,company,education,Other,Other,1.0
I4210091812,I4665924,Bristol-Myers Squibb (United States),University of Rostock,company,education,Other,Other,1.0
I4210091812,I52357470,Bristol-Myers Squibb (United States),The Ohio State University,company,education,Other,Other,1.0
I4210091812,I62916508,Bristol-Myers Squibb (United States),Technical University of Munich,company,education,Other,Other,1.0
I4210092218,I4210158445,Sensimetrics Corporation,Institute of Natural Science,company,education,Other,Other,1.0
I4210092218,I99065089,Sensimetrics Corporation,Tsinghua University,company,education,Other,Other,1.0
I4210092218,I9916479,Sensimetrics Corporation,Air Force Medical University,company,education,Other,Other,1.0
I4210092558,I99065089,BC Platforms (Finland),Tsinghua University,company,education,Other,Other,1.0
I4210092658,I4210164862,Harvard–MIT Division of Health Sciences and Technology,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,3.0
I4210092658,I4210110431,Harvard–MIT Division of Health Sciences and Technology,Microsoft (Netherlands),education,company,Other,Microsoft,1.0
I4210092658,I4210113297,Harvard–MIT Division of Health Sciences and Technology,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I4210092658,I4210113369,Harvard–MIT Division of Health Sciences and Technology,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I4210092658,I4210127875,Harvard–MIT Division of Health Sciences and Technology,Nvidia (United States),education,company,Other,NVIDIA,1.0
I4210092658,I4210153546,Harvard–MIT Division of Health Sciences and Technology,Flatiron Health (United States),education,company,Other,Other,1.0
I4210092658,I4210158702,Harvard–MIT Division of Health Sciences and Technology,Resonance Research (United States),education,company,Other,Other,1.0
I4210093057,I4210146508,Faculty (United Kingdom),Medan Area University,company,education,Other,Other,1.0
I4210093057,I45129253,Faculty (United Kingdom),University College London,company,education,Other,Other,1.0
I4210093057,I76569877,Faculty (United Kingdom),Southeast University,company,education,Other,Other,1.0
I4210093057,I99065089,Faculty (United Kingdom),Tsinghua University,company,education,Other,Other,1.0
I4210093653,I56934997,Midea Group (China),Changsha University of Science and Technology,company,education,Other,Other,1.0
I4210093653,I90610280,Midea Group (China),South China University of Technology,company,education,Other,Other,1.0
I4210093653,I9224756,Midea Group (China),Northeastern University,company,education,Other,Other,1.0
I4210093653,I66867065,Midea Group (China),East China Normal University,company,education,Other,Other,1.0
I4210093776,I96733725,DHC Software (China),Shanghai Maritime University,company,education,Other,Other,1.0
I4210093804,I74973139,Accenture (Ireland),Carnegie Mellon University,company,education,Other,Other,1.0
I4210094045,I9579091,Shell (India),Indian Institute of Technology Mandi,company,education,Other,Other,1.0
I4210094459,I87445476,Craft Group (China),Xi'an Jiaotong University,company,education,Other,Other,1.0
I4210094487,I71920554,Intel (Germany),King Abdullah University of Science and Technology,company,education,Other,Other,1.0
I4210094487,I4210113480,Intel (Germany),Mohamed bin Zayed University of Artificial Intelligence,company,education,Other,Other,1.0
I4210094487,I52590639,Intel (Germany),Nottingham Trent University,company,education,Other,Other,1.0
I4210094623,I4210135985,Jiuquan Iron & Steel (China),Shanghai University of Medicine and Health Sciences,company,education,Other,Other,1.0
I4210094623,I4210154361,Jiuquan Iron & Steel (China),Shanghai Jian Qiao University,company,education,Other,Other,1.0
I4210094623,I99065089,Jiuquan Iron & Steel (China),Tsinghua University,company,education,Other,Other,1.0
I4210094877,I45129253,Atkins (United Kingdom),University College London,company,education,Other,Other,1.0
I4210094877,I98259816,Atkins (United Kingdom),"Birkbeck, University of London",company,education,Other,Other,1.0
I4210095054,I98358874,System Dynamics International (United States),Delft University of Technology,company,education,Other,Other,1.0
I4210095594,I4210161436,Universidad de Occidente,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I4210095624,I63966007,Alibaba Group (United States),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I4210095624,I99065089,Alibaba Group (United States),Tsinghua University,company,education,Other,Other,3.0
I4210095624,I75867142,Alibaba Group (United States),Xiamen University of Technology,company,education,Other,Other,1.0
I4210095624,I76130692,Alibaba Group (United States),Zhejiang University,company,education,Other,Other,8.0
I4210095624,I4210165038,Alibaba Group (United States),University of Chinese Academy of Sciences,company,education,Other,Other,4.0
I4210095624,I881766915,Alibaba Group (United States),Nanjing University,company,education,Other,Other,3.0
I4210095624,I57206974,Alibaba Group (United States),New York University,company,education,Other,Other,1.0
I4210095624,I889458895,Alibaba Group (United States),University of Hong Kong,company,education,Other,Other,1.0
I4210095624,I4210116924,Alibaba Group (United States),"Chinese University of Hong Kong, Shenzhen",company,education,Other,Other,2.0
I4210095624,I90610280,Alibaba Group (United States),South China University of Technology,company,education,Other,Other,1.0
I4210095624,I95457486,Alibaba Group (United States),"University of California, Berkeley",company,education,Other,Other,1.0
I4210095624,I4210136497,Alibaba Group (United States),Jilin Medical University,company,education,Other,Other,1.0
I4210095624,I55712492,Alibaba Group (United States),Zhejiang University of Technology,company,education,Other,Other,1.0
I4210095624,I76569877,Alibaba Group (United States),Southeast University,company,education,Other,Other,1.0
I4210095624,I66867065,Alibaba Group (United States),East China Normal University,company,education,Other,Other,1.0
I4210095624,I78988378,Alibaba Group (United States),Renmin University of China,company,education,Other,Other,1.0
I4210095918,I80538482,Ta Solutions (China),Harran University,company,education,Other,Other,1.0
I4210096190,I74973139,Accenture (Italy),Carnegie Mellon University,company,education,Other,Other,1.0
I4210096386,I4210152443,Bridge University,Lloyds Banking Group (United Kingdom),education,company,Other,Other,1.0
I4210096386,I4210109704,Bridge University,Bio Signal Group (United States),education,company,Other,Other,1.0
I4210096386,I4210138066,Bridge University,Insilixa (United States),education,company,Other,Other,1.0
I4210096386,I4387154989,Bridge University,Hugging Face,education,company,Other,Hugging Face,1.0
I4210096386,I889804353,Bridge University,Robert Bosch (Germany),education,company,Other,Other,1.0
I4210096524,I95793202,Endress Hauser Messtechnik (Germany),Otto-von-Guericke-Universität Magdeburg,company,education,Other,Other,1.0
I4210097178,I47500176,Behavioral Pharma (United States),Belmont University,company,education,Other,Other,1.0
I4210097178,I5791819,Behavioral Pharma (United States),University of the Philippines Manila,company,education,Other,Other,1.0
I4210097178,I61923386,Behavioral Pharma (United States),Jawaharlal Institute of Post Graduate Medical Education and Research,company,education,Other,Other,1.0
I4210098074,I4210145126,P.V. Narsimha Rao Telangana Veterinary University,Aditya Birla (India),education,company,Other,Other,1.0
I4210098582,I4210163363,ZTE (China),PLA Army Engineering University,company,education,Other,Other,1.0
I4210098582,I9842412,ZTE (China),Nanjing University of Aeronautics and Astronautics,company,education,Other,Other,1.0
I4210098582,I889458895,ZTE (China),University of Hong Kong,company,education,Other,Other,1.0
I4210098776,I4210099336,Lawrie Technology (United States),Menlo School,company,education,Other,Other,1.0
I4210098776,I60134161,Lawrie Technology (United States),Nagoya University,company,education,Other,Other,1.0
I4210099336,RAW_META,Menlo School,Meta AI,education,company,Other,Meta,3.0
I4210099672,I74973139,Accenture (United States),Carnegie Mellon University,company,education,Other,Other,1.0
I4210099679,I57206974,Protein Express (United States),New York University,company,education,Other,Other,1.0
I4210099679,I63966007,Protein Express (United States),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I4210099842,I887968799,GlaxoSmithKline (India),RWTH Aachen University,company,education,Other,Other,1.0
I4210100430,I5124864,Google (Switzerland),École Polytechnique Fédérale de Lausanne,company,education,Google / Google DeepMind / DeepMind,Other,2.0
I4210100505,I78988378,BST Bio Sensor Technology (Germany),Renmin University of China,company,education,Other,Other,1.0
I4210100505,I99065089,BST Bio Sensor Technology (Germany),Tsinghua University,company,education,Other,Other,1.0
I4210100528,I86987016,ENN (China),KTH Royal Institute of Technology,company,education,Other,Other,1.0
I4210100528,I889458895,ENN (China),University of Hong Kong,company,education,Other,Other,1.0
I4210100977,I55732556,IBM (Ireland),Arizona State University,company,education,Other,Other,1.0
I4210100977,I82495205,IBM (Ireland),University of Alabama in Huntsville,company,education,Other,Other,1.0
I4210100977,I859038795,IBM (Ireland),Virginia Tech,company,education,Other,Other,1.0
I4210100977,I95457486,IBM (Ireland),"University of California, Berkeley",company,education,Other,Other,1.0
I4210101116,I97018004,Kai Research (United States),Stanford University,company,education,Other,Other,1.0
I4210101260,I4210154164,Türkisch-Deutsche Universität,Turkcell (Turkey),education,company,Other,Other,1.0
I4210101573,I899635006,Octoly (France),Université Grenoble Alpes,company,education,Other,Other,2.0
I4210101680,I47251452,Prime Solutions Group (United States),Wake Forest University,company,education,Other,Other,1.0
I4210101739,I47500176,MS Biotec (United States),Belmont University,company,education,Other,Other,1.0
I4210101739,I5791819,MS Biotec (United States),University of the Philippines Manila,company,education,Other,Other,1.0
I4210101739,I61923386,MS Biotec (United States),Jawaharlal Institute of Post Graduate Medical Education and Research,company,education,Other,Other,1.0
I4210101778,I79576946,Samsung (United States),University of Pennsylvania,company,education,Other,Other,2.0
I4210101778,I919571938,Samsung (United States),The University of Texas Health Science Center at Houston,company,education,Other,Other,2.0
I4210101778,I97018004,Samsung (United States),Stanford University,company,education,Other,Other,2.0
I4210101778,I47720641,Samsung (United States),Huazhong University of Science and Technology,company,education,Other,Other,1.0
I4210101778,I5023651,Samsung (United States),McGill University,company,education,Other,Other,1.0
I4210101844,I4210113195,Research Institute of Precision Instruments (Russia),Gannan Medical University,company,education,Other,Other,1.0
I4210101931,I92403157,HBIS (China),University of Science and Technology Beijing,company,education,Other,Other,1.0
I4210102029,I4210118524,AstroTec Holding (Netherlands),Université Bourgogne Franche-Comté,company,education,Other,Other,1.0
I4210102029,I4210124175,AstroTec Holding (Netherlands),Center for Astrophysics Harvard & Smithsonian,company,education,Other,Other,1.0
I4210102029,I45438204,AstroTec Holding (Netherlands),The University of Texas at San Antonio,company,education,Other,Other,1.0
I4210102029,I5023651,AstroTec Holding (Netherlands),McGill University,company,education,Other,Other,1.0
I4210102029,I63966007,AstroTec Holding (Netherlands),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I4210102029,I66862912,AstroTec Holding (Netherlands),Chalmers University of Technology,company,education,Other,Other,1.0
I4210102029,I69552723,AstroTec Holding (Netherlands),University of Pretoria,company,education,Other,Other,1.0
I4210102029,I74801974,AstroTec Holding (Netherlands),The University of Tokyo,company,education,Other,Other,1.0
I4210102029,I78577930,AstroTec Holding (Netherlands),Columbia University,company,education,Other,Other,1.0
I4210102029,I88761825,AstroTec Holding (Netherlands),Korea University of Science and Technology,company,education,Other,Other,1.0
I4210102181,I57206974,Mallinckrodt (United States),New York University,company,education,Other,Other,1.0
I4210102181,I8087733,Mallinckrodt (United States),University of Tübingen,company,education,Other,Other,1.0
I4210102181,I98704320,Mallinckrodt (United States),Icahn School of Medicine at Mount Sinai,company,education,Other,Other,1.0
I4210102653,I4210114250,Instituto Politecnico de Setubal,Nova Medical (United States),education,company,Other,Other,1.0
I4210102840,I98381234,Ubiquitous Energy (United States),University of Oulu,company,education,Other,Other,1.0
I4210102840,I889458895,Ubiquitous Energy (United States),University of Hong Kong,company,education,Other,Other,2.0
I4210103174,I8692664,EA Technology,University of Oklahoma,company,education,Other,Other,1.0
I4210103174,I929597975,EA Technology,National University of Sciences and Technology,company,education,Other,Other,1.0
I4210103330,I4210114444,École Normale Supérieure,Meta (United States),education,company,Other,Other,1.0
I4210103330,RAW_META,École Normale Supérieure,Meta AI,education,company,Other,Meta,2.0
I4210103786,I4210121800,"National University Cancer Institute, Singapore",Chan Zuckerberg Initiative (United States),education,company,Other,Other,1.0
I4210103820,I78577930,Autodesk (Canada),Columbia University,company,education,Other,Other,1.0
I4210103820,I54009628,Autodesk (Canada),University of Bayreuth,company,education,Other,Other,1.0
I4210103986,I90610280,Jingdong (China),South China University of Technology,company,education,Other,Other,1.0
I4210103986,I4210165038,Jingdong (China),University of Chinese Academy of Sciences,company,education,Other,Other,1.0
I4210103986,I4388482657,Jingdong (China),Shenzhen MSU-BIT University,company,education,Other,Other,1.0
I4210103986,I4401200389,Jingdong (China),Dalian Naval Academy,company,education,Other,Other,1.0
I4210103986,I47720641,Jingdong (China),Huazhong University of Science and Technology,company,education,Other,Other,1.0
I4210103986,I52158045,Jingdong (China),China Agricultural University,company,education,Other,Other,1.0
I4210103986,I78988378,Jingdong (China),Renmin University of China,company,education,Other,Other,1.0
I4210103986,I88372448,Jingdong (China),Dalian Polytechnic University,company,education,Other,Other,1.0
I4210103986,I889458895,Jingdong (China),University of Hong Kong,company,education,Other,Other,1.0
I4210103986,I98677209,Jingdong (China),University of Edinburgh,company,education,Other,Other,1.0
I4210103986,I99065089,Jingdong (China),Tsinghua University,company,education,Other,Other,1.0
I4210103986,I4210162190,Jingdong (China),"China University of Petroleum, East China",company,education,Other,Other,1.0
I4210104133,I51235708,Nanomed (Brazil),Universidade Federal do Espírito Santo,company,education,Other,Other,1.0
I4210104188,I6593398,Optimization Technology (United States),Dali University,company,education,Other,Other,1.0
I4210104195,I45129253,Emotech (United Kingdom),University College London,company,education,Other,Other,1.0
I4210104195,I47508984,Emotech (United Kingdom),Imperial College London,company,education,Other,Other,1.0
I4210104252,I4210141776,Air Force Engineering University,China XD Group (China),education,company,Other,Other,1.0
I4210104429,I4210158702,Institute of Cognitive and Brain Sciences,Resonance Research (United States),education,company,Other,Other,1.0
I4210104472,I4210153682,Zhejiang Technical Institute of Economics,Intelligent Health (United Kingdom),education,company,Other,Other,1.0
I4210104473,I86987016,CBot (Sweden),KTH Royal Institute of Technology,company,education,Other,Other,1.0
I4210104655,I71267560,Ingegneria dei Trasporti (Italy),University of Naples Federico II,company,education,Other,Other,1.0
I4210105136,I4210125098,Yangtze River Delta Physics Research Center (China),Hangzhou Vocational and Technical College,company,education,Other,Other,1.0
I4210105136,I76130692,Yangtze River Delta Physics Research Center (China),Zhejiang University,company,education,Other,Other,1.0
I4210105229,I4210128910,"City University of Hong Kong, Shenzhen Research Institute",Group Sense (China),education,company,Other,Other,1.0
I4210105402,I5124864,Vaxess Technologies (United States),École Polytechnique Fédérale de Lausanne,company,education,Other,Other,1.0
I4210105402,I92507152,Vaxess Technologies (United States),John Jay College of Criminal Justice,company,education,Other,Other,1.0
I4210105678,I74973139,Microsoft (Finland),Carnegie Mellon University,company,education,Microsoft,Other,1.0
I4210105678,I63966007,Microsoft (Finland),Massachusetts Institute of Technology,company,education,Microsoft,Other,1.0
I4210105678,I79576946,Microsoft (Finland),University of Pennsylvania,company,education,Microsoft,Other,1.0
I4210105785,I74973139,Intelligent Systems Research (United States),Carnegie Mellon University,company,education,Other,Other,1.0
I4210105785,I4210160507,Intelligent Systems Research (United States),Center for Life Sciences,company,education,Other,Other,1.0
I4210105785,I76130692,Intelligent Systems Research (United States),Zhejiang University,company,education,Other,Other,1.0
I4210105785,I83519826,Intelligent Systems Research (United States),Nanjing Medical University,company,education,Other,Other,1.0
I4210105785,I66946132,Intelligent Systems Research (United States),"University of Maryland, College Park",company,education,Other,Other,1.0
I4210105785,I78577930,Intelligent Systems Research (United States),Columbia University,company,education,Other,Other,1.0
I4210105785,I46597724,Intelligent Systems Research (United States),Poznań University of Technology,company,education,Other,Other,1.0
I4210105785,I57206974,Intelligent Systems Research (United States),New York University,company,education,Other,Other,1.0
I4210106004,I4210123817,Guangzhou Railway Polytechnic,Beijing Urban Construction Design & Development Group (China),education,company,Other,Other,1.0
I4210106675,I57206974,Invenio Imaging (United States),New York University,company,education,Other,Other,1.0
I4210106675,I76134821,Invenio Imaging (United States),Medical University of Vienna,company,education,Other,Other,1.0
I4210107233,I5388228,Language Science (South Korea),University of Rochester,company,education,Other,Other,1.0
I4210107233,I71052956,Language Science (South Korea),University of Reading,company,education,Other,Other,1.0
I4210107233,I98677209,Language Science (South Korea),University of Edinburgh,company,education,Other,Other,1.0
I4210107260,I87445476,Apple (United Kingdom),Xi'an Jiaotong University,company,education,Apple,Other,1.0
I4210107353,I5388228,NEC (United States),University of Rochester,company,education,Other,Other,1.0
I4210107374,I4210124175,OHB (Italy),Center for Astrophysics Harvard & Smithsonian,company,education,Other,Other,1.0
I4210107374,I63966007,OHB (Italy),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I4210107374,I68947357,OHB (Italy),Université de Strasbourg,company,education,Other,Other,1.0
I4210107374,I97018004,OHB (Italy),Stanford University,company,education,Other,Other,1.0
I4210107473,I79576946,SGS (China),University of Pennsylvania,company,education,Other,Other,1.0
I4210107473,I889458895,SGS (China),University of Hong Kong,company,education,Other,Other,1.0
I4210107473,I91045830,SGS (China),Texas A&M University,company,education,Other,Other,1.0
I4210107473,I922845939,SGS (China),Philadelphia University,company,education,Other,Other,1.0
I4210108292,I79576946,Procter & Gamble (Netherlands),University of Pennsylvania,company,education,Other,Other,1.0
I4210108292,I909854389,Procter & Gamble (Netherlands),London School of Economics and Political Science,company,education,Other,Other,1.0
I4210108461,I78988378,Kingsoft (China),Renmin University of China,company,education,Other,Other,1.0
I4210108461,I47720641,Kingsoft (China),Huazhong University of Science and Technology,company,education,Other,Other,1.0
I4210108520,I76130692,Huahai Pharmaceutical (China),Zhejiang University,company,education,Other,Other,1.0
I4210108547,I43545212,EarthTech International (United States),Ehime University,company,education,Other,Other,1.0
I4210108547,I96036126,EarthTech International (United States),Kumamoto University,company,education,Other,Other,1.0
I4210108625,I97018004,Microsoft (United Kingdom),Stanford University,company,education,Microsoft,Other,1.0
I4210108625,I98677209,Microsoft (United Kingdom),University of Edinburgh,company,education,Microsoft,Other,2.0
I4210108625,I42934936,Microsoft (United Kingdom),Dublin City University,company,education,Microsoft,Other,1.0
I4210108625,I56085075,Microsoft (United Kingdom),University of Tartu,company,education,Microsoft,Other,1.0
I4210108625,I887064364,Microsoft (United Kingdom),University of Amsterdam,company,education,Microsoft,Other,1.0
I4210108625,I8961855,Microsoft (United Kingdom),Universidad Nacional Autónoma de México,company,education,Microsoft,Other,1.0
I4210108719,I63586086,EP Analytics (United States),Oulu University of Applied Sciences,company,education,Other,Other,1.0
I4210108719,I95457486,EP Analytics (United States),"University of California, Berkeley",company,education,Other,Other,1.0
I4210108719,I98381234,EP Analytics (United States),University of Oulu,company,education,Other,Other,1.0
I4210108778,I78650965,Fresenius (Germany),Technische Universität Dresden,company,education,Other,Other,9.0
I4210108778,I62916508,Fresenius (Germany),Technical University of Munich,company,education,Other,Other,2.0
I4210108778,I887968799,Fresenius (Germany),RWTH Aachen University,company,education,Other,Other,6.0
I4210108778,I75951250,Fresenius (Germany),Freie Universität Berlin,company,education,Other,Other,2.0
I4210108778,I8087733,Fresenius (Germany),University of Tübingen,company,education,Other,Other,1.0
I4210108778,I4210165059,Fresenius (Germany),Hochschule für Technik und Wirtschaft Dresden – University of Applied Sciences,company,education,Other,Other,1.0
I4210108778,I69737025,Fresenius (Germany),University of Chile,company,education,Other,Other,1.0
I4210108778,I8204097,Fresenius (Germany),Ludwig-Maximilians-Universität München,company,education,Other,Other,1.0
I4210108778,I47251452,Fresenius (Germany),Wake Forest University,company,education,Other,Other,1.0
I4210108778,I58200834,Fresenius (Germany),Southern Medical University,company,education,Other,Other,1.0
I4210108778,I97018004,Fresenius (Germany),Stanford University,company,education,Other,Other,1.0
I4210108778,I99065089,Fresenius (Germany),Tsinghua University,company,education,Other,Other,1.0
I4210108991,I58610484,IQVIA (United States),Seattle University,company,education,Other,Other,1.0
I4210109704,I45129253,Bio Signal Group (United States),University College London,company,education,Other,Other,1.0
I4210109704,I48430043,Bio Signal Group (United States),Institut National des Sciences Appliquées de Lyon,company,education,Other,Other,1.0
I4210109704,I5124864,Bio Signal Group (United States),École Polytechnique Fédérale de Lausanne,company,education,Other,Other,1.0
I4210109704,I52710748,Bio Signal Group (United States),Charles R. Drew University of Medicine and Science,company,education,Other,Other,1.0
I4210109704,I54009628,Bio Signal Group (United States),University of Bayreuth,company,education,Other,Other,1.0
I4210109704,I76198965,Bio Signal Group (United States),Friedrich Schiller University Jena,company,education,Other,Other,1.0
I4210109704,I84884186,Bio Signal Group (United States),Newcastle University,company,education,Other,Other,1.0
I4210109704,I95457486,Bio Signal Group (United States),"University of California, Berkeley",company,education,Other,Other,1.0
I4210109704,I96673099,Bio Signal Group (United States),Technical University of Denmark,company,education,Other,Other,1.0
I4210109870,I4800084,Vi Technology (United States),Southwest Jiaotong University,company,education,Other,Other,1.0
I4210109940,I4210153482,Goldwind (China),Changzhou University,company,education,Other,Other,1.0
I4210110027,I4210119109,Sanken Electric (Japan),Indiana University Bloomington,company,education,Other,Other,1.0
I4210110027,I98285908,Sanken Electric (Japan),The University of Osaka,company,education,Other,Other,1.0
I4210110199,I47508984,Vision Medicals (China),Imperial College London,company,education,Other,Other,1.0
I4210110199,I53411278,Vision Medicals (China),Chengdu University of Traditional Chinese Medicine,company,education,Other,Other,1.0
I4210110199,I99065089,Vision Medicals (China),Tsinghua University,company,education,Other,Other,1.0
I4210110199,I889458895,Vision Medicals (China),University of Hong Kong,company,education,Other,Other,1.0
I4210110199,I90610280,Vision Medicals (China),South China University of Technology,company,education,Other,Other,1.0
I4210110242,I84027002,Digital Science (United States),Leeds Beckett University,company,education,Other,Other,1.0
I4210110242,I874055015,Digital Science (United States),Teesside University,company,education,Other,Other,1.0
I4210110242,I4400600917,Digital Science (United States),Guangzhou College of Commerce,company,education,Other,Other,1.0
I4210110242,I55712492,Digital Science (United States),Zhejiang University of Technology,company,education,Other,Other,1.0
I4210110242,I66867065,Digital Science (United States),East China Normal University,company,education,Other,Other,1.0
I4210110242,I56306041,Digital Science (United States),Lebanese American University,company,education,Other,Other,1.0
I4210110242,I85461943,Digital Science (United States),Saveetha University,company,education,Other,Other,1.0
I4210110242,I8977528,Digital Science (United States),Dr. Hari Singh Gour University,company,education,Other,Other,1.0
I4210110242,I4210165038,Digital Science (United States),University of Chinese Academy of Sciences,company,education,Other,Other,1.0
I4210110242,I4388482657,Digital Science (United States),Shenzhen MSU-BIT University,company,education,Other,Other,1.0
I4210110242,I4401200389,Digital Science (United States),Dalian Naval Academy,company,education,Other,Other,1.0
I4210110242,I47720641,Digital Science (United States),Huazhong University of Science and Technology,company,education,Other,Other,1.0
I4210110242,I52158045,Digital Science (United States),China Agricultural University,company,education,Other,Other,1.0
I4210110242,I78988378,Digital Science (United States),Renmin University of China,company,education,Other,Other,1.0
I4210110242,I88372448,Digital Science (United States),Dalian Polytechnic University,company,education,Other,Other,1.0
I4210110242,I889458895,Digital Science (United States),University of Hong Kong,company,education,Other,Other,1.0
I4210110242,I98677209,Digital Science (United States),University of Edinburgh,company,education,Other,Other,1.0
I4210110242,I99065089,Digital Science (United States),Tsinghua University,company,education,Other,Other,1.0
I4210110242,I4401726909,Digital Science (United States),Center for Scalable Data Analytics and Artificial Intelligence,company,education,Other,Other,1.0
I4210110242,I62916508,Digital Science (United States),Technical University of Munich,company,education,Other,Other,1.0
I4210110242,I78650965,Digital Science (United States),Technische Universität Dresden,company,education,Other,Other,1.0
I4210110242,I8204097,Digital Science (United States),Ludwig-Maximilians-Universität München,company,education,Other,Other,1.0
I4210110242,I887064364,Digital Science (United States),University of Amsterdam,company,education,Other,Other,1.0
I4210110242,I887968799,Digital Science (United States),RWTH Aachen University,company,education,Other,Other,1.0
I4210110242,I94624287,Digital Science (United States),University of Twente,company,education,Other,Other,1.0
I4210110252,I78577930,SMART Global Holdings (United States),Columbia University,company,education,Other,Other,1.0
I4210110431,I4210113480,Microsoft (Netherlands),Mohamed bin Zayed University of Artificial Intelligence,company,education,Microsoft,Other,1.0
I4210110431,I4210135670,Microsoft (Netherlands),Amsterdam University of the Arts,company,education,Microsoft,Other,2.0
I4210110431,I57206974,Microsoft (Netherlands),New York University,company,education,Microsoft,Other,1.0
I4210110431,I63966007,Microsoft (Netherlands),Massachusetts Institute of Technology,company,education,Microsoft,Other,2.0
I4210110431,I70931966,Microsoft (Netherlands),Université de Montréal,company,education,Microsoft,Other,1.0
I4210110431,I74973139,Microsoft (Netherlands),Carnegie Mellon University,company,education,Microsoft,Other,1.0
I4210110431,I887064364,Microsoft (Netherlands),University of Amsterdam,company,education,Microsoft,Other,4.0
I4210110431,I97018004,Microsoft (Netherlands),Stanford University,company,education,Microsoft,Other,1.0
I4210110431,I75951250,Microsoft (Netherlands),Freie Universität Berlin,company,education,Microsoft,Other,1.0
I4210110431,I5124864,Microsoft (Netherlands),École Polytechnique Fédérale de Lausanne,company,education,Microsoft,Other,2.0
I4210110431,I861853513,Microsoft (Netherlands),Sapienza University of Rome,company,education,Microsoft,Other,1.0
I4210110431,I79576946,Microsoft (Netherlands),University of Pennsylvania,company,education,Microsoft,Other,1.0
I4210110558,I4210133882,Xi'an Technological University,China Railway Construction Corporation (China),education,company,Other,Other,1.0
I4210110621,I4210137199,Sony (China),Aerospace Information Research Institute,company,education,Other,Other,1.0
I4210110780,I88830068,HUI Research (Sweden),Shaanxi Normal University,company,education,Other,Other,1.0
I4210110916,I4210136249,Engineering Software Steyr (Austria),University of Applied Sciences Upper Austria,company,education,Other,Other,1.0
I4210111138,I4210114634,Oncode Institute,Global Phasing (United Kingdom),education,company,Other,Other,1.0
I4210111138,I4210119461,Oncode Institute,Convergent Science (United States),education,company,Other,Other,1.0
