author_id,author_name,from_year,to_year,from_primary_affiliation,to_primary_affiliation,from_category,to_category,from_target_firm,to_target_firm,changed_affiliation,changed_category,changed_target_firm
A5010592448,Lena Hoffmann,2024,2025,Technical University of Munich,Freie Universität Berlin,education,education,Other,Other,True,False,False
A5010606041,Zhenglei Zhou,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5010612509,Márk Lajkó,2022,2024,University of Szeged,University of Szeged,education,education,Other,Other,False,False,False
A5010636698,Rui Hou,2023,2024,Meta AI,,company,unknown,Meta,Other,True,True,True
A5010638666,Gary G. Yen,2024,2025,Oklahoma State University Oklahoma City,Chengdu University,education,education,Other,Other,True,False,False
A5010641564,Salih Selek,2022,2025,The University of Texas Health Science Center at Houston,The University of Texas Health Science Center at Houston,education,education,Other,Other,False,False,False
A5010643037,Asoke K. Nandi,2022,2025,Brunel University of London,Brunel University of London,education,education,Other,Other,False,False,False
A5010647635,Katrin Franke,2023,2025,Baylor College of Medicine,Max Planck Institute for Dynamics and Self-Organization,education,research_institute,Other,Other,True,True,False
A5010677582,Nathalie Baracaldo,2024,2025,,IBM (United States),unknown,company,Other,Other,True,True,False
A5010687578,Cyril Zakka,2023,2025,,NVIDIA,unknown,company,Other,NVIDIA,True,True,True
A5010689562,Qiankun Yu,2023,2024,,Intelligent Health (United Kingdom),unknown,company,Other,Other,True,True,False
A5010707054,Anton Schwaighofer,2022,2023,Microsoft (United States),Microsoft Research,company,company,Microsoft,Microsoft,True,False,False
A5010707054,Anton Schwaighofer,2023,2025,Microsoft Research,Microsoft Research (United Kingdom),company,company,Microsoft,Microsoft,True,False,False
A5010726815,Mutlu Cukurova,2023,2024,University College London,University College London,education,education,Other,Other,False,False,False
A5010726815,Mutlu Cukurova,2024,2025,University College London,University College London,education,education,Other,Other,False,False,False
A5010730449,Soumyadeep Roy,2024,2025,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,education,education,Other,Other,False,False,False
A5010756260,Naoto Usuyama,2022,2023,Microsoft (United States),Microsoft Research,company,company,Microsoft,Microsoft,True,False,False
A5010756260,Naoto Usuyama,2023,2024,Microsoft Research,Microsoft (United States),company,company,Microsoft,Microsoft,True,False,False
A5010756260,Naoto Usuyama,2024,2025,Microsoft (United States),Microsoft (United States),company,company,Microsoft,Microsoft,False,False,False
A5010757894,Jiapu Wang,2023,2024,,Beijing University of Technology,unknown,education,Other,Other,True,True,False
A5010758235,Cunxiang Wang,2023,2024,,Westlake University,unknown,education,Other,Other,True,True,False
A5010758235,Cunxiang Wang,2024,2025,Westlake University,Westlake University,education,education,Other,Other,False,False,False
A5010761363,Neha Anna John,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5010771830,Charumathi Sabanayagam,2022,2025,Singapore National Eye Center,Singapore Eye Research Institute,healthcare,research_institute,Other,Other,True,True,False
A5010773732,Yanyu Li,2023,2025,,Snap (United States),unknown,company,Other,Other,True,True,False
A5010786661,Armando Solar-Lezama,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5010816782,Leigang Qu,2022,2023,,National University of Singapore,unknown,education,Other,Other,True,True,False
A5010816782,Leigang Qu,2023,2024,National University of Singapore,National University of Singapore,education,education,Other,Other,False,False,False
A5010816782,Leigang Qu,2024,2025,National University of Singapore,National University of Singapore,education,education,Other,Other,False,False,False
A5010841999,Cho‐Jui Hsieh,2022,2024,,UCLA Health,unknown,healthcare,Other,Other,True,True,False
A5010865332,James W. A. Strachan,2023,2024,Universität Hamburg,Universität Hamburg,education,education,Other,Other,False,False,False
A5010904312,Sven Goller,2022,2023,,University of Bayreuth,unknown,education,Other,Other,True,True,False
A5010906829,Yanwu Xu,2023,2024,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5010912592,Zhuohao Yu,2023,2024,,Institute of Software,unknown,research_institute,Other,Other,True,True,False
A5010912592,Zhuohao Yu,2024,2025,Institute of Software,,research_institute,unknown,Other,Other,True,True,False
A5010950335,Eman Abu‐Gharbieh,2022,2023,Institute for Health Metrics and Evaluation,Institute for Health Metrics and Evaluation,research_institute,research_institute,Other,Other,False,False,False
A5010950688,Siddharth Garg,2022,2023,,New York University,unknown,education,Other,Other,True,True,False
A5010950688,Siddharth Garg,2023,2024,New York University,New York University,education,education,Other,Other,False,False,False
A5010956440,Jiayan Teng,2024,2025,Tsinghua University,Zhipu AI (China),education,company,Other,Other,True,True,False
A5010966122,Rahul Ramachandran,2023,2024,,Marshall Space Flight Center,unknown,research_institute,Other,Other,True,True,False
A5010966122,Rahul Ramachandran,2024,2025,Marshall Space Flight Center,Marshall Space Flight Center,research_institute,research_institute,Other,Other,False,False,False
A5010983432,Jiaming Ji,2023,2024,,Peking University,unknown,education,Other,Other,True,True,False
A5010983432,Jiaming Ji,2024,2025,Peking University,,education,unknown,Other,Other,True,True,False
A5011004341,Fahimeh Fooladgar,2024,2025,University of British Columbia,University of British Columbia,education,education,Other,Other,False,False,False
A5011014617,Seong–Whan Lee,2022,2024,Korea University,Korea University,education,education,Other,Other,False,False,False
A5011014617,Seong–Whan Lee,2024,2025,Korea University,,education,unknown,Other,Other,True,True,False
A5011017886,Samuel Kernan Freire,2023,2024,Delft University of Technology,Delft University of Technology,education,education,Other,Other,False,False,False
A5011041769,Tudor Groza,2023,2024,The Kids Research Institute Australia,Curtin University,nonprofit,education,Other,Other,True,True,False
A5011048500,Suhang Wang,2024,2025,,Pennsylvania State University,unknown,education,Other,Other,True,True,False
A5011077465,Beatrice Rammstedt,2022,2024,,GESIS - Leibniz-Institute for the Social Sciences,unknown,research_institute,Other,Other,True,True,False
A5011077674,Yasiru Ranasinghe,2023,2024,,Johns Hopkins University,unknown,education,Other,Other,True,True,False
A5011079056,Muhammad Shaban,2022,2024,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,research_institute,research_institute,Other,Other,False,False,False
A5011079056,Muhammad Shaban,2024,2025,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,research_institute,research_institute,Other,Other,False,False,False
A5011118717,Alp Sungu,2024,2025,California University of Pennsylvania,Health Decisions (United States),education,company,Other,Other,True,True,False
A5011130586,Peng Wang,2023,2024,Nanjing University of Information Science and Technology,,education,unknown,Other,Other,True,True,False
A5011140250,Hazem Zohny,2023,2025,University of Otago,Wellcome Centre for Ethics and Humanities,education,research_institute,Other,Other,True,True,False
A5011159802,Qinjingwen Cao,2023,2024,,University of Illinois Urbana-Champaign,unknown,education,Other,Other,True,True,False
A5011173756,Vuong Truong,2024,2025,,Max Planck Institute for Biological Cybernetics,unknown,research_institute,Other,Other,True,True,False
A5011177274,Sam Preston,2023,2024,,Microsoft (United States),unknown,company,Other,Microsoft,True,True,True
A5011195481,Manoel Horta Ribeiro,2023,2024,,École Polytechnique Fédérale de Lausanne,unknown,education,Other,Other,True,True,False
A5011195481,Manoel Horta Ribeiro,2024,2025,École Polytechnique Fédérale de Lausanne,Princeton University,education,education,Other,Other,True,False,False
A5011213171,Taehee Jung,2024,2025,,Amazon (Germany),unknown,company,Other,Amazon,True,True,True
A5011216529,Nicolas Lenhart,2023,2025,Technical University of Munich,TUM Klinikum,education,healthcare,Other,Other,True,True,False
A5011263468,Minsheng Hao,2023,2024,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5011274100,Arian R. Jamasb,2022,2024,,University of Cambridge,unknown,education,Other,Other,True,True,False
A5011295368,Chong Wu,2024,2025,The University of Texas MD Anderson Cancer Center,The University of Texas MD Anderson Cancer Center,healthcare,healthcare,Other,Other,False,False,False
A5011309559,Rafael Mosquera,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5011309559,Rafael Mosquera,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5011321921,Estelle Aflalo,2023,2024,,Intel (United States),unknown,company,Other,Other,True,True,False
A5011324325,Raghu Ganti,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5011324325,Raghu Ganti,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5011329933,Dennis H. Murphree,2023,2024,,Mayo Clinic in Arizona,unknown,healthcare,Other,Other,True,True,False
A5011359211,Martiño Ríos-García,2024,2025,Instituto Nacional del Carbón,Instituto Nacional del Carbón,research_institute,research_institute,Other,Other,False,False,False
A5011372688,Yu-Sheng Su,2023,2024,,National Chung Cheng University,unknown,education,Other,Other,True,True,False
A5011437254,Vikash Sehwag,2022,2023,Princeton University,,education,unknown,Other,Other,True,True,False
A5011447302,Pragnya Sridhar,2023,2024,,Carnegie Mellon University,unknown,education,Other,Other,True,True,False
A5011448801,Lele Cheng,2023,2025,Kuaishou (China),Kuaishou (China),company,company,Other,Other,False,False,False
A5011491987,Parthasarathy Ranganathan,2022,2025,Google (United States),,company,unknown,Google / Google DeepMind / DeepMind,Other,True,True,True
A5011504177,Zhongyu Wei,2022,2023,Fudan University,,education,unknown,Other,Other,True,True,False
A5011504177,Zhongyu Wei,2023,2024,,Fudan University,unknown,education,Other,Other,True,True,False
A5011504360,Markus J. Buehler,2022,2023,Massachusetts Institute of Technology,Massachusetts Institute of Technology,education,education,Other,Other,False,False,False
A5011504360,Markus J. Buehler,2023,2024,Massachusetts Institute of Technology,Massachusetts Institute of Technology,education,education,Other,Other,False,False,False
A5011504360,Markus J. Buehler,2024,2025,Massachusetts Institute of Technology,Massachusetts Institute of Technology,education,education,Other,Other,False,False,False
A5011518170,Feiteng Fang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5011534196,Harald Binder,2022,2025,University of Freiburg,University of Freiburg,education,education,Other,Other,False,False,False
A5011543162,Sumit Gulwani,2022,2023,,Microsoft (United States),unknown,company,Other,Microsoft,True,True,True
A5011543162,Sumit Gulwani,2023,2024,Microsoft (United States),Microsoft (United States),company,company,Microsoft,Microsoft,False,False,False
A5011575160,Weizhi Du,2023,2024,,Walmart (United States),unknown,company,Other,Other,True,True,False
A5011592556,Mengzhao Jia,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5011600030,Tong Che,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5011648324,Junxiao Wang,2022,2023,,King Abdullah University of Science and Technology,unknown,education,Other,Other,True,True,False
A5011660743,Charles Koutcheme,2022,2023,Aalto University,Aalto University,education,education,Other,Other,False,False,False
A5011660743,Charles Koutcheme,2023,2024,Aalto University,Aalto University,education,education,Other,Other,False,False,False
A5011663896,Jalal Arabloo,2022,2023,Institute for Health Metrics and Evaluation,Institute for Health Metrics and Evaluation,research_institute,research_institute,Other,Other,False,False,False
A5011675592,Tyler McKechnie,2023,2025,McMaster University,McMaster University,education,education,Other,Other,False,False,False
A5011684148,Pratyusha Kalluri,2022,2023,,Stanford University,unknown,education,Other,Other,True,True,False
A5011694726,Kaiwen Cai,2023,2024,,University of Liverpool,unknown,education,Other,Other,True,True,False
A5011723751,Nova DasSarma,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5011723751,Nova DasSarma,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5011743659,Chaehun Shin,2022,2025,Seoul National University,Seoul National University,education,education,Other,Other,False,False,False
A5011758954,Ronen Eldan,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5011765923,Stella Chen,2023,2024,,University of Houston,unknown,education,Other,Other,True,True,False
A5011787904,Rongjie Huang,2022,2023,Zhejiang University,,education,unknown,Other,Other,True,True,False
A5011791808,William S. Agnew,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5011797382,Palash Goyal,2022,2023,,Amazon (United States),unknown,company,Other,Amazon,True,True,True
A5011847644,Peng Cheng,2023,2024,University of Florida,University of Florida,education,education,Other,Other,False,False,False
A5011847644,Peng Cheng,2024,2025,University of Florida,University of Florida,education,education,Other,Other,False,False,False
A5011864594,Linfeng Tang,2023,2024,Wuhan University,Wuhan University,education,education,Other,Other,False,False,False
A5011864594,Linfeng Tang,2024,2025,Wuhan University,Wuhan University,education,education,Other,Other,False,False,False
A5011868884,Weichang Wu,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5011883289,Justin D. Weisz,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5011883289,Justin D. Weisz,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5011889606,Jeff Dean,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5011902043,Huan Zhao,2023,2024,,Hong Kong Polytechnic University,unknown,education,Other,Other,True,True,False
A5011902043,Huan Zhao,2024,2025,Hong Kong Polytechnic University,Hong Kong Polytechnic University,education,education,Other,Other,False,False,False
A5011932992,Olexandr Isayev,2022,2024,Yandex (Russia),Carnegie Mellon University,company,education,Other,Other,True,True,False
A5011949308,Hamed Babaei Giglou,2023,2025,Technische Informationsbibliothek (TIB),Technische Informationsbibliothek (TIB),research_institute,research_institute,Other,Other,False,False,False
A5011957412,Wisdom O. Ikezogwo,2023,2024,,University of Washington,unknown,education,Other,Other,True,True,False
A5011958102,Pablo Pernias,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5011982597,Peng Wei,2024,2025,The University of Texas MD Anderson Cancer Center,The University of Texas MD Anderson Cancer Center,healthcare,healthcare,Other,Other,False,False,False
A5011988962,Şaban Özturk,2022,2023,,Amasya Üniversitesi,unknown,education,Other,Other,True,True,False
A5011998621,Besmira Nushi,2022,2023,,Microsoft (United States),unknown,company,Other,Microsoft,True,True,True
A5012014905,Fei Mi,2022,2023,Huawei Technologies (Sweden),Huawei Technologies (Sweden),company,company,Other,Other,False,False,False
A5012014905,Fei Mi,2023,2024,Huawei Technologies (Sweden),,company,unknown,Other,Other,True,True,False
A5012027620,Jasmine Chiat Ling Ong,2024,2025,Singapore General Hospital,Duke-NUS Medical School,healthcare,education,Other,Other,True,True,False
A5012055259,Preslav Nakov,2023,2024,Mohamed bin Zayed University of Artificial Intelligence,Mohamed bin Zayed University of Artificial Intelligence,education,education,Other,Other,False,False,False
A5012055259,Preslav Nakov,2024,2025,Mohamed bin Zayed University of Artificial Intelligence,,education,unknown,Other,Other,True,True,False
A5012075090,Antonios Liapis,2022,2024,University of Malta,University of Malta,education,education,Other,Other,False,False,False
A5012091998,Florian Schottmann,2022,2024,ETH Zurich,,education,unknown,Other,Other,True,True,False
A5012126405,Tongran Liu,2022,2024,"Institute of Psychology, Chinese Academy of Sciences","Institute of Psychology, Chinese Academy of Sciences",research_institute,research_institute,Other,Other,False,False,False
A5012148218,Sebastian Hartwig,2024,2025,,Universität Ulm,unknown,education,Other,Other,True,True,False
A5012165852,Federica Sarro,2022,2024,,University College London,unknown,education,Other,Other,True,True,False
A5012193690,Yun Yin,2024,2025,Wenzhou Medical University,City University of Macau,education,education,Other,Other,True,False,False
A5012194214,Takfarinas Medani,2023,2024,,University of Southern California,unknown,education,Other,Other,True,True,False
A5012208597,Bingchao Wu,2022,2023,,Institute of Software,unknown,research_institute,Other,Other,True,True,False
A5012209802,Yongqin Xian,2022,2023,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5012225901,Fan Song,2024,2025,Beihang University,Henan Institute of Education,education,education,Other,Other,True,False,False
A5012240826,Andreas Triantafyllopoulos,2023,2025,University of Augsburg,Technical University of Munich,education,education,Other,Other,True,False,False
A5012251051,Anupam Pathak,2023,2025,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5012276327,Jimmy Ba,2022,2023,,Meta AI,unknown,company,Other,Meta,True,True,True
A5012283696,Luonan Chen,2024,2025,Center for Excellence in Molecular Cell Science,Center for Excellence in Molecular Cell Science,research_institute,research_institute,Other,Other,False,False,False
A5012299025,Erica Kleinman,2024,2025,Boston University,Northeastern University,education,education,Other,Other,True,False,False
A5012311258,Elena Tutubalina,2023,2024,Hong Kong Science and Technology Parks Corporation,,nonprofit,unknown,Other,Other,True,True,False
A5012323217,Yair Cohen,2024,2025,Nvidia (United Kingdom),Nvidia (United States),company,company,NVIDIA,NVIDIA,True,False,False
A5012339002,Mihaela van der Schaar,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5012370787,Yuning Mao,2023,2024,Meta AI,,company,unknown,Meta,Other,True,True,True
A5012372957,Ziniu Li,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5012379473,Kibeom Hong,2024,2025,Swatch Group (Switzerland),Sookmyung Women's University,company,education,Other,Other,True,True,False
A5012388103,Jinwook Seo,2022,2023,,Seoul National University,unknown,education,Other,Other,True,True,False
A5012388103,Jinwook Seo,2023,2024,Seoul National University,Seoul National University,education,education,Other,Other,False,False,False
A5012426158,David Chartash,2022,2023,National University of Ireland,National University of Ireland,education,education,Other,Other,False,False,False
A5012426158,David Chartash,2023,2024,National University of Ireland,National University of Ireland,education,education,Other,Other,False,False,False
A5012426158,David Chartash,2024,2025,National University of Ireland,Yale University,education,education,Other,Other,True,False,False
A5012427157,Abhinav Prakash,2024,2025,Walmart (United States),,company,unknown,Other,Other,True,True,False
A5012440991,Gregory Patrick Veldhuizen,2022,2023,Fresenius (Germany),Fresenius (Germany),company,company,Other,Other,False,False,False
A5012450539,Eran Segal,2024,2025,,Weizmann Institute of Science,unknown,education,Other,Other,True,True,False
A5012453080,Kiki Fockens,2024,2025,Amsterdam UMC Location Vrije Universiteit Amsterdam,Amsterdam Neuroscience,healthcare,research_institute,Other,Other,True,True,False
A5012455275,In So Kweon,2023,2024,,Korea Advanced Institute of Science and Technology,unknown,education,Other,Other,True,True,False
A5012455357,Di Jin,2022,2023,Amazon (United States),,company,unknown,Amazon,Other,True,True,True
A5012457625,Zuo‐Jun Max Shen,2022,2025,SC Johnson (United States),"University of California, Berkeley",company,education,Other,Other,True,True,False
A5012473160,Vidhya Navalpakkam,2023,2024,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5012505948,A. S. Albahri,2023,2024,Sultan Idris Education University,Imam Ja’afar Al-Sadiq University,education,education,Other,Other,True,False,False
A5012530047,Anas Zafar,2023,2025,National University of Computer and Emerging Sciences,,education,unknown,Other,Other,True,True,False
A5012540341,Xi Yin,2022,2023,,Meta AI,unknown,company,Other,Meta,True,True,True
A5012540341,Xi Yin,2023,2024,Meta AI,,company,unknown,Meta,Other,True,True,True
A5012540341,Xi Yin,2024,2025,,META Group,unknown,company,Other,Other,True,True,False
A5012581106,Lequan Yu,2023,2024,University of Hong Kong,University of Hong Kong,education,education,Other,Other,False,False,False
A5012581106,Lequan Yu,2024,2025,University of Hong Kong,University of Hong Kong,education,education,Other,Other,False,False,False
A5012644755,Jong Chul Ye,2022,2023,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,education,education,Other,Other,False,False,False
A5012644755,Jong Chul Ye,2023,2024,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,education,education,Other,Other,False,False,False
A5012644755,Jong Chul Ye,2024,2025,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,education,education,Other,Other,False,False,False
A5012646469,Biwei Yan,2024,2025,Shandong University,Shandong University of Science and Technology,education,education,Other,Other,True,False,False
A5012652561,Mark Díaz,2022,2025,,,unknown,unknown,Other,Other,False,False,False
A5012700366,Ziyang Xu,2023,2024,Massachusetts General Hospital,New York University,healthcare,education,Other,Other,True,True,False
A5012709162,Yuqian Bao,2024,2025,Shanghai Jiao Tong University,Shanghai Jiao Tong University,education,education,Other,Other,False,False,False
A5012712919,Peiguang Li,2022,2025,Aerospace Information Research Institute,Meizu (China),education,company,Other,Other,True,True,False
A5012713248,Jack A. Clark,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5012713248,Jack A. Clark,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5012717506,Zhiyu Zhao,2022,2023,,Shanghai Artificial Intelligence Laboratory,unknown,research_institute,Other,Other,True,True,False
A5012717506,Zhiyu Zhao,2023,2024,Shanghai Artificial Intelligence Laboratory,Nanjing University,research_institute,education,Other,Other,True,True,False
A5012731436,Zibin Zheng,2024,2025,Sun Yat-sen University,Sun Yat-sen University,education,education,Other,Other,False,False,False
A5012755847,Lesley Blum,2023,2024,,"University of California, Los Angeles",unknown,education,Other,Other,True,True,False
A5012757772,Kejiang Ye,2023,2025,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology,research_institute,research_institute,Other,Other,False,False,False
A5012760348,Shuzheng Gao,2023,2025,Harbin Institute of Technology,Chinese University of Hong Kong,education,education,Other,Other,True,False,False
A5012766763,Daniel Watson,2022,2024,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5012771499,Maya Varma,2024,2025,Stanford University,Anna Needs Neuroblastoma Answers,education,nonprofit,Other,Other,True,True,False
A5012773300,Chengzhong Xu,2023,2024,City University of Macau,City University of Macau,education,education,Other,Other,False,False,False
A5012773332,Geon Yeong Park,2024,2025,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,education,education,Other,Other,False,False,False
A5012790041,Zonghai Yao,2023,2024,University of Massachusetts Amherst,Amherst College,education,education,Other,Other,True,False,False
A5012790041,Zonghai Yao,2024,2025,Amherst College,Amherst College,education,education,Other,Other,False,False,False
A5012807122,Donald U. Apakama,2024,2025,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,education,education,Other,Other,False,False,False
A5012826628,Maximilian Alber,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5012853051,Fei Liu,2024,2025,,City University of Hong Kong,unknown,education,Other,Other,True,True,False
A5012861592,Evan Montoya,2022,2023,,Georgia Institute of Technology,unknown,education,Other,Other,True,True,False
A5012862284,Leslie Pack Kaelbling,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5012865091,A. Seetharama Acharya,2023,2024,Indian Institute of Technology Patna,Indian Institute of Technology Patna,education,education,Other,Other,False,False,False
A5012892331,Daniel Hesslow,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5012897368,Chris Bamford,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5012917895,Geemi P. Wellawatte,2022,2023,University of Rochester,University of Rochester,education,education,Other,Other,False,False,False
A5012925928,Guanghui Zhou,2024,2025,Xi'an Jiaotong University,Xi'an Jiaotong University,education,education,Other,Other,False,False,False
A5012938939,Yuxian Gu,2022,2024,Center for Information Technology,,research_institute,unknown,Other,Other,True,True,False
A5012939002,Myra Cheng,2022,2023,Google DeepMind (United Kingdom),Stanford University,company,education,Google / Google DeepMind / DeepMind,Other,True,True,True
A5012942347,Paul F. Jäger,2024,2025,,German Cancer Research Center,unknown,research_institute,Other,Other,True,True,False
A5012954217,Jiwoo Hong,2024,2025,Korea Advanced Institute of Science and Technology,,education,unknown,Other,Other,True,True,False
A5012958162,Shengyao Zhuang,2023,2025,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,government,government,Other,Other,False,False,False
A5012960540,Sören Mindermann,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5012975669,Robert Farrow,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5012975669,Robert Farrow,2024,2025,,The Open University,unknown,education,Other,Other,True,True,False
A5012986562,Minzhe Li,2022,2023,,Shanghai Jiao Tong University,unknown,education,Other,Other,True,True,False
A5012994151,Boqun Li,2022,2024,Soochow University,Shandong Normal University,education,education,Other,Other,True,False,False
A5012998749,Yulun Du,2022,2023,,Columbia University,unknown,education,Other,Other,True,True,False
A5012998749,Yulun Du,2023,2025,Columbia University,,education,unknown,Other,Other,True,True,False
A5013003753,Dukyong Yoon,2024,2025,Yonsei University,Yonsei University,education,education,Other,Other,False,False,False
A5013010213,Qicheng Lao,2023,2024,,Beijing University of Posts and Telecommunications,unknown,education,Other,Other,True,True,False
A5013010213,Qicheng Lao,2024,2025,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,education,education,Other,Other,False,False,False
A5013012032,Piotr Stańczyk,2023,2024,Google (United States),,company,unknown,Google / Google DeepMind / DeepMind,Other,True,True,True
A5013030532,Shanghang Zhang,2022,2023,,Peking University,unknown,education,Other,Other,True,True,False
A5013030532,Shanghang Zhang,2023,2024,Peking University,Peking University,education,education,Other,Other,False,False,False
A5013030532,Shanghang Zhang,2024,2025,Peking University,Peking University,education,education,Other,Other,False,False,False
A5013040086,Mario Giulianelli,2022,2025,ETH Zurich,,education,unknown,Other,Other,True,True,False
A5013041264,Bill Yuchen Lin,2023,2024,Allen Institute for Artificial Intelligence,,nonprofit,unknown,Other,Other,True,True,False
A5013041264,Bill Yuchen Lin,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5013041579,Ke-Han Lu,2024,2025,National Taiwan University,National Taiwan University,education,education,Other,Other,False,False,False
A5013047791,Tianchi Liu,2024,2025,Institute for Infocomm Research,National University of Singapore,research_institute,education,Other,Other,True,True,False
A5013076932,Carl Orge Retzlaff,2022,2024,BOKU University,BOKU University,education,education,Other,Other,False,False,False
A5013079905,Shi Jin,2024,2025,Southeast University,Southeast University,education,education,Other,Other,False,False,False
A5013110565,Stefano Berretti,2023,2024,,University of Florence,unknown,education,Other,Other,True,True,False
A5013120724,Pavan Kumar Anasosalu Vasu,2023,2024,,Apple (United Kingdom),unknown,company,Other,Apple,True,True,True
A5013120724,Pavan Kumar Anasosalu Vasu,2024,2025,Apple (United Kingdom),,company,unknown,Apple,Other,True,True,True
A5013134358,Binxin Yang,2022,2023,,University of Science and Technology of China,unknown,education,Other,Other,True,True,False
A5013136877,Alexander Dunn,2022,2023,,Lawrence Berkeley National Laboratory,unknown,research_institute,Other,Other,True,True,False
A5013136877,Alexander Dunn,2023,2024,Lawrence Berkeley National Laboratory,Lawrence Berkeley National Laboratory,research_institute,research_institute,Other,Other,False,False,False
A5013151488,Haoran Xie,2023,2024,,Lingnan University,unknown,education,Other,Other,True,True,False
A5013151488,Haoran Xie,2024,2025,Lingnan University,Lingnan University,education,education,Other,Other,False,False,False
A5013170605,Maël Kubli,2023,2024,,University of Zurich,unknown,education,Other,Other,True,True,False
A5013213417,Preetham Venkatesh,2022,2023,University of Washington,University of Washington,education,education,Other,Other,False,False,False
A5013240918,Gao Huang,2023,2024,,Tsinghua University,unknown,education,Other,Other,True,True,False
A5013258788,Yicheng Zou,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5013258788,Yicheng Zou,2024,2025,,Fudan University,unknown,education,Other,Other,True,True,False
A5013283012,Fangxiang Feng,2022,2025,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,education,education,Other,Other,False,False,False
A5013302961,Xingcai Wu,2022,2023,Guangdong University of Technology,Guizhou University,education,education,Other,Other,True,False,False
A5013322606,Seung Wook Kim,2023,2024,NVIDIA,NVIDIA,company,company,NVIDIA,NVIDIA,False,False,False
A5013322606,Seung Wook Kim,2024,2025,NVIDIA,,company,unknown,NVIDIA,Other,True,True,True
A5013340793,Kele Xu,2023,2025,National University of Defense Technology,Critical Software (Portugal),education,company,Other,Other,True,True,False
A5013346660,Kathrin Seßler,2022,2023,,Technical University of Munich,unknown,education,Other,Other,True,True,False
A5013346660,Kathrin Seßler,2023,2025,Technical University of Munich,Technical University of Munich,education,education,Other,Other,False,False,False
A5013352663,Matthew K. Hong,2023,2025,Toyota Industries (United States),Toyota Industries (United States),company,company,Other,Other,False,False,False
A5013379229,Xiaoming Zhaı,2023,2024,,University of Georgia,unknown,education,Other,Other,True,True,False
A5013379229,Xiaoming Zhaı,2024,2025,University of Georgia,University of Georgia,education,education,Other,Other,False,False,False
A5013381874,Charles‐Édouard Giguère,2023,2024,Institut Universitaire en Santé Mentale de Québec,Institut Universitaire en Santé Mentale de Québec,healthcare,healthcare,Other,Other,False,False,False
A5013383175,Lianghui Zhu,2023,2025,,Huazhong University of Science and Technology,unknown,education,Other,Other,True,True,False
A5013402151,Tripti Shukla,2024,2025,,,unknown,unknown,Other,Other,False,False,False
